TIC_ID,ASASSN-V,RAJ2000,DEJ2000,Vmag,Amp,Per,Type,Prob,HJD,Gaia,pmRA,pmDE,Vt,Dist,WISEA,Jmag,J-K,W1-W2,APASS,B-V,E(B-V),Ref,URL,2M,angDist,Match_Score,Match_Mag_Band,Match_Mag_Diff
136466789,J211001.99+453102.9,317.50831,45.51748,13.86,0.2,NON PERIODIC,L,0.98,2458018.76977,2162553520010597120,0.531,-2.747,61.36751,4627.38,J211001.99+453102.9,10.128,1.21,-0.157,,,1.03,VI,https://asas-sn.osu.edu/variables/J211002.00+453102.9,2M,64.320968,-1,V,7.2480899999999995
137200814,J020325.73+722518.2,30.85722,72.42172,5.06,0.59,629.2238237,VAR,0.672,2457020.81642,546439965991980224,-41.953,23.871,10.21694,44.66,J020326.01+722516.8,3.885,-0.036,0.371,4775129,,0.837,II,https://asas-sn.osu.edu/variables/134942,2M,2.2835,-1,V,1.1067799999999997
139303531,J081634.22+354411.1,124.14257,35.73643,13.17,0.39,0.5392678,EB,1.0,2457788.87456,904476411246489856,1.715,-5.194,23.5014,906.45,J081634.13+354411.4,12.703,0.305,-0.002,6259902,0.485,0.062,II,https://asas-sn.osu.edu/variables/94341,2M,72.384841,-1,V,2.7430000000000003
140030318,J082610.80-521432.3,126.54498,-52.2423,9.55,0.28,276.0192317,VAR,0.692,2457442.65826,5322169133561655296,-6.758,7.746,29.704,609.62,J082610.82-521431.1,9.054,0.055,-0.036,40193742,0.036,0.68,II,https://asas-sn.osu.edu/variables/338053,2M,92.217974,-1,V,2.1519999999999992
140692280,J045511.26-745604.6,73.79693,-74.93461,7.94,3.69,NON PERIODIC,VAR,0.374,2458099.71006,,,,,,J045511.24-745611.9,2.776,1.026,-0.351,,,0.109,II,https://asas-sn.osu.edu/variables/155298,2M,8.084334,-1,V,2.4700000000000006
140757571,J045707.54-720756.6,74.28141,-72.13238,12.22,0.42,0.4184005,EW,1.0,2457353.80996,4654488391189032960,9.697,16.102,52.6313,590.73,J045707.49-720754.6,11.014,0.23,-0.019,36236627,0.53,0.096,II,https://asas-sn.osu.edu/variables/155364,2M,75.425328,-1,V,2.9879999999999995
140912613,J051012.10+753941.1,77.55042,75.66143,12.12,0.41,106.7608669,SR,0.98,2457275.05007,503712875419664064,7.694,-1.934,280.02566,7446.69,J051012.11+753940.6,9.043,1.005,0.049,4267445,1.875,0.164,II,https://asas-sn.osu.edu/variables/133566,2M,83.601285,-1,V,4.839999999999999
140940493,J050755.47-724304.1,76.98112,-72.7178,16.14,0.75,0.2489292,EW,0.757,2456796.45199,4651398492948225024,-4.06287,-4.7116,33.97329,1152.05,J050755.24-724304.1,14.457,0.564,-0.066,36218583,1.067,0.1,III,https://asas-sn.osu.edu/variables/AP36218583,2M,50.651,-1,V,5.279
141148940,J115510.71+462809.8,178.79464,46.46938,9.72,3.56,NON PERIODIC,VAR,0.552,2457482.72949,,,,,,J115511.33+462811.2,6.809,-0.05,-0.05,,,0.02,II,https://asas-sn.osu.edu/variables/114909,2M,57.935286,-1,V,3.157120000000001
141148944,J115510.71+462809.8,178.79464,46.46938,9.72,3.56,NON PERIODIC,VAR,0.552,2457482.72949,,,,,,J115511.33+462811.2,6.809,-0.05,-0.05,,,0.02,II,https://asas-sn.osu.edu/variables/114909,2M,6.527083,-1,V,2.7039600000000004
141333573,J053537.18-774403.2,83.90492,-77.73422,14.84,0.33,0.3018534,EW,1.0,2457767.65554,4623970488184151040,3.71721,28.617,127.9773,935.6,J053537.07-774403.1,13.142,0.574,0.008,36077794,0.823,0.197,III,https://asas-sn.osu.edu/variables/AP36077794,2M,111.518214,-1,V,2.789999999999999
141410961,J053531.08-732460.0,83.8795,-73.41666,15.91,0.44,695.055495,SR,0.999,2457047.6302,4650460025413543936,1.84936,0.43023,82.69367,9188.16,J053530.88-732459.1,12.511,1.127,-0.029,36211716,1.607,0.108,III,https://asas-sn.osu.edu/variables/AP36211716,2M,117.509896,-1,V,6.507
141689424,J073435.97+805237.9,113.64989,80.8772,14.75,0.57,NON PERIODIC,VAR,0.499,2458072.03175,1142345748936171264,-2.709,0.165,26.96685,2096.23,J073436.18+805235.1,14.522,0.525,-0.055,7603039,0.779,0.028,VI,https://asas-sn.osu.edu/variables/AP7603039,2M,70.780743,-1,V,8.22211
141866704,J061547.24-751510.2,93.94683,-75.25285,12.22,0.89,1.4232449,EA,1.0,2457743.69806,5261663760298375168,-11.2312,18.514,121.72786,1185.95,J061547.26-751510.3,11.727,0.207,0.012,39304008,0.153,0.107,III,https://asas-sn.osu.edu/variables/AP39304008,2M,79.719256,-1,V,1.7070000000000007
141903541,J084026.31-471105.6,130.10961,-47.18489,15.11,0.31,0.6980589,EW,0.953,2458157.71929,5329417801420569600,-2.163,-0.883,20.47828,1849.22,J084026.29-471105.2,13.042,0.559,-0.031,40289576,1.089,1.159,V,https://asas-sn.osu.edu/variables/AP40289576,2M,99.090976,-1,V,5.317
142110847,J115703.60-331854.7,179.26498,-33.3152,7.94,1.7,NON PERIODIC,GCAS,0.404,2457835.80045,3466791945137514496,-51.396,-5.173,28.96728,118.31,J115703.70-331855.5,6.218,-0.06,0.1,,,0.086,II,https://asas-sn.osu.edu/variables/192211,2M,2.102242,-1,V,1.7400000000000002
142375426,J120556.84-354137.1,181.48682,-35.69364,6.85,1.47,673.4403697,VAR,0.391,2457546.55191,3462375825402740736,-31.133,0.997,35.81982,242.61,J120556.64-354138.1,6.312,-0.017,0.021,,,0.073,II,https://asas-sn.osu.edu/variables/183377,2M,79.930563,-1,V,4.284000000000001
142910156,J075644.40-194725.1,119.18498,-19.7903,11.43,0.41,0.8019613,EW,1.0,2457314.11727,5714071017990313984,-9.666,7.829,46.34687,786.07,J075644.39-194725.0,10.448,0.226,-0.015,46486115,0.433,0.281,V,https://asas-sn.osu.edu/variables/AP46486115,2M,83.290962,-1,V,1.5109999999999992
143168740,J055941.40-303954.4,89.92248,-30.66512,9.71,0.61,NON PERIODIC,VAR,0.361,2456886.88432,2891253275068894720,-3.139,4.039,11.51108,474.75,J055941.40-303953.6,8.872,0.217,-0.028,18327399,0.433,0.032,II,https://asas-sn.osu.edu/variables/58723,2M,76.052693,-1,V,8.25
143488434,J075140.23-425317.6,117.91763,-42.88821,7.53,1.73,NON PERIODIC,GCAS,0.485,2457916.46297,5532548142233448448,-6.267,7.276,25.15758,552.7,J075140.35-425317.4,6.416,-0.147,0.005,,,0.352,II,https://asas-sn.osu.edu/variables/281385,2M,1.393028,-1,V,1.4800000000000004
143825467,J082447.26-230833.3,126.19693,-23.14257,11.77,0.21,34.7156898,SR,1.0,2458224.63392,5696840296390196224,-0.526,1.345,13.76653,2011.04,J082447.27-230833.3,7.534,1.243,-0.02,46139255,1.733,0.123,V,https://asas-sn.osu.edu/variables/AP46139255,2M,116.359114,-1,V,6.1
143959183,J052430.50+414945.3,81.12707,41.82924,9.07,0.24,NON PERIODIC,ROT:,0.441,2457701.88923,194978119238003680,4.803,-5.52,103.71227,2990.31,J052430.53+414937.5,7.81,-0.103,-0.059,1006685,,0.752,II,https://asas-sn.osu.edu/variables/128278,2M,7.838311,-1,V,1.4100000000000001
144085463,J082733.18-205039.5,126.88823,-20.8443,10.57,5.57,NON PERIODIC,VAR,0.551,2458224.63392,,,,,,J082733.27-205038.5,6.403,0.029,0.051,46313597,0.124,0.099,II,https://asas-sn.osu.edu/variables/431933,2M,1.779311,-1,V,4.0
144277323,J233534.62-465636.1,353.89426,-46.94336,9.6,0.71,NON PERIODIC,VAR,0.434,2457319.71239,,,,,,,,,,,,0.01,II,https://asas-sn.osu.edu/variables/102591,2M,6.418771,-1,V,1.049999999999999
145116411,J084755.96-505312.9,131.98315,-50.88692,13.81,0.12,0.8933876,ROT,0.702,2457475.53143,5324767623141760000,-4.444,3.21,18.43664,709.51,J084755.94-505313.2,12.036,0.571,-0.026,40230312,0.833,1.332,V,https://asas-sn.osu.edu/variables/AP40230312,2M,93.596673,-1,V,3.3819999999999997
145151809,J084710.21-515445.3,131.79358,-51.91286,13.43,0.97,3.55441,EA,1.0,2457743.82065,5318676461853384704,-4.825,3.066,53.71686,1982.37,J084709.93-515442.1,,,0.006,,,0.818,I,https://asas-sn.osu.edu/variables/478503,2M,51.560326,-1,V,5.63
145586291,J081131.19-342437.3,122.87995,-34.41037,12.71,0.11,33.2088393,SR,0.996,2457690.77508,5546496645518114816,-2.27,2.816,62.65714,3654.62,J081131.08-342437.1,8.564,1.314,-0.226,43794198,1.948,0.585,II,https://asas-sn.osu.edu/variables/336252,2M,110.355365,-1,V,3.4510000000000005
145755099,J081152.81-311719.5,122.97003,-31.28876,14.44,0.35,298.4574462,SR,1.0,2457718.77994,5548263255780119552,-1.648,2.584,62.57787,4307.66,J081152.70-311719.8,8.71,1.595,-0.07,,,0.615,II,https://asas-sn.osu.edu/variables/360395,2M,95.321256,-1,V,2.619999999999999
145870698,J081303.97-343444.1,123.26655,-34.57892,8.18,1.04,20.6433226,DCEP,0.53,2458159.67723,5546476927338700800,-3.522,2.824,34.92685,1632.24,J081304.21-343442.4,4.939,0.922,-0.707,43793906,1.708,0.942,II,https://asas-sn.osu.edu/variables/336301,2M,3.328131,-1,V,1.1899999999999995
146039664,J081348.18-351302.2,123.45073,-35.21729,14.12,0.3,0.406253,EW,0.976,2457856.52462,5546254276234504192,-7.07,4.112,61.16511,1577.73,J081348.19-351302.2,12.841,0.466,-0.039,,,1.118,VI,https://asas-sn.osu.edu/variables/J081348.18-351302.3,2M,45.236255,-1,V,7.209999999999999
146406806,J081448.74-313539.1,123.7031,-31.5942,13.46,0.4,5.8598624,EA,0.995,2457797.66374,5548008684478626816,-7.34,6.247,67.95487,1487.42,J081448.79-313539.5,12.247,0.316,-0.045,43823618,0.6,0.658,II,https://asas-sn.osu.edu/variables/360885,2M,106.250306,-1,V,3.0020000000000007
146601318,J095706.65-012040.1,149.27771,-1.34448,9.15,0.73,NON PERIODIC,VAR,0.314,2457395.7617,,,,,,J095706.62-012038.7,7.898,0.252,-0.062,27289386,0.475,0.088,II,https://asas-sn.osu.edu/variables/403310,2M,94.105007,-1,V,1.8390000000000004
147152188,J081856.31-340013.0,124.73462,-34.00362,13.17,0.13,32.3786183,SR,0.992,2457638.9051,5546391509032015872,-1.629,2.671,81.5018,5495.97,J081856.35-340012.4,9.019,1.293,-0.121,43792253,1.997,0.499,II,https://asas-sn.osu.edu/variables/336384,2M,103.327109,-1,V,4.2829999999999995
147835092,J070151.12-144217.7,105.463,-14.70491,13.94,0.12,0.5658332,EB,0.992,2457457.5425,2948302123076943872,-0.151,1.246,20.00193,3362.09,J070150.98-144214.9,13.238,0.243,-0.018,19085906,0.714,0.677,V,https://asas-sn.osu.edu/variables/AP19085906,2M,37.106989,-1,V,2.74
148087292,J151831.77-373534.4,229.63238,-37.59288,13.57,0.36,1.330254,EA,1.0,2457485.68603,6007542761765505024,3.995,-0.251,32.26413,1700.47,J151831.77-373534.5,12.907,0.17,0.03,52898855,0.275,0.1,V,https://asas-sn.osu.edu/variables/AP52898855,2M,56.108778,-1,V,1.4019999999999992
148158540,J151858.00-404910.5,229.74166,-40.81959,13.83,3.14,NON PERIODIC,M:,0.762,2457534.7624,6004347963237225472,-2.603,-3.453,99.16309,4837.99,J151857.99-404910.7,10.567,1.1,-0.143,52814898,1.591,0.137,V,https://asas-sn.osu.edu/variables/AP52814898,2M,114.416518,-1,V,8.24
148218929,J151858.71-374344.0,229.74462,-37.72889,16.03,0.56,NON PERIODIC,ROT:,0.799,2457890.81049,6007538024422285312,-18.347,-26.945,21.18585,137.11,J151858.80-374343.7,11.617,0.834,0.201,52898738,,0.097,II,https://asas-sn.osu.edu/variables/84187,2M,93.961813,-1,V,1.357000000000001
148305766,J152032.26-410430.0,230.13443,-41.07499,12.99,0.17,279.9173515,SR,0.991,2457911.73066,6005639129181240320,-8.796,-2.227,247.82104,5762.13,J152032.23-410430.0,9.044,1.211,-0.117,52852135,1.708,0.15,V,https://asas-sn.osu.edu/variables/AP52852135,2M,69.199251,-1,V,4.3919999999999995
148563159,J105820.74-110356.5,164.58642,-11.0657,13.32,0.22,0.2964182,EW,0.997,2456968.85399,3757107996062325760,-29.687,-2.921,54.99458,388.94,J105820.74-110356.0,11.618,0.52,-0.067,27027812,0.925,0.028,II,https://asas-sn.osu.edu/variables/422063,2M,60.089329,-1,V,2.226000000000001
149004988,J152606.10-384216.6,231.52541,-38.7046,14.91,0.22,23.9969372,SR,0.99,2457987.51713,6006450882303361024,-7.576,-3.82,320.17629,7961.23,J152606.08-384216.5,10.588,1.2,-0.127,52873595,1.76,0.167,V,https://asas-sn.osu.edu/variables/AP52873595,2M,69.11476,-1,V,3.1400000000000006
149102723,J052142.96-654456.5,80.42901,-65.74904,9.92,0.33,NON PERIODIC,L,0.921,2456936.855,4660603462547237888,-0.628,-0.865,17.95015,3542.75,J052142.88-654457.0,7.669,0.952,-0.027,36287350,0.609,0.265,II,https://asas-sn.osu.edu/variables/138976,2M,72.073507,-1,V,3.2249999999999996
149102762,J052152.77-654656.3,80.47022,-65.78227,14.06,0.36,287.1029125,GCAS,0.428,2457325.70501,4660556325312967680,1.656,0.497,88.88752,10846.12,J052152.77-654656.2,14.701,0.036,0.013,36286973,-0.099,0.214,I,https://asas-sn.osu.edu/variables/457687,2M,55.255105,-1,V,1.5
149303648,J053241.83-632638.6,83.17429,-63.44407,15.24,1.47,385.89055,SR,0.903,2457845.59619,4757152819840335872,2.66044,0.03726,36.42534,2888.21,J053241.88-632640.1,13.156,0.957,-0.106,36646917,1.501,0.052,III,https://asas-sn.osu.edu/variables/AP36646917,2M,85.667551,-1,V,7.8
149487875,J153105.43-392051.4,232.77264,-39.34762,13.55,0.09,20.0579151,SR,0.986,2458316.66283,6006254752613352448,-6.522,-5.829,305.94697,7379.01,J153105.42-392050.9,9.753,1.173,-0.143,52869214,1.741,0.21,V,https://asas-sn.osu.edu/variables/AP52869214,2M,87.569137,-1,V,4.5
150357290,J062434.32-640325.0,96.14301,-64.05693,14.04,0.97,0.4926849,RRAB,0.993,2458244.46413,5477039366418200576,6.43188,9.3762,290.52751,5390.64,J062434.27-640325.5,13.375,0.301,0.009,42818296,0.256,0.046,III,https://asas-sn.osu.edu/variables/AP42818296,2M,29.436771,-1,V,2.9639999999999986
150361803,J062527.67-642357.1,96.3653,-64.39919,13.64,0.49,0.2686926,RRC,0.999,2457615.92212,5476969341269560320,9.454,-3.334,183.15344,3854.49,J062527.66-642357.1,12.968,0.183,0.0,42817860,0.203,0.049,II,https://asas-sn.osu.edu/variables/146112,2M,48.898102,-1,V,2.4990000000000006
150390189,J062626.52-650827.8,96.61048,-65.14105,13.56,0.48,1.2695155,EA,0.986,2457146.53659,5284721966538766336,30.02025,6.6381,52.9317,363.21,J062626.50-650827.5,11.723,0.652,-0.044,39522753,0.894,0.062,III,https://asas-sn.osu.edu/variables/AP39522753,2M,51.614299,-1,V,3.5820000000000007
150437899,J063003.14-653406.0,97.51309,-65.56832,7.71,1.39,NON PERIODIC,VAR,0.428,2458084.69339,5284477290843020288,0.413,60.032,29.3356,103.09,J063003.01-653404.9,5.644,0.21,0.135,39521230,0.273,0.062,II,https://asas-sn.osu.edu/variables/145933,2M,0.859282,-1,V,1.4299999999999997
150442268,J063110.25-615244.5,97.79269,-61.87902,6.78,0.39,501.6233835,VAR,0.61,2457403.54687,5478303942228108288,-9.142,12.087,31.18401,434.11,J063110.63-615246.2,6.426,-0.126,0.028,42826004,,0.058,II,https://asas-sn.osu.edu/variables/79732,2M,110.540982,-1,V,4.674
150637078,J171408.97-331226.9,258.53738,-33.20747,16.18,0.99,NON PERIODIC,L,0.999,2458382.5768,5979075478024142848,-4.855,-6.516,218.29435,5667.56,J171409.00-331227.4,9.666,1.754,0.285,,,1.313,II,https://asas-sn.osu.edu/variables/405416,2M,94.408349,-1,V,4.868
151430977,J152807.89-474225.2,232.03289,-47.707,15.06,0.23,99.9629495,SR,0.999,2458361.59624,5986818552465168384,-5.246,-4.309,227.51503,7070.3,J152807.90-474225.0,9.012,1.456,0.105,,,0.387,VI,https://asas-sn.osu.edu/variables/J152807.89-474225.2,2M,82.113741,-1,V,5.07
151776283,J075656.37-322411.6,119.23488,-32.40322,13.49,0.23,2.2048982,EA,1.0,2458072.71556,5594479887018179584,-2.827,4.137,103.85041,4372.55,J075656.34-322410.6,12.99,0.141,0.001,44441198,0.321,0.816,II,https://asas-sn.osu.edu/variables/391674,2M,106.729323,-1,V,4.249999999999998
153587580,J080347.16-292411.6,120.9465,-29.40323,14.46,0.65,555.7144143,SR,1.0,2458244.56359,5597445269880289280,-2.659,2.877,25.49697,1373.07,J080347.27-292411.4,7.166,1.462,-0.019,44548059,,0.73,II,https://asas-sn.osu.edu/variables/360192,2M,87.717478,-1,V,6.720000000000001
153598773,J080415.50-272349.3,121.06458,-27.39704,13.35,0.36,0.8381815,EB,1.0,2457634.91157,5694046368625205248,1.399,4.426,43.28969,1967.51,J080415.54-272350.0,12.764,0.146,0.036,46087427,0.273,0.357,II,https://asas-sn.osu.edu/variables/383264,2M,33.21239,-1,V,1.1879999999999988
155657579,J134534.26+792348.6,206.39275,79.39684,13.52,0.55,0.3681392,EA,0.982,2457900.86125,1715299716278321408,-106.773,58.861,35.00675,60.57,J134534.44+792348.8,9.692,0.914,0.102,9212951,1.524,0.032,II,https://asas-sn.osu.edu/variables/107445,2M,67.22933,-1,V,2.5100000000000016
155813907,J081603.69-284726.8,124.01538,-28.79077,9.22,0.61,NON PERIODIC,VAR,0.332,2458385.87525,5692767086850363392,-5.363,2.052,12.36394,454.26,J081603.61-284724.6,8.552,-0.333,-0.013,46060082,0.132,0.409,II,https://asas-sn.osu.edu/variables/361103,2M,49.641957,-1,V,8.909999999999998
156169159,J113255.24+781913.9,173.23018,78.32054,12.05,0.98,0.7452252,EB,1.0,2457171.79095,1129046129301663616,-2.683,-6.942,31.91259,904.63,J113255.19+781913.2,11.207,0.302,0.0,7539069,0.336,0.036,II,https://asas-sn.osu.edu/variables/126261,2M,67.071876,-1,V,1.9110000000000014
156294609,J171709.97+135233.7,259.29155,13.87603,16.84,0.7,0.5942005,VAR,0.985,2457559.99123,4541790098611235840,-1.483,-1.896,40.54073,3553.2,J171710.00+135233.9,16.336,-0.96,-1.379,,,0.145,II,https://asas-sn.osu.edu/variables/85698,2M,86.511843,-1,V,8.99
156325724,J081812.47-292301.8,124.55195,-29.38384,13.39,0.1,22.5799354,SR,0.997,2457457.60204,5644650838803689472,-2.134,3.473,76.64057,3966.63,J081812.47-292301.9,8.511,1.317,-0.293,,,0.354,VI,https://asas-sn.osu.edu/variables/J081812.47-292301.8,2M,93.272538,-1,V,2.753
156462488,J142758.55+740726.6,216.99358,74.12375,12.01,0.62,1.93408,EA,1.0,2457966.76569,1699972421107229440,-1.555,0.635,8.12055,1019.97,J142758.54+740726.6,11.683,0.21,-0.025,9158020,0.36,0.024,I,https://asas-sn.osu.edu/variables/454919,2M,79.960225,-1,V,1.1440000000000001
156535338,J081949.13-282243.9,124.95469,-28.37886,12.04,0.23,216.3876278,SR,0.999,2458082.84379,5693131776805862400,-2.069,2.067,23.74776,1713.08,J081949.07-282244.2,7.24,1.313,0.036,46071670,,0.388,II,https://asas-sn.osu.edu/variables/362625,2M,110.086148,-1,V,3.7049999999999983
156563222,J141250.92+243202.6,213.21218,24.53405,13.66,0.54,404.1751125,VAR,0.513,2457112.07214,1257262035642339840,-21.158,33.154,46.18105,247.72,J141250.93+243202.6,10.808,0.491,-0.002,,,0.019,II,https://asas-sn.osu.edu/variables/100342,2M,20.92428,-1,V,3.601000000000001
156934909,J063745.80-431141.2,99.44083,-43.19478,4.25,2.85,NON PERIODIC,GCAS,0.347,2457701.7724,5557271829406006272,-1.115,-5.189,2.83642,112.75,J063745.70-431145.1,3.514,-0.043,0.363,,,0.084,II,https://asas-sn.osu.edu/variables/148521,2M,4.37193,-1,V,1.08
157273362,J131431.00+593601.7,198.62915,59.60047,15.88,0.79,0.6394201,RRAB,0.989,2458207.89275,1567146395654617600,-2.529,-2.134,106.51412,6790.88,J131430.92+593601.3,15.227,0.173,0.034,8778349,0.256,0.009,VI,https://asas-sn.osu.edu/variables/AP8778349,2M,70.339816,-1,V,7.5600000000000005
157533670,J070707.17-405333.3,106.77987,-40.89257,7.37,1.57,NON PERIODIC,GCAS,0.391,2458197.61495,5564307363797729280,-10.551,11.057,16.78541,231.7,J070707.06-405335.6,6.158,-0.095,0.04,,,0.142,II,https://asas-sn.osu.edu/variables/151276,2M,2.720308,-1,V,1.5700000000000003
157568289,J070701.24-364807.3,106.75518,-36.80203,15.83,0.33,0.374219,EW,1.0,2457466.68026,5566329503119827968,-2.549,6.767,104.12836,3037.96,J070701.25-364807.1,15.084,0.347,-0.038,44042195,0.802,0.373,II,https://asas-sn.osu.edu/variables/513988,2M,117.725817,-1,V,4.657
157586003,J183707.21+400248.0,279.28003,40.04668,14.53,0.38,0.3639025,RRC,0.999,2456850.91043,2110106716585019904,-12.105,4.095,347.58489,5738.38,J183707.22+400247.7,13.874,0.213,-0.001,,,0.069,II,https://asas-sn.osu.edu/variables/72655,2M,111.843856,-1,V,1.939
158121288,J181555.38+215552.9,273.98077,21.93137,14.15,0.14,36.5216438,SR,0.997,2457044.17034,4529822159365647360,-1.189,-4.836,91.34142,3869.53,J181555.39+215554.9,9.638,1.193,-0.165,35415213,1.606,0.113,VI,https://asas-sn.osu.edu/variables/AP35415213,2M,66.549021,-1,V,3.697000000000001
158329695,J105221.38-361811.3,163.08908,-36.30314,10.13,0.42,NON PERIODIC,VAR,0.314,2456805.53361,5395278719703724032,-12.533,18.122,18.15937,173.87,J105221.36-361810.4,8.984,0.397,-0.045,41796520,0.563,0.068,II,https://asas-sn.osu.edu/variables/74839,2M,89.113258,-1,V,1.545
158579379,J145120.52+590949.1,222.83567,59.16422,12.55,0.66,1.01451,EA,1.0,2458251.84558,1617362229862380032,-3.3,-2.358,15.15999,788.56,J145120.52+590949.0,11.721,0.345,-0.019,8895095,0.361,0.009,I,https://asas-sn.osu.edu/variables/560137,2M,52.760737,-1,V,3.412000000000001
158747617,J110213.68-410646.3,165.55698,-41.11286,8.17,1.45,NON PERIODIC,L,0.323,2458107.78629,,,,,,J110213.88-410651.1,1.845,1.161,-0.936,41736439,1.389,0.137,II,https://asas-sn.osu.edu/variables/187462,2M,5.024692,-1,V,1.6899999999999995
158893899,J172512.77-341132.1,261.30319,-34.19225,16.55,0.45,NON PERIODIC,ROT:,0.379,2457643.51345,5976045365701853184,-2.019,-6.095,71.37739,2345.31,J172512.39-341129.7,13.27,2.526,-0.006,,,42.499,II,https://asas-sn.osu.edu/variables/374929,2M,52.34704,-1,V,5.797000000000001
159150734,J143644.17-401244.5,219.18404,-40.21236,6.8,1.83,NON PERIODIC,GCAS,0.349,2457873.58896,6104959942962996224,-23.71,-22.32,21.96818,142.33,J143644.11-401241.8,5.959,-0.056,0.056,54906217,0.15,0.104,II,https://asas-sn.osu.edu/variables/398816,2M,2.838321,-1,V,1.0599999999999996
159163636,J124508.27+452625.5,191.28444,45.44042,6.12,0.61,NON PERIODIC,L,0.993,2457031.06182,1542553623370677504,-2.675,14.783,16.47824,231.41,,,,,,,0.023,II,https://asas-sn.osu.edu/variables/129938,2M,4.670237,-1,V,1.0264199999999999
159864583,J144536.54-400134.6,221.40223,-40.02629,10.27,0.82,205.8776271,VAR,0.425,2457186.57312,,,,,,,,,,54857521,0.462,0.089,II,https://asas-sn.osu.edu/variables/91188,2M,18.586959,-1,V,1.4100000000000001
160159932,J144928.96-400506.9,222.37068,-40.08526,12.0,0.76,441.8016143,SR,1.0,2458196.79451,6102051700348790784,-2.335,-5.426,40.72138,1454.36,J144928.94-400506.4,7.017,1.263,0.153,54855634,1.655,0.11,V,https://asas-sn.osu.edu/variables/AP54855634,2M,87.128309,-1,V,2.2219999999999995
160195393,J171505.23+851208.0,258.77275,85.20238,12.33,0.51,0.57289,EW,1.0,2457568.83133,1724476407826709504,9.106,4.327,26.12317,546.65,J171505.30+851207.8,10.991,0.362,-0.009,9244215,0.587,0.151,I,https://asas-sn.osu.edu/variables/458587,2M,40.321926,-1,V,1.4049999999999994
160199003,J123805.36-532624.7,189.52257,-53.44022,15.83,1.07,0.48372,RRAB,0.996,2457767.76782,6074748696336721920,1.318,-0.471,26.92169,4057.99,J123805.33-532624.5,14.847,0.301,-0.041,54268869,0.59,0.184,I,https://asas-sn.osu.edu/variables/505869,2M,116.429825,-1,V,1.8840000000000003
160704414,J150847.40-425048.9,227.19748,-42.84693,8.95,0.35,732.9980444,VAR,0.32,2457458.91466,6003715018192252928,-42.563,-23.349,35.75344,155.37,J150847.41-425050.8,7.957,0.168,-0.023,52796356,0.325,0.123,II,https://asas-sn.osu.edu/variables/398117,2M,117.625444,-1,V,3.0999999999999996
161382479,J230036.45-475311.1,345.15188,-47.88642,11.35,0.17,1.7603783,EB,0.998,2456939.62275,6515460032210364416,30.022,-30.351,88.1406,435.58,J230036.43-475311.0,10.206,0.451,-0.021,58008019,0.521,0.009,V,https://asas-sn.osu.edu/variables/AP58008019,2M,33.541375,-1,V,1.2640000000000011
161687316,J154347.82+580125.8,235.94923,58.02384,9.54,0.24,NON PERIODIC,ROT:,0.373,2456887.78304,1602057028003655168,4.56,6.396,14.33052,384.89,J154347.63+580127.3,9.073,0.097,-0.024,8857320,,0.013,II,https://asas-sn.osu.edu/variables/96139,2M,85.8324,-1,V,2.1850000000000005
162035117,J220259.34+310736.8,330.74725,31.1269,15.9,0.41,0.7005905,EW,0.998,2456819.96347,1898620534065069312,0.749,0.172,21.5547,5917.28,J220259.36+310738.4,15.371,0.393,-0.111,11362697,0.044,0.103,VI,https://asas-sn.osu.edu/variables/AP11362697,2M,74.342013,-1,V,6.061
162585282,J112121.63-473603.5,170.34013,-47.60097,10.67,1.22,NON PERIODIC,ROT:,0.617,2456817.52397,5374520249409189888,-68.263,-27.022,24.56102,70.58,J112121.80-473603.0,8.273,0.713,-0.052,41564140,1.07,0.146,II,https://asas-sn.osu.edu/variables/74975,2M,67.225098,-1,V,4.73
162846340,J160839.39-444240.5,242.16411,-44.71124,13.02,0.24,NON PERIODIC,L,0.994,2458165.80875,5991167120983744512,-8.089,-4.912,57.83812,1289.38,J160839.61-444242.1,6.968,1.457,-0.145,52532345,2.22,0.856,V,https://asas-sn.osu.edu/variables/AP52532345,2M,49.970669,-1,V,2.58
165909066,J124936.71-475812.9,192.40297,-47.97024,13.03,0.27,0.3999115,EW,1.0,2457782.73123,6127912450052113408,1.739,-11.686,37.80889,675.14,J124936.72-475812.8,11.53,0.335,-0.02,55238223,0.656,0.151,V,https://asas-sn.osu.edu/variables/AP55238223,2M,99.82716,-1,V,2.183
166319733,J134640.83-374607.1,206.67011,-37.76863,13.95,0.5,0.2822044,EW,1.0,2457844.82071,6115295111743513600,-32.796,-19.822,98.52811,542.43,J134640.89-374606.6,12.531,0.546,-0.106,55054041,0.887,0.075,II,https://asas-sn.osu.edu/variables/87686,2M,30.525245,-1,V,1.439
166420397,J195312.79-503603.7,298.30328,-50.60104,16.78,0.81,0.5992979,RRAB,0.992,2458385.70923,6669872726498862080,-1.429,-0.867,60.58745,7647.37,J195312.85-503602.7,16.041,0.552,-0.157,,,0.054,II,https://asas-sn.osu.edu/variables/609004,2M,91.169277,-1,V,3.519000000000002
166969346,J061826.92-661045.3,94.61193,-66.17937,13.93,0.44,0.419272,EW,1.0,2457686.7967,5284102391746071552,-0.954,5.644,42.28031,1558.32,J061826.88-661045.0,13.049,0.176,-0.004,39518783,0.401,0.052,I,https://asas-sn.osu.edu/variables/654868,2M,57.587218,-1,V,3.8019999999999996
