tic_id,best_subject_id,best_subject_sector,eb_score,num_votes_eb,num_votes_transit,num_users,num_comments,updated_at,best_subject_img_id,num_subjects,sectors,subject_ids
1103432,32609087,8,-2,1,3,3,3,2019-05-06 07:16:16.009000+00:00,4ef8227f-6252-4478-91b5-08344942ccbe,1,8,32609087
1112513,30255896,4,1,1,0,1,1,2019-02-15 14:00:45.229000+00:00,d459c42b-f9f6-48bb-8e37-00969d5d8e5a,1,4,30255896
1129033,54451685,31,0,2,2,7,7,2021-01-16 21:07:30.193000+00:00,f316ac11-5f07-4c63-9efb-3d0cf6c2def8,1,31,54451685
1129452,30151047,4,1,1,0,1,1,2019-02-11 21:50:05.684000+00:00,0b04316c-f8ff-4e29-b3f1-535245a9776b,2,"4,4","30151047,30151051"
1159914,36036102,13,2,2,0,4,4,2021-06-08 21:59:42.828000+00:00,1f88e7b8-c7d9-4208-aced-51214f89267f,1,13,36036102
1190662,32573602,8,1,1,0,1,1,2019-05-08 07:55:05.253000+00:00,98113901-ba39-448d-97b0-5bbef7dd2a9f,2,"8,8","32573602,32573599"
1202347,32577198,8,4,4,0,4,4,2019-05-04 10:56:24.689000+00:00,76b60cd8-7592-4394-adde-7c9d73cf122c,3,"8,8,8","32577198,32577211,32577205"
1220444,30861787,5,3,5,2,6,7,2019-03-08 09:18:17.219000+00:00,f126b395-2eba-4d38-abdd-c7cf695d790e,4,"5,5,5,5","30861787,30861795,30861792,30861789"
1223040,30892199,5,1,1,0,1,1,2019-03-09 12:02:08.926000+00:00,37aeb65c-8d3c-42e8-bd75-2857b44c6448,1,5,30892199
1230647,32567727,8,2,3,1,6,6,2019-05-08 22:44:53.619000+00:00,abeff761-dd0e-4ec9-85d6-5363e949b1e5,3,"8,8,8","32567727,32567731,32567736"
1232360,60048788,35,-3,2,5,6,6,2021-04-20 05:25:01.578000+00:00,5fb23f0a-177c-4070-896b-12253d252c93,1,35,60048788
1250913,54444923,31,1,1,0,1,1,2021-01-07 10:16:05.928000+00:00,1844767e-e9dd-4c45-bcbb-125cbb699a0d,2,"31,5","54444923,30880230"
1414238,60040110,35,1,1,0,1,1,2021-04-17 04:19:06.949000+00:00,68d7fac6-0832-4d8b-bef0-74fa5e8a0d5d,1,35,60040110
1449640,30912185,5,-4,1,5,5,5,2019-03-06 21:10:34.648000+00:00,bdced3a5-2c5c-46a0-b12c-564881aee507,1,5,30912185
1450518,30894576,5,3,3,0,3,3,2019-03-11 12:32:53.365000+00:00,742c701f-2a23-4e71-9213-95483cd8ecb8,2,"5,5","30894576,30894579"
1461316,65560027,39,5,5,0,7,7,2021-08-13 13:06:10.955000+00:00,73c662f4-fccb-4af2-9157-18f8d2296ca1,1,39,65560027
1497180,32614974,8,1,1,0,1,1,2019-05-02 07:06:15.450000+00:00,a4f9d19b-4607-48ce-9df5-f44cd8566034,1,8,32614974
1505227,60030314,35,2,3,1,5,5,2021-04-21 10:27:14.907000+00:00,7605fab9-c25a-4fbb-971c-fb5395c18d6b,1,35,60030314
1528696,56368917,32,-1,1,2,2,2,2021-02-06 22:41:23.594000+00:00,6e9320b7-b428-4fcd-916a-979533179211,1,32,56368917
1536984,32568964,8,2,4,2,4,4,2019-05-03 14:36:34.362000+00:00,020a1555-4b39-4522-9149-1aa431555aea,1,8,32568964
1538794,60856920,36,3,3,0,3,3,2021-06-14 11:37:56.344000+00:00,44b19030-323b-416b-8d65-c312f72f599c,1,36,60856920
1630438,34091678,10,1,1,0,1,1,2019-06-25 18:03:28.147000+00:00,5e961f35-efe3-4522-8f8f-292098a00a3f,1,10,34091678
1630690,34092509,10,2,2,0,2,2,2019-06-28 02:10:16.225000+00:00,66a33bad-a4f4-4278-932e-bbcf09f293e7,1,10,34092509
1649643,58265794,34,-7,1,8,10,10,2021-03-19 22:56:36.260000+00:00,b3ace62a-deac-446f-820b-7d24303b635d,1,34,58265794
1738861,60025994,35,1,1,0,1,1,2021-04-19 13:54:41.056000+00:00,601335fb-58fb-4db2-a686-092020f7bf0a,1,35,60025994
1971918,60053590,35,0,1,1,1,1,2021-04-20 16:53:00.994000+00:00,f0d68c5f-ffe7-44a2-b815-0463a6979b53,1,35,60053590
1973623,60116885,35,1,1,0,1,1,2021-04-18 16:50:50.600000+00:00,01adf791-9746-43bd-bc47-e1e37dd0cb7b,1,35,60116885
