subject_id,tic_id,sector,img_id
"28396723","141975926","1","38a2b4a0-804c-408b-b5e1-d4112e919efb"
"28396882","117515123","1","238af650-32b3-4bcf-b826-74d3cbcbc285"
"28397000","141867895","1","7ac1b6cc-f494-4fbb-8fc4-93bb25cffc01"
"28397014","121420805","1","d18da19d-c1d7-4ffe-bc54-0418e908b1e1"
"28397021","121420805","1","4d67ad48-d7c8-4de2-871c-d03aade6e78c"
"28397023","121420805","1","dbf7cb3f-f4f3-4973-8e2b-12816386ddfa"
"28397110","115115136","1","6f59eb63-cf91-4144-bb0e-a890dfe5782b"
"28397117","115115136","1","df1c3109-3e5c-49ae-b5be-216efdb7d2e9"
"28397120","115115136","1","520e8d13-80b9-49ac-9b88-bb3ef338d749"
"28397266","115108198","1","060116bd-777c-4dac-888c-cca005116598"
"28397288","115105140","1","104be368-3f17-44bf-948b-9bee7b8f3e57"
"28397292","115105140","1","410a414a-d591-4ab9-902a-1cbf7d635947"
"28397299","141809359","1","e2e250b8-692d-4dac-85ee-4ac79877e1bf"
"28397304","141809359","1","e8f3866e-f79f-4411-baac-de792c3f67b6"
"28397354","141770299","1","e285eb0d-b64b-4555-a5a4-992d6153cb26"
"28397359","141770299","1","a656ab19-af96-4535-80f4-82e3108b3f1c"
"28397365","141770299","1","80e88c4e-a24e-430e-b5cf-0ad59ccb1532"
"28397386","115150623","1","abeb8e3d-17b9-4195-8a2a-dd626f1b083a"
"28397393","115150623","1","0544b1d1-49f2-4775-bef8-ad83697526d7"
"28397531","114988852","1","36434245-f6c9-4b00-ac90-5ffb827911c5"
"28397581","115105263","1","00f6470e-3269-41bb-8c40-fb88fc0d8abc"
"28397853","99839685","1","31d324cd-bbc9-46a1-9c54-4888bfa1c08e"
"28398150","141622065","1","dd8c5d2c-5c58-4a17-9264-cd83952d0780"
"28398151","141622065","1","7bdce81c-e521-4c72-aa75-daa9428ad9fa"
"28398154","141622065","1","88e43a1a-dec3-4baf-83e7-b5a41990b88d"
"28398155","141622065","1","0d73bc68-f497-4ee8-96f4-203199d56669"
"28398273","99646802","1","57ea5e58-f741-4d12-a1b7-60a8978bfbcb"
"28398275","99646802","1","426c4356-8113-4d97-a291-8dcb0f22bd9f"
"28398278","99646802","1","a15b86ea-2159-4e12-b409-0a9a2ce6fdce"
"28398328","99494149","1","eca4606f-d161-4c78-8939-08573aff98a9"
"28398407","99465976","1","2c21e983-74df-4504-aeba-a3f8578ba3d3"
"28398408","99465976","1","c4727af0-72ea-49b7-81d3-852f75b40901"
"28398410","99465976","1","ef572ed1-83bb-4645-859a-d1b69ae0f9e4"
"28398411","99465976","1","617cc833-000e-4c21-8967-bc256157f6bd"
"28398575","97402522","1","a965a40d-6322-414a-bd69-792cd1e35b91"
"28398577","97402522","1","785f4a47-3f9a-4900-becb-58b20c551a45"
"28398578","97402522","1","2332bc9e-bd98-4e5f-b7da-caf0d8bdc375"
"28398579","97402522","1","1cb8357b-8764-4a51-a6dc-d2a585be7df1"
"28398587","92980022","1","331df91f-c469-4d58-81be-fca2cdbeade7"
"28398662","97431593","1","ce291a58-3a92-4f22-820a-54be96b316c6"
"28398698","92877752","1","7b7329b2-9d53-49f2-bd77-91fb09a5aa42"
"28399054","92861431","1","562b0548-fde2-439c-8d58-ba200ce10a6a"
"28399242","92629355","1","add07a09-ce35-429a-9949-931d86d33f57"
"28399296","141606986","1","e564b986-9abb-4860-9965-0443b96c317c"
"28399298","141606986","1","e610854e-28c1-4490-831c-d7a968fa5f73"
"28399302","141606986","1","49532329-3bb0-42df-965d-87b98f34cc90"
"28399410","92628706","1","bf44d6f0-51a9-4351-8028-a2a4df61534d"
"28399413","92628706","1","6ba134eb-9b2c-47cd-90ca-4d4a3e5f4d6f"
"28399582","92594505","1","61a3a21f-aae2-47b7-91df-5c6abe978533"
"28399589","92594505","1","0f8d02f9-227b-44fe-b7c4-faead6170835"
"28399791","141411713","1","c3d01905-27ca-4d39-9515-cedafee7bf19"
"28399863","92364700","1","aaacc804-cc76-4c13-b4c1-1d056d454c7d"
"28400001","92352620","1","74e6f923-c9a7-4053-b524-632c62eadfcc"
"28400073","141268467","1","54227a99-276a-4a1a-af25-9ba9385af1f6"
"28400084","141268467","1","3859fcc8-bbfe-403c-b80a-0c0f1d12225f"
"28400151","92349924","1","c13772af-39eb-4988-bb43-47c823655d0a"
"28400156","92349924","1","be2e8085-01ea-4de9-ba06-569fb4009463"
"28400392","141127435","1","c39d51bb-f477-4b8e-a4ca-4d3539fc948c"
"28400517","92140619","1","e98d987b-5000-4aee-ac96-8e04eb461796"
"28400601","89466504","1","586b64da-2ae3-4b87-9df8-2ebb3be6d4ea"
"28400607","89466504","1","73cdab4a-7bee-42a5-8a39-1dfa6d545ea2"
"28400609","89466504","1","838dbe0a-de92-4383-aa72-a8d8c0f97cb7"
"28400638","89428764","1","3f332536-366e-47f7-95f3-236d388b00f6"
"28400639","89428764","1","34b9b9cf-dd9a-4b49-8471-a45e1fe9aad0"
"28400731","91369561","1","8b9a2ab6-e543-4db1-bf32-fb68845cf740"
"28400732","91369561","1","a61a2a6f-da62-49a6-85cd-bf9f8561b147"
"28400734","91369561","1","7595b823-a1c0-4d7c-86ea-e3e9b5fa0a94"
"28400736","91369561","1","8d89e5c7-de09-4f6d-a306-9910321173ba"
"28401080","89358641","1","cdd180df-5c55-44d4-b482-f7ddf188c2ab"
"28401095","140891597","1","7bb1a5fb-2d6d-4017-a3c2-75974c5cead2"
"28401148","89258104","1","d12417e1-ebbf-4bdf-9e08-b06686d588aa"
"28401226","91448148","1","1f8c892c-f96b-45a9-a5af-f1afd729b38d"
"28401229","91448148","1","94c37f3e-4b8e-4757-b370-5fcd7848d8d5"
"28401231","91448148","1","c8a5caa7-bc16-4e86-9585-153892da3a8f"
"28401237","91448148","1","688f9374-a02e-484c-9416-8c31ba56821a"
"28401276","140893238","1","42b07b0c-827e-40dd-a934-07f5adf35bfa"
"28401280","140893238","1","e3841606-de18-4a75-a71c-9f4216615b91"
"28401285","140893238","1","738c6284-6318-4f3a-840c-33adba24eb17"
"28401415","140690428","1","22f557e8-a72f-4fe5-abf5-b84c13bf29e8"
"28401427","89018905","1","e39a769b-8fb7-45b4-8a79-e6b73a7856c6"
"28401428","89018905","1","cb4afc91-dc69-4465-8579-6be456d69866"
"28401431","89018905","1","9b05964b-f1fa-4195-821d-fb2929e23d6f"
"28401432","89018905","1","aae3073e-d6ae-4dd1-9030-0935aab9d31c"
"28401456","140801898","1","2b3f2e24-7b26-4d2c-a347-7d41c2bb7f9f"
"28401457","140801898","1","0e2b98b2-b277-49f9-b30d-d247458d692e"
"28401459","140801898","1","ad8139ac-383c-4a1d-9072-906d6aa1563d"
"28401461","140801898","1","40ecc975-445c-44ee-8193-29c72dcdef0a"
"28401575","140659980","1","52cb7c67-d90c-4362-8235-792cb755e0b8"
"28401578","140659980","1","331a7439-436e-4341-a85c-a81800eeb5f4"
"28401579","140659980","1","29dd1c2b-8091-4a33-90c3-360586ce32b5"
"28401581","140659980","1","a93b2a57-09bf-48e6-bc1e-94e03cba31ec"
"28402164","229777486","1","85897686-67cc-433c-b917-c97398fda44e"
"28402279","79403459","1","21e45221-43b8-4d02-8e31-51c176c0b922"
"28402281","79403459","1","fa8c3016-7b46-45b8-81a9-dff502c37560"
"28402282","140048219","1","f0c0f956-726e-455a-97a4-bfa53cb6f78c"
"28402286","79403459","1","92e381de-4967-41d4-ade3-1be92f8ce3ef"
"28402288","79403459","1","09efe273-ac89-4a66-900e-e75174aec8e2"
"28402299","264180664","1","cda951a4-1e2e-4051-bd79-cf38ac79fe99"
"28402446","140044682","1","67034919-e57c-4f04-9159-2894ec2bd11b"
"28402487","140039144","1","a14074a9-b6f4-4d55-9389-7d217a2184ab"
"28402860","79283165","1","c439a0ae-cb89-4110-a9f1-51acfc10d0ea"
"28402918","79247714","1","ca24d6ba-c101-470d-a26e-ec721101c861"
"28402950","79225651","1","d675eb20-cb64-41b5-bc61-27bde61132a8"
"28402954","79225651","1","0a56a92f-b8b1-4d13-9064-17cb0186296c"
"28402955","79225651","1","f737bb43-fc0d-4a5d-9760-f6dab7e87042"
"28402959","79225651","1","a6b3f35b-20c3-4d5c-8d0a-cfbd9325e9de"
"28403077","139878414","1","b7504e78-a69a-4157-a49a-f64c7f32fa9f"
"28403085","88994025","1","a5e486b1-f445-479a-94c5-6ff121ec5eae"
"28403271","139845816","1","2a957687-0f70-46fa-9e90-940d7133e774"
"28403282","139845816","1","3caedf86-e91b-40c3-bc29-0c3eb181805e"
"28403285","139845816","1","9fbdb213-ecfa-4a21-92b7-dbde1575add5"
"28403332","139841210","1","75f9b077-1915-4b50-aa2c-451ea08dc987"
"28403334","139841210","1","33b5a352-5094-4186-9d7d-09d69dcc2fac"
"28403337","139841210","1","d041e0bd-a78f-41a4-a416-78901fdab4d9"
"28403548","139825840","1","2385a8a9-e6c6-4cb0-9a59-0b78dbe47a72"
"28403551","139825840","1","4b1a624b-1d39-4b37-8538-7e6c930021ed"
"28403552","139825840","1","f53ec161-e306-4848-9c72-b19306f3098d"
"28403554","139825840","1","84350058-809c-4f8a-b830-4bbd41e3be6a"
"28403592","79271943","1","fff5fc5f-7d47-41fa-8428-3ebab5f90fb6"
"28403885","139721086","1","a72dd558-3a2a-4457-aba0-66e50d9dec43"
"28403886","139721086","1","478700ac-b297-48a7-aa1b-a0a150f178b3"
"28403890","139721086","1","1dc4cd99-902c-4f41-aaa5-4b6ba2ee6fcd"
"28403895","139721086","1","c1bc8163-aac6-4104-a6bb-602b9ad1dbc6"
"28404102","139700621","1","e70986c5-5e46-430e-a566-d2ac8b323977"
"28404103","139700621","1","e1bf219c-b6a7-4609-b3e0-1cbb45662c86"
"28404107","70442570","1","4fdf40ef-756d-4e6d-9ea9-5291cf20fe5c"
"28404111","70442570","1","15f858e3-ba20-4c53-bd8a-cd4bcc6e10c7"
"28404113","70442570","1","69f3b83a-a0d8-4e6c-ae59-28eb597e82be"
"28404114","70442570","1","abcde47b-57bb-4f33-88e1-1275f1834437"
"28404154","139468902","1","8d62b888-274d-451b-a7cc-d3f5b6ffbaa9"
"28404211","70461802","1","4d50f422-14c2-4c56-9522-36a9c0a07dad"
"28404213","139699256","1","0833b8aa-f2c3-4f8b-b651-0bdfb9111516"
"28404217","139699256","1","89d88f48-cb23-46b3-9ff2-c7a06fbab542"
"28404366","139458862","1","98ef237b-57bd-44fe-84d5-774cbff5622c"
"28404426","63280198","1","227500d5-c8de-4688-a687-53b531dc99b0"
"28404430","63280198","1","4eb6fda6-7a2c-4569-9c9c-8affea363fca"
"28404432","63280198","1","0e0e8a30-e768-48b9-a424-cd86b9ed61e0"
"28404434","63280198","1","67778b8f-68b2-4107-aa81-d5212655a2c3"
"28404635","62762261","1","abd1d33f-f153-43b3-b4ae-f1465ae392aa"
"28404638","62762261","1","f8b5c352-246c-4c8c-9a0a-8427b2d6c27a"
"28404771","62481640","1","d7041a10-0a85-4d11-bd5b-d9b02ecdd41e"
"28404881","139266474","1","6f82d1ad-7092-48b8-8f71-90ee5ea58fdd"
"28404966","61709837","1","1ac75029-809e-474d-9b5e-2b3b55042ca4"
"28405024","139256217","1","84ba498f-0f2a-4de6-b6d9-8d8c5b3bed92"
"28405468","139226258","1","fad39db6-858e-463f-a3ad-802858d7248a"
"28405489","139207681","1","390e66fd-ba0f-4d6f-b604-73242532ab86"
"28405493","139207681","1","939b17d8-8614-42bd-b088-f207fc09e67a"
"28405494","139207681","1","1784c39c-6ca2-4961-8f08-266840b04638"
"28405497","139207681","1","7c61bd77-f815-40cc-bfb9-cd06b273ea12"
"28405798","198361391","1","0907ff06-da6e-4f7c-b093-76191b01306d"
"28405818","139149564","1","1eee35d3-46fc-427d-9fbc-bbec6c3a4ede"
"28405862","139148071","1","7450f706-a82a-46f7-ade7-55166b21e041"
"28405868","139148071","1","c52799c5-0b51-4ab1-b139-ffc88b441d7c"
"28405869","139148071","1","1d4f4e06-6f8d-4cfe-9ad0-910e264d2ecd"
"28405872","139148071","1","c1c509ab-3513-4038-bbd3-985a0083fcfe"
"28405935","139188326","1","1b32dc56-c0a1-45f9-891e-deddb12bf008"
"28405939","139188326","1","00dd0adf-3abb-49e7-83f2-4df21e4c7116"
"28405946","139188326","1","fad87675-badc-4168-ad9b-2155f71c9592"
"28406043","139128537","1","2f29b1b3-db7b-4908-9c31-7ab3debca58d"
"28406046","139128537","1","a7f08b76-e140-4997-815b-bdbb0148f53e"
"28406047","139128537","1","833cbced-8b75-474d-bdfc-10f4f7865cbe"
"28406054","139128537","1","f5fdd278-f5a4-4bcb-b5da-3ee8d7c40246"
"28406058","139128121","1","4086f412-a32f-4968-8247-9e316fe399ff"
"28406074","139128056","1","3f1c5273-d5e7-4e15-bc35-d55b99bc2e45"
"28406354","55660579","1","6834aeba-b634-4e2d-8708-2cd3a811bf26"
"28406369","55659311","1","d4d82806-089d-473f-861f-2d82e99418ca"
"28406380","55659311","1","7d251757-3608-41bb-bbae-ffc74bdd2fb6"
"28406486","139112178","1","3557567d-fb4d-487f-b41a-6964fa2ae685"
"28406529","139090254","1","b8b526d3-1228-4afd-8560-f3eccf7acfab"
"28406542","139067693","1","82f85a51-4d9c-4af8-b244-fd07f284d9b9"
"28406546","139067693","1","3fda3d84-fb80-47eb-b1ba-facc230104ed"
"28406555","188642246","1","698c657f-70d7-438a-b81f-3bb2c89796f9"
"28406784","55557848","1","fed5b706-63bc-4f09-9177-3d21e43c2059"
"28406840","55652785","1","58ebfb40-4594-480b-a749-fb433314f6c0"
"28406841","55652785","1","87679e54-5fa0-4a5b-9b2b-f48a6d5a3bf8"
"28406845","55652785","1","c08ca431-41ac-4a51-a8fc-c13fe33465c0"
"28406847","55652785","1","e737e41f-7977-46df-9eb8-3390d31dc8f7"
"28406900","129645790","1","df6505d0-6216-4166-82d5-ef3f817e6217"
"28406967","55524055","1","9933886a-ee1f-46aa-89dd-25878531f630"
"28406970","55524055","1","f8a55609-4c77-4b0a-85c3-370d76dc4397"
"28406973","55524055","1","9d936eb9-010c-443f-a9c2-dbae99462648"
"28406974","55524055","1","86cff746-1b7f-4300-9b1e-915f6993891c"
"28407054","126944775","1","580e78b3-d3e4-42da-910b-141033574e76"
"28407055","126944775","1","14fb2ee7-d4cf-4622-80a6-096ac88fd4fc"
"28407059","126944775","1","06e752b2-e6c2-4eb3-8b15-9eb3a06cc74e"
"28407088","126910093","1","71990807-db61-40c5-af69-aa4b86d9870a"
"28407157","126945917","1","deba6859-8992-413e-bf1b-21503c100336"
"28407159","126945917","1","86a100a2-c486-4b92-b791-3971cd1d142f"
"28407163","126945917","1","eba3be50-7979-4b1d-80e4-12792f1b8314"
"28407164","126945917","1","22f24e72-0b05-4cea-9dc5-155db08fa2df"
"28407298","126946792","1","f5536a5a-8fbf-4b15-8480-710ba5b198f7"
"28407419","126803030","1","8d3417fe-f7f4-4c92-b696-70d34425d8c1"
"28407465","55497281","1","df15a903-72c5-4836-9c6c-274bf69c805d"
"28407471","55497281","1","9a13469a-0ff7-482f-a817-4a67e12d3f4d"
"28407472","55497281","1","481e4d05-9597-4c43-b78e-cffed43efc72"
"28407570","55404385","1","094698e8-8f77-4e76-bbac-270ff4a694cf"
"28407572","126763885","1","8ed276e6-d972-4859-98ff-bfab1e33d7db"
"28407575","126763885","1","925b32c1-6608-436a-b7f4-c4e7b46ee6ad"
"28407576","230083841","1","a7367aae-332b-4e7e-9add-808104357844"
"28407577","55404385","1","8a663eea-8678-4f97-9a1f-bab13f314e3a"
"28407579","55404385","1","c12ec49a-0c32-44f2-b1b9-3cc38272f41f"
"28407580","55404385","1","283dcc8f-c7eb-4f00-869f-0fdb88a712f9"
"28407583","126763885","1","a7e787e3-24e8-45aa-8ab8-d4412e67c6b9"
"28408328","53992511","1","cb582a7e-928c-4168-82c3-26c9dbacccbf"
"28408388","54001270","1","408efd55-eba7-4e98-83e1-efbf000854ae"
"28408389","54001270","1","06000964-afd4-4586-bb43-7608ce681a54"
"28408390","54001270","1","100cbf61-8fae-411b-a93b-73a2255ed60c"
"28408394","54001270","1","f62727e4-7447-4e43-943d-ccc2712b4891"
"28408621","89036286","1","20bdbbbe-02f2-4f5a-8b62-61b4c6db1b9c"
"28408749","233731499","1","aeddbfaa-e206-4485-96cb-8d50d3c7c054"
"28408832","31653503","1","ade824bb-1c26-4e93-b3b2-13dc3c129cc2"
"28408833","31653503","1","e6f6adac-932e-4b85-8429-65fd238b25ff"
"28408834","31653503","1","529da2ba-ee5f-4e65-85ab-a7e064205ada"
"28408837","31653503","1","38fc5f82-8b0b-4033-9068-eb308c57ecad"
"28409101","30312711","1","22a739c9-e3c2-4820-855a-2ba3f94da872"
"28409168","30317282","1","b5d1ff65-90d7-4c28-b136-a68abb75432e"
"28409171","30317282","1","623bc656-cf33-457c-9fb3-f0fd4046b3d6"
"28409172","30313682","1","c1f58d68-4cf4-4086-961a-3b2194cece76"
"28409177","30313682","1","c203f2d2-8536-4e77-bde1-c75755943fd3"
"28409178","30313682","1","b435aa8c-fe3e-45ac-bcd0-e933586ed274"
"28409180","30313682","1","ec417eb4-b2b9-499d-8371-edf41ff62804"
"28409287","30531417","1","77fb2081-2cd2-4074-8ba8-7bbc111df58c"
"28409294","30531417","1","d262d5b9-1a19-4a49-a7ee-acc819c9c15a"
"28409644","53852633","1","7d2d43bc-670e-41e3-8874-432435b0cbd3"
"28409660","29986808","1","cce841df-9753-4983-88cd-a4294ae9e24e"
"28409661","29986808","1","0206207e-b87f-4a25-8859-86bda05d1d3d"
"28409818","53849347","1","06c98ea9-3373-4102-aa3a-97a18a48cabc"
"28409832","53842685","1","3a340ab3-3d5d-4bb2-89de-d921811400b8"
"28410140","29781099","1","cfbbbac4-22f0-47b1-ab03-15065b00a768"
"28410220","29778225","1","fc61a032-b005-4b9d-8781-1fea609e60ae"
"28410237","53751754","1","d02257f6-c7da-4fed-bf73-b83cdf23e94d"
"28410353","68898573","1","11ae737a-bd53-493f-b364-152d582d61b8"
"28410471","52368472","1","960e0e3b-2ca2-4f26-835b-f04366159bc2"
"28410479","52367945","1","50b2f26e-aa6a-4edc-a210-dc871484e9a3"
"28410651","53842250","1","400d2ffc-0d98-4e2c-8642-a19e38ee3133"
"28410661","229745895","1","77163283-ea77-4674-a396-e6931d9feffb"
"28410867","29478974","1","fc8c50ef-bb42-44ca-af04-c5892c359aa6"
"28410868","29478974","1","551761e5-8360-4b50-8310-8b090b985794"
"28410869","29478974","1","55fcfb24-7ac3-4879-b495-2d9f8d5b4431"
"28410878","29477348","1","9304d9ae-1255-4820-ae3b-63b37aab161f"
"28410916","29478974","1","c670e7bc-0d20-48e8-aa69-6e110db64e33"
"28411026","52382500","1","331748e1-3943-4887-9361-d5fbb4dbb4a2"
"28411045","29393000","1","5dfe161f-a217-4757-a3c8-e625161ba0da"
"28411049","29390897","1","5b75b59b-660c-4e5b-8810-3d76a0ec6db6"
"28411151","153721179","1","d96bcee0-46eb-4454-89d1-f3969fcb991b"
"28411172","52194976","1","ec630c7c-3938-4c21-82f7-d582e2e6a7d2"
"28411236","224604423","1","feb436ed-59ec-4000-99d1-494a0c0e3092"
"28411294","25375770","1","8b2b62b9-5b8d-4309-a75d-318b975d6f25"
"28411322","25372748","1","e12b416b-caf8-4cb8-ae99-5b8914d1e9be"
"28411367","29666611","1","3de783c7-af82-4e63-b792-f73ffc9bb8d3"
"28411408","29257288","1","08803380-6302-4d79-9aa7-dc98d7d1bcca"
"28411632","52079677","1","82fc6727-28e1-4ee1-9976-f2abe43cc579"
"28411634","52079677","1","bc4019b9-dc6d-4bea-a16e-05e284896e42"
"28411641","52079677","1","e3c67d4d-ba67-43ad-9a85-11127a0d126e"
"28411746","25226885","1","aefb1232-feb0-491a-b5aa-e4f72345018c"
"28411749","25226885","1","6ae1e985-635c-4d74-ae26-e32a9135504b"
"28411750","25226885","1","642576dc-eeb8-43ab-88d3-3ac806ee2638"
"28411756","25226885","1","54a758a3-425d-44e3-96c7-9ef7df363808"
"28411759","25202447","1","92c18e1a-70ae-46c5-874b-40b113819ba0"
"28411762","51991595","1","8e6a009d-42ab-4478-9852-ab269bd5ed33"
"28411764","51991595","1","ba5e5fa1-007c-42e8-b6ed-618374e08d76"
"28411767","51991595","1","63c6ae93-0abe-415c-a6df-430d16fc6e9e"
"28411927","51912829","1","f985e1c3-6e8e-4505-bf98-ff8e6da9026a"
"28411935","51912829","1","e5f0e69a-fd76-45e8-8786-812851ae7079"
"28412218","25358793","1","4b06daf7-ac2f-41d1-8df6-ee47fa4783d7"
"28412286","50472223","1","7ed15bba-99dc-4f8a-8f45-385f4fbabc53"
"28412380","50377999","1","b812b29d-4bf8-4b31-9f90-8808faa861ff"
"28412381","50377999","1","922a0d38-172d-4208-b19c-3838a6d63de3"
"28412452","25155310","1","454782cd-8c03-4ef4-bd6f-ec7cfb804eab"
"28412649","50380257","1","90b47a7c-102e-472b-89c2-a38df6ff3468"
"28412654","50380257","1","5af32450-f708-4136-9bca-277a15fcd77a"
"28412662","50380257","1","b0cc66e8-fa07-47d9-ae96-8df5fc963e3e"
"28412663","50380257","1","ccc7108d-ea0b-4ae5-aaaa-f4574481f4d9"
"28412712","50273697","1","ba9238e5-4d43-4858-b93e-28e50aefc48b"
"28412729","44627561","1","f60e1201-fdb2-48a9-aaa8-478236a7ff7d"
"28412808","44623916","1","efcea40d-1eee-43ce-9fad-c531f542d684"
"28412809","44623916","1","df7bc74f-805a-4e33-8c72-85620604b6d2"
"28412811","44623916","1","641a7688-c8b1-4824-811f-7f1ab8b52e13"
"28412818","44623916","1","f9c7621a-8487-44e8-84d4-5ba593036e0f"
"28412926","152927676","1","d71b02b5-02e2-4e32-b252-4f5880c6af19"
"28412936","152926069","1","95b4e628-acee-413c-8fc5-7c012579085e"
"28412941","152926069","1","3abfb0a2-a0a7-4793-9e2a-df0d14f653d2"
"28412944","152926069","1","9892adf4-65b9-4d84-9719-a647b2d1dfe5"
"28413166","152867947","1","3d9d0421-fa25-41c4-a8c9-69dc7495af94"
"28413350","41364284","1","59e8e76f-4a9f-42ba-b027-ee94fca2ec4f"
"28413362","41364284","1","449cb751-a711-47f4-a102-f3e57b9de6de"
"28413376","152807584","1","9a93083d-7923-4a7e-9a5f-7eacfa81ee57"
"28413458","41232835","1","9c824dca-8a20-46b0-8525-9697fe1accd0"
"28413530","41259805","1","abab7d8c-eb80-4c36-b6f3-4028858eeace"
"28413542","230113841","1","c2b1172a-8702-492c-ad74-3337c2282981"
"28413633","152223725","1","4ede0925-e730-4f52-8b01-79331a4adf5a"
"28413636","152223725","1","c831ff73-ee12-4daf-972d-2a73955a714b"
"28413642","152223725","1","6c4aaf9d-3bd6-4752-baad-d30a9a62c655"
"28413645","152223725","1","b98fa08b-fcf3-4030-9640-ee4725d9d589"
"28413690","150441810","1","9aca716b-cfb1-4d6f-ba8b-9590c2ab27bd"
"28413715","150440362","1","cee95cae-4252-4e3c-9c85-8903f4bdbc95"
"28413832","152184774","1","e3617533-b14b-412d-b2c1-ca22f1815708"
"28413881","198278730","1","0bf0dc0a-f55b-4943-b523-7e29e3b671c1"
"28413985","152825521","1","daf8eb00-80a9-4553-8fc6-99fa78f81dc7"
"28413991","152825521","1","da51afb1-8459-4146-8eb5-e022f187d112"
