TIC_ID,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff,B_Teff,logg,b_logg,B_logg,[Fe/H],b_[Fe/H],B_[Fe/H],Dist,b_Dist,B_Dist,A0,b_A0,B_A0,AG,b_AG,B_AG,E(BP-RP),b_E(BP-RP),B_E(BP-RP),Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist,Match_Score,Match_Mag,Match_PM,Match_Plx,Match_Mag_Band,Match_Mag_Diff,Match_PMRA_DiffPct,Match_PMDEC_DiffPct,Match_Plx_DiffPct
105706808,Gaia DR3 5441528748612147328,156.25704670052,-39.51723868599,0.005,0.003,71,1636148068921376768,5441528748612147328,1614369639,5.0196,3.2328,,,,,,,,,0.3511,,,,,,,,,,94,94,85,9,438.0299,1117500.0,18.069,169870.0,3,0,,,,,,,,,11,7,8.416805,14,0.2391,94.18,76,0,,1,77,358860.00347,1281.13,280.112,11.800055,0.004756,7,325862.0,373.557,872.324,11.555957,0.003055,7,447466.0,622.56,718.752,10.620996,0.00407,2.155,0.0,7.0,0.0,7.0,0.0,0.934961,-0.244098,1.179059,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.998702,,,,,,,,,,,,,,,,,,,,,,,156.25704670052,-39.51723868599,5.019614,3.232754,0.3511,0.070783,-1,F,-,-,T,1.110055000000001,,,
122574885,Gaia DR3 5062273275133359232,39.96170931271,-34.13056004321,0.001,0.001,158,1636148068921376768,5062273275133359232,1100465813,0.8121,1.2721,,,,,,,,,-0.4426,,,,,,,,,,267,0,264,3,3.4354,344.51,4.445,3.6825,3,0,,,,,,,,,31,16,3.694315,32,0.0986,8.137,0,0,,0,251,80.81081,0.796162,101.5,20.918694,0.011046,21,41.7282,6.53088,6.38938,21.287468,0.169951,21,55.8847,6.56196,8.51647,20.379663,0.127543,1.208,0.0,0.0,0.0,0.0,0.0,0.907804,0.368774,0.53903,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.002302,0.0,0.996355,,,,,,,,,,,,,,,,,,,,,,,39.96170931271,-34.13056004321,0.812102,1.272061,-0.4426,7.645162,-2,F,-,-,GAIA,10.239994,,,
137551461,Gaia DR3 2053099753112637056,292.34383574738,39.06932575978,0.001,0.001,144,1636148068921376768,2053099753112637056,149908379,0.8036,0.8246,,,,,,,,,-0.0823,,,,,,,,,,372,243,368,4,940.8646,5194900.0,10.78,135040.0,3,0,,,,,,,,,44,28,1.574468,46,0.2429,41.06,58,0,,0,236,125448.44688,496.494,252.669,12.941204,0.005105,45,95666.5,222.168,430.604,12.886642,0.003761,44,129426.0,234.873,551.047,11.96784,0.004262,1.794,0.0,0.0,0.0,0.0,0.0,0.918802,-0.054562,0.973364,17.69,1.77,1.0,7.0,2.0,5.0,15.006,0.77862,0.139923,857.943,10.73,5500.0,4.5,-0.25,222.0,,,,11.760859,0.038108,5.0,,NOT_AVAILABLE,0.0,0.0,0.999885,,,,,,,,,,,,,,,,,,,,,,,292.34383574738,39.06932575978,0.803589,0.824595,-0.0823,0.082157,-1,F,-,-,T,1.388204,,,
146559012,Gaia DR3 2959966532692311424,77.51794646866,-23.67801083674,0.001,0.0,172,1636148068921376768,2959966532692311424,52115481,0.4408,0.5519,18.8148,0.7763,24.2349,51.712,51.083,0.599,-8.042,0.682,-0.0682,0.097,0.0551,-0.0253,-0.0215,-0.0311,-0.0058,0.0635,0.0542,-0.1282,597,597,567,30,682.9438,4758700.0,7.943,84720.0,31,0,1.287,,,,,,,,68,29,0.964335,74,0.2136,41.03,85,0,55.672,0,518,192415.0279,485.062,396.681,12.476769,0.003884,65,65769.3,238.523,275.736,13.293485,0.004826,67,391228.0,565.912,691.323,10.766821,0.004093,2.375,0.0,65.0,0.0,67.0,0.0,2.526664,0.816715,1.709949,24.86,3.53,1.0,19.0,2.0,11.0,65.814,8.5435,0.0,939.054,49.18,3300.0,4.5,0.0,222.0,,,,10.222594,0.010904,18.0,,NOT_AVAILABLE,0.0,0.0,0.997667,,,,,,,,,,,,,,,,,,,,,,,77.51769856027,-23.67797509391,9.56318,10.930144,-0.1256,0.511573,-1,F,-,-,T,1.6567690000000006,,,
149346418,Gaia DR3 4757601523650165120,83.4063106733,-62.48976923943,0.0,0.0,50,1636148068921376768,4757601523650165120,844819357,0.1443,0.141,2.9308,0.1391,21.0676,12.964,-0.611,0.162,12.95,0.17,0.1278,0.0683,0.2238,0.2213,0.287,0.1864,-0.1568,-0.0267,-0.0728,0.1162,174,174,170,4,47.2977,40952.0,1.192,1727.2,95,0,,1.5775,0.0379,-0.206,-0.125,-0.16,-0.073,-0.06,20,15,0.248658,22,0.04698,102.9,0,0,4.535,0,171,687958301.95455,8531320.0,80.6392,3.593462,0.013743,21,331142000.0,12976900.0,25.5178,4.038506,0.04264,20,505342000.0,14735200.0,34.295,2.988932,0.031884,1.216,0.0,0.0,0.0,0.0,0.0,1.049574,0.445045,0.60453,7.06,7.03,1.0,5.0,0.0,5.0,883.81,,0.0,630.404,28.6,5500.0,1.5,0.0,222.0,,,,2.841941,0.057579,5.0,,NOT_AVAILABLE,0.0,0.0,0.999825,5838.2,5754.8,5883.2,1.5876,1.5472,1.6215,-0.3443,-0.348,-0.3389,328.943,318.1208,345.3694,0.4736,0.4136,0.5019,0.3925,0.3421,0.4172,0.2101,0.1829,0.2234,PHOENIX,83.40631655412,-62.48982679382,2.561825,2.745304,0.0948,0.15448,-2,F,F,T,GAIA,2.2326779999999995,176.32758148999932,36.923441293149395,5.81868779865483
155669153,Gaia DR3 204022942404153472,69.01419695993,41.86337327795,0.007,0.003,171,1636148068921376768,204022942404153472,220512689,3.574,6.4866,,,,,,,,,-0.2022,,,,,,,,,,88,0,80,8,97.174,18633.0,16.313,15109.0,3,0,,,,,,,,,10,6,2.949021,21,0.09447,171.3,93,41,,1,88,34295.94299,182.022,188.416,14.34926,0.006387,9,9674.87,67.5751,143.172,15.37443,0.00808,8,81469.2,391.692,207.993,12.470411,0.006445,2.658,0.0,9.0,0.0,8.0,0.0,2.904018,1.025169,1.878849,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.997667,,,,,,,,,,,,,,,,,,,,,,,69.01419695993,41.86337327795,3.573983,6.486573,-0.2022,2.217968,-2,F,-,-,T,2.035259999999999,,,
169019499,Gaia DR3 3075979131274650240,126.5473442521,-2.08345824415,0.001,0.001,113,1636148068921376768,3075979131274650240,400934217,1.0938,0.7093,,,,,,,,,-0.4593,,,,,,,,,,507,230,459,48,698.335,2020800.0,10.863,84844.0,3,0,,,,,,,,,58,18,2.166058,64,0.3528,82.71,78,0,,0,507,100817.50382,898.847,112.163,13.178527,0.010064,59,59724.4,92.6707,644.48,13.398163,0.003259,59,128350.0,159.428,805.067,11.976903,0.004013,1.865,0.0,4.0,0.0,1.0,0.0,1.42126,0.219636,1.201624,17.3,3.55,1.0,23.0,4.0,12.0,31.212,10.399,0.0,898.165,56.66,5500.0,4.5,0.0,333.0,11.2273,42.2544,12.0,11.680613,0.012237,18.0,,NOT_AVAILABLE,0.0,0.0,0.999696,,,,,,,,,,,,,,,,,,,,,,,126.5473442521,-2.08345824415,1.093828,0.709329,-0.4593,0.084352,-1,F,-,-,T,1.2275270000000003,,,
189622321,Gaia DR3 5661165748269222656,144.11428846984,-26.58483947617,0.001,0.0,163,1636148068921376768,5661165748269222656,1604176908,0.5553,0.9478,,,,,,,,,-0.3902,,,,,,,,,,359,0,349,10,131.6683,28235.0,5.364,963.49,3,0,,,,,,,,,43,12,1.551457,63,0.2609,101.7,94,26,,0,379,3682.35076,37.6191,97.8852,16.772055,0.011429,36,759.467,15.7754,48.1426,18.13727,0.022724,36,13772.2,30.3891,453.195,14.400389,0.004475,3.946,0.0,36.0,0.0,36.0,0.0,3.736881,1.365215,2.371666,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.998997,,,,,,,,,,,,,,,,,,,,,,,144.11428846984,-26.58483947617,0.555342,0.94778,-0.3902,1.373137,-2,F,-,-,T,2.393055000000002,,,
199574208,Gaia DR3 1431176875049213440,248.58403440838,57.16180468038,0.001,0.001,97,1636148068921376768,1431176875049213440,915008601,0.7187,0.5645,-0.3424,0.5283,-0.6481,1.57,-0.625,0.811,1.44,0.818,-0.0641,-0.4335,0.5732,-0.0109,-0.0278,-0.0863,0.7132,-0.01,-0.1491,-0.0958,227,0,224,3,0.4935,243.97,1.182,0.67122,31,1,1.522,,,,,,,,26,19,1.263182,30,0.01501,95.52,0,0,1.022,0,230,162.08932,2.7855,58.1904,20.162981,0.018861,25,102.587,10.1103,10.1468,20.310814,0.107039,26,101.978,9.07149,11.2416,19.726631,0.096656,1.262,0.0,0.0,0.0,0.0,0.0,0.584183,0.147833,0.43635,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.999998,0.0,2e-06,,,,,,,,,,,,,,,,,,,,,,,248.58403953038,57.1617982789,12.569896,12.683825,-0.0975,2.284932,-4,F,F,F,GAIA,8.665780999999999,99.94387622237588,99.8780911099635,100.5084645084645
233342788,Gaia DR3 2185716214217529344,301.2580289126,54.43510049547,0.0,0.0,116,1636148068921376768,2185716214217529344,1389697528,0.1757,0.1601,0.5132,0.1834,2.7977,3.778,-2.702,0.235,2.641,0.208,-0.1216,-0.4064,-0.1417,-0.1132,0.2325,-0.1122,-0.1111,0.005,0.0437,-0.0579,308,0,307,1,1.246,347.36,0.358,0.43829,31,0,1.401,,,,,,,,36,24,0.327445,38,0.02994,1.443,0,0,1.05,0,323,486.00945,1.11371,436.389,18.970755,0.003712,33,158.761,7.00518,22.6633,19.836685,0.047988,35,421.174,10.4683,40.2334,18.186741,0.027249,1.193,1.0,0.0,0.0,1.0,0.0,1.649944,0.865931,0.784014,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999997,4037.0,4011.0,4070.7,5.01,4.9206,5.0531,-1.4804,-1.5838,-1.2747,872.3653,781.5473,1097.8785,0.0228,0.0054,0.0609,0.0167,0.004,0.0448,0.009,0.0021,0.0241,MARCS,301.25804955723,54.43508875931,3.783433,3.351974,-0.0468,3.910146,-4,F,F,F,GAIA,7.794355000000001,99.76696249148318,100.29228375318456,99.15020872211727
234479593,Gaia DR3 3142052633276822144,114.10571718789,7.07727654944,0.005,0.004,97,1636148068921376768,3142052633276822144,120397433,4.5887,3.6667,,,,,,,,,-0.0533,,,,,,,,,,202,202,191,11,1418.2108,23277000.0,38.435,1297500.0,3,0,,,,,,,,,22,16,7.962203,29,0.3019,5.642,76,0,,1,155,294794.58017,2252.25,130.889,12.013568,0.008741,20,54464.7,164.779,330.532,13.498255,0.00431,20,682130.0,1099.89,620.18,10.163227,0.004165,2.499,0.0,20.0,0.0,20.0,0.0,3.335028,1.484687,1.850341,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999939,,,,,,,,,,,,,,,,,,,,,,,114.10571718789,7.07727654944,4.588697,3.666666,-0.0533,5.992117,-2,F,-,-,T,2.0745679999999993,,,
234934415,Gaia DR3 3130531228886361216,98.42637418853,4.26731838576,0.007,0.006,119,1636148068921376768,3130531228886361216,1304918679,6.9519,6.211,,,,,,,,,-0.186,,,,,,,,,,139,9,139,0,840.4925,5857200.0,47.247,302590.0,3,0,,,,,,,,,17,13,14.288126,19,0.4438,2.912,83,5,,0,118,14972.4812,84.0445,178.15,15.249132,0.006688,15,5316.91,38.7108,137.349,16.024393,0.008383,14,31352.7,41.8946,748.372,13.507207,0.004048,2.449,0.0,15.0,0.0,14.0,0.0,2.517186,0.775261,1.741925,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.810485,,,,,,,,,,,,,,,,,,,,,,,98.42637418853,4.26731838576,6.951912,6.211046,-0.186,1.39939,-1,F,-,-,T,1.6911319999999996,,,
257023157,Gaia DR3 1700166038233698048,225.24838453996,73.05335051926,0.002,0.002,138,1636148068921376768,1700166038233698048,1704017051,1.7612,1.802,,,,,,,,,-0.2078,,,,,,,,,,261,261,240,21,629.3823,1981400.0,18.752,115920.0,3,0,,,,,,,,,28,21,4.350846,41,0.2952,35.68,64,0,,0,292,4651215.79208,59750.0,77.8447,9.018451,0.014217,33,3992080.0,18404.4,216.909,8.835544,0.005731,32,4632920.0,20890.9,221.767,8.083258,0.006185,1.854,0.0,0.0,0.0,0.0,0.0,0.752286,-0.182907,0.935193,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999912,,,,,,,,,,,,,,,,,,,,,,,225.24838453996,73.05335051926,1.76118,1.802003,-0.2078,0.744007,-1,F,-,-,T,1.346451000000001,,,
261540707,Gaia DR3 6378245310390086272,348.13487698465,-76.49379280208,0.0,0.0,155,1636148068921376768,6378245310390086272,1801220696,0.0961,0.1114,18.5137,0.1171,158.0893,140.132,140.116,0.118,2.163,0.152,-0.1801,0.0362,-0.257,0.2256,-0.024,0.2152,-0.1144,-0.2005,-0.2058,-0.1835,369,369,345,24,113.2209,69214.0,1.262,2058.9,31,0,1.33,,,,,,,,42,24,0.21776,53,0.03464,153.0,93,0,7.684,1,394,303543.58386,337.391,899.679,11.981814,0.003008,28,155269.0,631.13,246.017,12.360831,0.005221,27,641126.0,1821.39,351.999,10.230536,0.004878,2.624,0.0,28.0,0.0,27.0,0.0,2.130295,0.379017,1.751278,-7.05,3.81,2.0,7.0,7.0,6.0,29.632,,,664.005,,4000.0,3.0,0.0,333.0,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999389,,,,,,,,,,,,,,,,,,,,,,,348.13221060288,-76.49380239921,1.913688,2.442743,-0.2011,1.990243,-1,F,-,-,T,1.7108139999999992,,,
269562415,Gaia DR3 5517171678276669696,119.56012476254,-49.24487132664,0.0,0.0,36,1636148068921376768,5517171678276669696,448974643,0.1569,0.1617,2.7207,0.1948,13.968,11.194,-5.276,0.258,9.873,0.253,0.0903,0.1509,-0.0587,0.0807,0.2435,-0.0279,-0.1818,-0.4118,-0.2157,0.262,212,212,208,4,24.0207,75911.0,1.547,3487.6,95,0,,1.7194,0.0439,-0.042,-0.199,-0.323,0.189,0.07,24,17,0.401777,24,0.1416,170.1,0,0,2.406,0,198,309642991.99716,2930050.0,105.678,4.460214,0.010637,23,250073000.0,6955100.0,35.9553,4.343376,0.030325,23,118470000.0,3766720.0,31.4519,4.563872,0.034727,1.19,0.0,0.0,0.0,0.0,0.0,-0.220496,-0.116838,-0.103658,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,5e-05,18917.3,18729.0,19047.4,3.6198,3.5931,3.6439,0.7605,0.652,0.7912,296.2881,286.1749,308.3023,0.0846,0.0773,0.0907,0.0856,0.0783,0.0918,0.0462,0.0422,0.0496,A,119.56016067831,-49.24491520556,4.135241,4.087388,0.2574,0.18108,-2,F,F,T,GAIA,3.7891660000000007,46.163265306122454,73.21052631578945,19.979411764705883
274945059,Gaia DR3 1222646935698492160,233.67254376294,26.71429517475,0.001,0.0,12,1636148068921376768,1222646935698492160,527875110,0.2579,0.5589,42.2408,0.977,43.2343,147.773,118.927,0.344,-87.711,0.639,0.3832,-0.177,-0.3729,-0.4766,-0.5358,-0.3227,-0.3683,-0.159,0.0249,0.6861,117,117,114,3,82.6162,51523.0,1.882,3047.7,95,0,,1.3565,0.096,-0.442,-0.137,0.151,0.325,0.189,16,10,0.99469,19,0.4366,115.1,0,0,10.338,0,128,2329156193.41985,10481200.0,222.222,2.26937,0.005609,18,908984000.0,34546200.0,26.3122,2.942152,0.041358,18,859272000.0,18261500.0,47.0537,2.412569,0.023382,0.759,0.0,18.0,0.0,18.0,0.0,0.529583,0.672781,-0.143198,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,233.67195203403,26.71468500002,5.605918,10.445685,0.6989,0.486365,-2,F,-,-,GAIA,8.258329999999999,,,
277025286,Gaia DR3 4657669931175414272,83.99532562374,-69.19661964204,0.0,0.0,48,1636148068921376768,4657669931175414272,133913937,0.0212,0.0208,-0.0386,0.0188,-2.0575,1.572,1.492,0.03,0.497,0.026,0.2085,-0.0131,-0.2027,-0.2602,-0.0301,-0.2632,-0.4798,0.0998,-0.0372,0.1228,296,44,294,2,7.1465,1046.7,0.173,17.467,31,0,1.739,,,,,,,,34,23,0.044083,40,0.09095,55.23,32,0,1.31,0,319,106058.59536,793.873,133.596,13.123502,0.008581,39,81770.1,1613.8,50.6693,13.057055,0.021609,38,54778.7,1094.84,50.0337,12.901365,0.022027,1.287,0.0,39.0,0.0,38.0,0.0,0.15569,-0.066446,0.222136,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999962,19602.7,18222.8,19879.0,4.1106,4.07,4.158,0.5948,0.366,0.7673,5944.3594,5194.8164,6365.1055,0.8884,0.8412,0.9021,0.8718,0.8233,0.886,0.4727,0.4458,0.4806,A,83.99530695854,-69.19662184944,0.490427,0.42054,0.1429,3.468439,-1,F,-,-,T,1.8055020000000006,,,
279323744,Gaia DR3 5480655350923606656,104.23223044917,-58.96015115819,0.0,0.0,87,1636148068921376768,5480655350923606656,796035506,0.0983,0.0869,3.7531,0.0926,40.5228,18.667,-10.157,0.115,15.661,0.109,0.0129,0.3279,0.0184,-0.0399,0.0896,-0.0313,-0.3669,0.0579,-0.0706,0.0313,308,308,297,11,123.1673,47674.0,1.026,1359.0,31,0,1.531,,,,,,,,35,25,0.160579,38,0.0536,93.08,76,0,9.22,0,296,221970.86083,215.989,1027.69,12.321627,0.002951,28,214781.0,2145.95,100.087,12.008554,0.011201,27,289541.0,2038.27,142.052,11.093621,0.008527,2.272,0.0,28.0,0.0,27.0,0.0,0.914933,-0.313072,1.228005,13.01,3.09,2.0,8.0,8.0,7.0,15.41,,,847.428,,6250.0,3.5,-2.0,110.0,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999964,,,,,,,,,,,,,,,,,,,,,,,104.23231799737,-58.96022076398,1.845199,1.776197,0.0343,0.299813,-1,F,-,-,T,1.2146270000000001,,,
301547937,Gaia DR3 5805136969048123264,257.03608189057,-69.6055852817,0.001,0.0,13,1636148068921376768,5805136969048123264,210120915,0.4091,0.5497,23.4488,0.7789,30.105,102.087,-50.106,0.52,-88.944,0.762,0.1516,-0.0103,-0.2416,-0.1041,-0.0363,-0.1087,-0.0078,-0.1136,0.1386,0.0604,603,603,592,11,746.7479,4318200.0,7.667,117430.0,95,0,,1.4378,0.1302,0.02,-0.018,-0.056,0.011,-0.093,70,29,1.060036,77,0.1433,102.7,61,0,61.268,0,639,255580.70084,1448.79,176.409,12.168547,0.006743,69,62186.4,175.613,354.112,13.354303,0.004146,72,407887.0,709.001,575.298,10.721546,0.004224,1.839,0.0,1.0,0.0,1.0,0.0,2.632757,1.185757,1.447001,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.992964,,,,,,,,,,,,,,,,,,,,,,,257.03672092376,-69.60518997305,8.425896,12.216103,0.0698,1.639123,-1,F,-,-,T,1.4455469999999995,,,
302038263,Gaia DR3 5223284486589948032,131.95148510387,-69.39848692616,0.0,0.0,52,1636148068921376768,5223284486589948032,787492487,0.1541,0.1452,2.5516,0.1724,14.8023,8.273,-7.794,0.218,2.775,0.198,0.2494,0.2228,0.064,0.1411,0.3259,0.0899,0.2307,-0.3218,-0.29,0.2559,143,143,135,8,55.6598,16845.0,1.085,852.38,31,0,1.6,,,,,,,,19,16,0.330001,35,0.04209,73.95,82,0,5.993,0,145,450704.71703,1009.49,446.468,11.552636,0.003675,9,545807.0,1589.44,343.396,10.995944,0.004217,13,580368.0,3444.82,168.476,10.338637,0.007471,2.499,0.0,9.0,0.0,13.0,0.0,0.657307,-0.556692,1.213999,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1e-06,0.0,0.999964,,,,,,,,,,,,,,,,,,,,,,,131.95158354825,-69.39849925944,3.485192,3.133092,0.2489,0.316534,-2,F,F,-,T,1.1896360000000001,11.342857142857138,52.1551724137931,
303255899,Gaia DR3 575969755937477376,37.13455587069,87.55527333209,0.001,0.001,53,1636148068921376768,575969755937477376,467299575,0.8509,0.8326,,,,,,,,,0.0794,,,,,,,,,,347,347,332,15,832.8394,3830200.0,10.298,132380.0,3,0,,,,,,,,,39,26,1.671578,49,0.2509,26.42,78,0,,0,301,245783.68009,528.247,465.281,12.210984,0.003611,40,211460.0,189.074,1118.4,12.02547,0.002954,40,285966.0,235.719,1213.16,11.107111,0.003884,2.024,0.0,40.0,0.0,40.0,0.0,0.918359,-0.185514,1.103873,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.99995,,,,,,,,,,,,,,,,,,,,,,,37.13455587069,87.55527333209,0.850942,0.832599,0.0794,0.0581,-1,F,-,-,T,1.0829839999999997,,,
