MAIN_ID,TIC_ID,OTYPES,V__vartyp,V__LoVmax,V__Vmax,V__R_Vmax,V__magtyp,V__UpVmin,V__Vmin,V__R_Vmin,V__UpPeriod,V__period,V__R_period,V__epoch,V__R_epoch,V__D_rt,V__R_D_rt,V__bibcode,RA,DEC,PLX_VALUE,PMRA,PMDEC,FLUX_B,FLUX_V,FLUX_R,FLUX_G,FLUX_J,IDS,angDist,Match_Method,Match_Score,Match_Mag,Match_PM,Match_Plx,Match_Aliases,Match_Mag_Band,Match_Mag_Diff,Match_PMRA_DiffPct,Match_PMDEC_DiffPct,Match_Plx_DiffPct,Match_Aliases_NumMatch
TYC 8598-1167-1,132298139,*|IR,,,,,,,,,,,,,,,,,148.40319151419,-52.76570826032,1.6281,-13.207,6.621,11.77,11.18,,11.180482,10.382,2MASS J09533677-5245564|TIC 132199267|TYC 8598-1167-1|Gaia DR2 5404684182706377344|Gaia EDR3 5404684182706377344|Gaia DR1 5404684178390997760,105.634119,co,-5,F,F,F,F,Vmag,5.460000000000001,90.72971796779584,96.65286561414683,84.80527116445325,0
,132778035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
TYC 8598-1559-1,132911092,*|IR,,,,,,,,,,,,,,,,,149.23178917631,-53.49477839016,2.5385,-1.211,-13.898,11.15,10.65,,10.712487,10.051,GSC 08598-01559|2MASS J09565562-5329412|TIC 132911253|TYC 8598-1559-1|Gaia DR2 5404417138813469312|Gaia EDR3 5404417138831680768|Gaia DR1 5404417134503550592,106.743385,co,-5,F,F,F,F,Vmag,5.029999999999999,99.20832597880587,115.9569032723248,84.80677036886301,0
V* V625 Pup,133105082,EB*|EB*|V*|*|IR,EW,,9.41,,V,,10.05,,,0.446391,,,,,,2012A&A...548A..79A,120.46038428405,-40.48896980461,5.1986,9.461,-8.625,10.067,9.554,,9.566865,8.509,CD-40  3763|CF  3694|CPD-40  2030|GSC 07663-00815|HD  66436|2MASS J08015049-4029202|NSV  3870|PPM 755457|SV* BV  1575|TIC 133105035|TYC 7663-815-1|UCAC3 100-49499|V* V625 Pup|Gaia DR2 5534658925380722304|Gaia EDR3 5534658925380722304|Gaia DR1 5534658925380722304,63.437795,co,-3,F,F,T,F,Vmag,7.586,117.9905569067119,107.40864814719372,22.809504235706555,0
Gaia EDR3 5404535920442854400,133503007,*|RR?,RRc,,20.173056,,G,,20.43041,,,0.27426,,2456880.8129,,,,2018yCat.1345....0G,149.86242204968,-52.99972707629,0.6543,-3.941,4.077,,,,20.272135,,Gaia DR2 5404535920442854400|Gaia EDR3 5404535920442854400,145.433336,co,-5,F,F,F,F,GAIAmag,4.346534999999999,97.08934334817836,94.48203989930434,95.39983407624057,0
TYC 7133-2026-1,134536188,*|IR,,,,,,,,,,,,,,,,,122.611196105,-36.32888018806,1.3133,0.105,2.884,11.3,10.94,,11.077188,10.729,GSC 07133-02026|2MASS J08102668-3619438|TIC 134536344|TYC 7133-2026-1|Gaia DR2 5544557111315674112|Gaia EDR3 5544557111315674112|Gaia DR1 5544557107007415296,146.732799,co,-4,F,F,-,F,Vmag,1.5340000000000007,101.94653516740202,173.17623954307984,,0
,134549022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
,134902595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
,135047866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
TYC 5613-569-1,135720696,*|IR,,,,,,,,,,,,,,,,,244.11866136596,-8.31955445811,3.7783,-12.834,-12.312,12.54,11.796,,11.626896,10.374,2MASS J16162847-0819103|RAVE J161628.5-081910|TIC 135720701|TYC 5613-569-1|Gaia DR2 4345752745952906624|Gaia EDR3 4345752741655599488|Gaia DR1 4345752741655599488,31.07838,co,-4,F,F,-,F,Vmag,3.4930000000000003,85.1948051948052,88.29880250902869,,0
ATO J305.8544+32.7813,136732283,*|EB?|IR,EA:,,16.325901,,o,,16.525917,,,,,,,,,2018AJ....156..241H,305.8544538388217,32.7813519309017,0.2253,-6.008,-7.156,,,,16.603127,14.046,ATO J305.8544+32.7813|2MASS J20232507+3246529|WISE J202325.06+324652.8|Gaia EDR3 2054380271846876288,26.768379,co,-1,T,F,F,F,GAIAmag,0.6412270000000007,104.0582255395319,118.5893789079649,97.99824079750512,0
,136908542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
BD+35  3613A,137310514,**|PM*|*|IR,,,,,,,,,,,,,,,,,291.49216060003,35.91543269495,25.053,-90.639,-161.185,,,8.7,9.09234,7.652,** BU 1286A|ADS 12443 A|AG+35 1778|ASCC  513644|BD+35  3613A|CCDM J19260+3555A|CSI+35  3613  2|GSC 02666-00087|IDS 19224+3543 A|LSPM J1925+3554|2MASS J19255813+3554558|PPM  82889|TIC 137310513|TYC 2666-87-1|UCAC2  44344680|USNO-B1.0 1259-00324445|WDS J19260+3555A|Gaia DR2 2049942466808818304|Gaia EDR3 2049942466808818304|Gaia DR1 2049942466808818304,6.195328,co,-1,F,T,T,F,Tmag,1.852500000000001,9.343503296136156,2.751340290305926,0.0687016192811995,0
TYC 3815-1543-1,137905775,*|IR,,,,,,,,,,,,,,,,,151.70103662275,54.40498746838,2.2783,44.327,-18.533,12.46,11.85,,11.730954,10.866,2MASS J10064822+5424181|TIC 137905768|TYC 3815-1543-1|Gaia DR2 852638526805588224|Gaia EDR3 852638526805588224|Gaia DR1 852638522509867776,164.990824,co,-3,F,F,T,F,Vmag,2.91,10.310444390937768,38.63509186690639,16.545787545787537,0
TYC 3593-3663-1,138136997,*|IR,,,,,,,,,,,,,,,,,319.20972940369,47.65083195894,1.1818,-5.29,-6.508,13.34,12.52,,12.305462,10.585,2MASS J21165033+4739031|TIC 138136923|TYC 3593-3663-1|Gaia DR2 2164833700971670656|Gaia EDR3 2164833700971670656|Gaia DR1 2164833700971670656,85.893156,co,-1,T,F,F,F,Vmag,0.6110000000000007,116.24932422470144,105.0798904092481,90.6234627651978,0
,139378835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
BD-19  1896,139570309,*|*|IR,,,,,,,,,,,,,,,,,111.90865003944,-19.45991749898,0.3815,-2.625,3.314,10.37,10.15,10.18,10.041847,9.603,ALS   422|BD-19  1896|GEN# -0.01901896|LS  422|2MASS J07273807-1927356|TIC 139570321|TYC 5974-2883-1|UCAC4 353-030339|Gaia DR2 2930353351670494080|Gaia EDR3 2930353351670494080|Gaia DR1 2930353347363905792,100.279651,co,-3,F,T,F,F,Vmag,3.3550000000000004,4.957420924574207,1.9471508753450613,48.99317326168122,0
TYC 5984-431-1,140014999,*|IR,,,,,,,,,,,,,,,,,115.45105069888,-18.30347148006,2.2655,-2.123,-1.752,11.1,10.27,,10.109219,8.493,GSC 05984-00431|2MASS J07414825-1818124|TIC 140015057|TYC 5984-431-1|Gaia DR2 5716986613589625728|Gaia EDR3 5716986613591918976,60.845646,co,-4,F,F,-,F,Vmag,4.664,154.62315682223417,397.4805839584614,,0
TYC 8150-4214-1,140055734,*|IR,,,,,,,,,,,,,,,,,127.30342096653,-46.48635941941,1.0579,-6.414,10.17,12.29,11.02,,10.759194,8.953,2MASS J08291283-4629109|TIC 140055685|TYC 8150-4214-1|Gaia DR2 5522539700205640960|Gaia EDR3 5522539700205640960|Gaia DR1 5522539695898156160,59.442144,co,-5,F,F,F,F,Vmag,4.914,138.7546343860276,126.66185260962008,403.9850981625196,0
ATO J084.7447-30.7230,140212114,V*|*,SIN,,12.966918,,o,,13.002235,,,,,,,,,2018AJ....156..241H,84.7447059844575,-30.7230426263756,1.0968,1.692,0.785,,,,13.218807,,ATO J084.7447-30.7230|Gaia EDR3 2902472897876920704,37.077629,co,-1,T,F,F,F,GAIAmag,0.1774930000000001,97.91466390593804,113.75884685088916,91.10765189473172,0
2MASX J05400243-3345508,140214098,*|G,,,,,,,,,,,,,,,,,85.01024117039,-33.76413531414,0.4714,0.066,-0.529,17.29,,16.04,18.566011,13.985,6dFGS gJ054002.5-334551|LEDA  671842|2MASX J05400243-3345508|Gaia DR2 2900592320676277760|Gaia EDR3 2900592320676277760,111.629538,co,-4,F,F,-,F,Tmag,1.4274999999999984,99.56840742339232,103.20204349694626,,0
HD  31547,140659978,*|IR,,,,,,,,,,,,,,,,,72.47336583179,-72.4626242319,6.8561,7.909,-17.538,9.86,9.5,,9.337278,8.462,CD-72   226|CPC 21.2   659|CPD-72   326|GSC 09169-00627|HD  31547|2MASS J04495359-7227454|PPM 784078|RAVE J044953.6-722746|TIC 140659980|TYC 9169-627-1|Gaia DR2 4652999862916215296|Gaia EDR3 4652999862916215296|Gaia DR1 4652999858605992704,21.847779,co,-5,F,F,F,F,Vmag,2.0649999999999995,82.48989333203448,178.5615416661067,31.563444471096187,0
KMHK  151,140661916,Cl*,,,,,,,,,,,,,,,,,72.587,-72.827,,,,,,,,,KMHK  151,27.356506,co,-1,-,-,-,F,,,,,,0
,140839172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
2MASS J05085360-7526427,140900726,PM*|*|IR,,,,,,,,,,,,,,,,,77.22329773546,-75.44527499853,11.9541,32.941,-128.537,,,,15.936905,12.964,2MASS J05085360-7526427|TIC 140945708|WISEA J050853.67-752644.3|Gaia DR2 4649070655024234624|Gaia EDR3 4649070655024234624,166.823465,co,-5,F,F,F,F,GAIAmag,2.228204999999999,6853.494901136294,552.9044488136261,655.9857328965509,0
Gaia EDR3 5712763801739424896,141652585,*,,,,,,,,,,,,,,,,,117.60215900047,-20.20256044078,2.16,-3.575,4.191,,,,20.493097,,Gaia DR2 5712763801739424896|Gaia EDR3 5712763801739424896,152.152648,co,-4,F,F,-,F,GAIAmag,5.698296999999998,61.45822664718915,3.344709224335189,,0
HD 272048,141809359,*|IR,,,,,,,,,,,,,,,,,92.64064842383,-73.78818893378,2.0867,-2.023,-1.897,,,11.4,11.848217,10.679,DENIS J061033.7-734717|HD 272048|2MASS J06103375-7347174|TIC 141809360|UCAC2    933855|Gaia DR2 5265050015595013504|Gaia EDR3 5265050015595013504,6.045833,co,-1,T,F,F,F,Tmag,0.0274999999999998,25.488493269648284,60.66241425360196,111.18521592162656,0
HD  44347,141811446,*|IR,,,,,,,,,,,,,,,,,92.81252813588,-77.50569698546,2.3616,8.688,7.515,10.41,9.19,,8.859312,7.198,CD-77   235|CPC 21.3   714|CPD-77   246|GSC 09383-00060|HD  44347|2MASS J06111501-7730205|PPM 369070|SAO 256279|TIC 141811460|TYC 9383-60-1|Gaia DR2 5260310128340667776|Gaia EDR3 5260310128340667776|Gaia DR1 5260310124044362752,169.266802,co,-3,F,F,T,F,Vmag,4.444000000000001,5846.525825633157,70.93855137476314,22.51822261419937,0
UCAC4 087-011621,142082942,*|IR,,,,,,,,,,,,,,,,,98.32817965654,-72.73807221829,0.6756,-2.94,11.246,13.093,12.088,11.954,11.797218,10.186,2MASS J06331875-7244170|TIC 142082927|UCAC4 087-011621|WISEA J063318.75-724416.9|WISE J063318.75-724417.0|Gaia DR2 5265573731021865088|Gaia EDR3 5265573731021865088,112.972956,co,-5,F,F,F,F,Vmag,3.798,79.8718370029576,117.21646264918589,96.86585235733736,0
,142084274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
,142409400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
TYC 1526-32-1,142635930,*|IR,,,,,,,,,,,,,,,,,255.7018743046426,17.5778971288591,1.1365,-5.376,-5.977,12.38,12.07,,11.788692,10.429,2MASS J17024845+1734403|TIC 142635945|TYC 1526-32-1|Gaia DR2 4559979048893386112|Gaia EDR3 4559979048893386112,114.261721,co,-5,F,F,F,F,Vmag,5.93,90.57599332466197,115.53767046724796,94.19210760315204,0
UCAC4 297-008679,143168740,**|*|IR,,,,,,,,,,,,,,,,,89.9459524,-30.6511142,,12.8,-7.1,13.67,13.112,13.129,,12.019,GALAH 170205003401191|2MASS J05594701-3039041|UCAC4 297-008679|WISEA J055947.00-303904.0|WISE J055947.01-303904.0,149.470492,co,-4,F,F,-,F,Vmag,4.848000000000001,61.97018224601727,79.39125841039841,,0
TYC 6556-1136-1,143318403,*|IR,,,,,,,,,,,,,,,,,124.98785348881,-23.19942354828,1.5304,-0.777,2.199,11.69,11.47,,11.421793,10.905,GSC 06556-01136|2MASS J08195708-2311579|TIC 143318445|TYC 6556-1136-1|Gaia DR2 5699498503190413952|Gaia EDR3 5699498503190413952|Gaia DR1 5699498498890668928,79.383608,co,-5,F,F,F,F,Vmag,3.607999999999999,86.16396326772642,20.518905409923203,158.93252932955696,0
,143335771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
,143405400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
TYC 7658-3825-1,143601280,*|IR,,,,,,,,,,,,,,,,,118.54333021098,-44.36087612399,0.5743,-4.727,9.379,13.2,12.58,,11.573098,9.957,2MASS J07541040-4421391|TIC 143732822|TYC 7658-3825-1|Gaia DR2 5531484875828461312|Gaia EDR3 5531484875828461312|Gaia DR1 5531484875828461312,102.880984,co,-1,T,F,F,F,Vmag,0.7370000000000001,22.069100818876183,25.846569840529405,80.18575637761262,0
,143848987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
UCAC4 640-025761,144012876,*|IR,,,,,,,,,,,,,,,,,81.4376497646,37.83449731464,0.587,0.449,-4.237,14.562,14.054,14.015,13.920443,12.925,2MASS J05254503+3750042|UCAC4 640-025761|WISE J052545.03+375004.2|Gaia DR2 184586772284302592|Gaia EDR3 184586772284302592,76.394224,co,-1,T,F,F,F,Vmag,0.032,101.6061987107483,94.0174041718616,94.74673348845536,0
,144121387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
2MASX J03590395-4701424,144122210,*|G,,,,,,,,,,,,,,,,,59.7665489381,-47.0283556407,,,,,,,20.562939,13.5,APMBGC 249-123+113|LEDA  142204|2MASX J03590395-4701424|Gaia EDR3 4832100991279846272,105.542179,co,-3,F,-,-,F,GAIAmag,7.860239,,,,0
TYC 7847-467-1,145211449,*|IR,,,,,,,,,,,,,,,,,230.0165659041,-44.6856544108,1.8753,4.647,-1.676,12.09,11.42,,11.854136,10.873,2MASS J15200397-4441082|TIC 145211433|TYC 7847-467-1|Gaia DR2 6000185826384988544|Gaia EDR3 6000185826384988544|Gaia DR1 6000185826384988544,177.691708,co,-3,F,F,T,F,Vmag,3.3390000000000004,111.01140475383691,98.2535499514933,0.2432179607109477,0
TYC 8160-217-1,145372195,*|IR,,,,,,,,,,,,,,,,,132.3564617593,-50.00500810968,0.6323,-1.286,-0.349,12.65,11.62,,11.202005,9.402,2MASS J08492555-5000179|TIC 145497584|TYC 8160-217-1|Gaia DR2 5327923977419407104|Gaia EDR3 5327923977419407104,159.903232,co,-3,F,F,T,F,Vmag,1.1980000000000004,85.84356812535158,109.59268207542762,13.558457750551293,0
,145755099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
Gaia EDR3 5547476555205706112,145762697,Y*O|*,,,,,,,,,,,,,,,,,123.10233041528,-33.08022648585,2.3392,-7.234,7.039,,,,16.228022,,Gaia DR2 5547476555205706112|Gaia EDR3 5547476555205706112,57.781963,co,-5,F,F,F,F,GAIAmag,3.1861219999999992,112.16456637037186,116.982356588474,75.13219525989365,0
Gaia EDR3 5548269474892514816,145911387,Y*O|*,,,,,,,,,,,,,,,,,123.23656878974,-31.08057684217,2.0793,-7.247,6.444,,,,15.782668,,Gaia DR2 5548269474892514816|Gaia EDR3 5548269474892514816,164.538321,co,-1,T,F,F,F,GAIAmag,0.9013320000000018,90.7309941894448,95.65730151563145,92.0486875917768,0
TYC 8160-836-1,145986231,*|IR,,,,,,,,,,,,,,,,,133.10692336216,-49.30096911745,1.5299,-6.276,4.821,12.29,12.38,,12.183548,11.369,2MASS J08522566-4918035|TIC 145986178|TYC 8160-836-1|Gaia DR2 5328344089641521792|Gaia EDR3 5328344089641521792|Gaia DR1 5328344089641521792,117.124497,co,-1,T,F,F,F,Vmag,0.1829999999999998,79.95931831027292,86.68824086525053,86.24005036650627,0
,146165619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
6dFGS gJ045725.6-205752,146344020,*|G,,,,,,,,,,,,,,,,,74.35654867182,-20.9643931593,,,,17.06,,15.87,21.083729,13.715,6dFGS gJ045725.6-205752|2MASX J04572557-2057521|Gaia EDR3 2973492312417596160,37.481344,co,-3,F,-,-,F,Tmag,4.060599999999999,,,,0
,146581063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
CD-44   912,146712645,PM*|*|IR,,,,,,,,,,,,,,,,,44.56860814486,-43.52105103606,12.7932,19.109,-118.608,11.89,11.1,,10.557845,9.173,CD-44   912|CF   797|GSC 07566-00834|2MASS J02581646-4331156|TIC 146713291|TYC 7566-834-1|Gaia DR2 4755562891654557312|Gaia EDR3 4755562891654946944|Gaia DR1 4755562887357929344,171.199891,co,-3,F,F,T,F,Vmag,5.917,27.900088667534465,717.65992459433,15.168974271259074,0
Gaia EDR3 5366952276518378368,146718056,*,,,,,,,,,,,,,,,,,160.0446549195783,-44.6906899932894,1.7768,-12.292,4.163,,,,16.598505,,Gaia DR2 5366952276518378368|Gaia EDR3 5366952276518378368,115.290917,co,-5,F,F,F,F,GAIAmag,3.507505,613.1716277710516,330.8738780512039,215.4191090581807,0
HD  19263,146760769,*|IR,,,,,,,,,,,,,,,,,46.03435175098,-47.85674971917,4.7994,-11.788,15.565,8.26,7.31,,7.058627,5.683,CD-48   839|CPC  0  1453|CPD-48   327|GC  3696|GSC 08061-00734|HD  19263|HIC  14284|HIP  14284|IRAS 03024-4803|2MASS J03040824-4751244|PPM 307289|SAO 216158|SKY#  4588|SRS    361|TIC 146760791|TYC 8061-734-1|Gaia DR2 4750568394444958336|Gaia EDR3 4750568394444958336|Gaia DR1 4750568390148492672,170.850572,co,-5,F,F,F,F,Vmag,4.626,62.5677653000291,2.992165581493829,42.87755648834509,0
TYC 8202-1333-1,147001226,*|IR,,,,,,,,,,,,,,,,,161.64562958538,-47.47621686947,1.1241,-19.573,6.327,11.58,10.44,,10.207421,8.631,GSC 08202-01333|2MASS J10463495-4728344|TIC 147090225|TYC 8202-1333-1|Gaia DR2 5363163801824809344|Gaia EDR3 5363163806128955392|Gaia DR1 5363163801824809344,81.491336,co,-5,F,F,F,F,Vmag,2.501000000000001,96.0829493087558,73.52311996050683,71.6970443163707,0
TYC 7735-1020-1,147020894,*|IR,,,,,,,,,,,,,,,,,161.58422333361,-44.94779981056,1.8634,-16.603,4.425,11.58,11.19,,11.029091,10.402,2MASS J10462021-4456520|TIC 147020942|TYC 7735-1020-1|Gaia DR2 5366804529642830848|Gaia EDR3 5366804529642830848|Gaia DR1 5366804525342549120,129.652715,co,-2,F,T,-,F,Vmag,1.5920000000000003,10.15498527109154,9.602742356579904,,0
SDSS J065811.89-165046.2,147180353,blu|WD*|*|*,,,,,,,,,,,,,,,,,104.54963395716,-16.8462187296,12.1667,-35.693,28.854,,,,18.090551,,SDSS J065811.89-165046.2|SDSS J065811.89-165046.1|Gaia EDR3 2935589908933376896|Gaia DR2 2935589908933376896,81.567676,co,-5,F,F,F,F,GAIAmag,1.0798510000000014,162.09940637330973,158.77871303667607,84.35706785180159,0
TYC 5392-2178-1,147185619,*|IR,,,,,,,,,,,,,,,,,104.47278830177,-14.70224715544,1.5816,-1.04,5.37,11.47,11.31,,11.317631,10.497,2MASS J06575346-1442080|TIC 147185648|TYC 5392-2178-1|Gaia DR2 2948521544363972352|Gaia EDR3 2948521544363972352|Gaia DR1 2948521540063494528,62.261063,co,-4,F,F,-,F,Vmag,8.06,97.92,79.34615384615384,,0
ESO 288-11,147425389,*|G|G|G,,,,,,,,,,,,,,,,,327.6223596950799,-46.31817427452,,,,15.61,,14.4,19.853098,12.704,APMBGC 288+080+078|6dFGS gJ215029.4-461906|ESO 288-11|ESO-LV 288-0110|LEDA   67450|2MASX J21502936-4619054|EQ 2147-465|Gaia EDR3 6564240312253921024|Gaia DR2 6564240312253404928,83.38857,co,-3,F,-,-,F,Tmag,1.8740000000000008,,,,0
Gaia EDR3 1101840496483443072,147512952,*|WD?,,,,,,,,,,,,,,,,,111.61048823618,65.91875795781,4.8471,-10.626,-38.436,,,,19.81855,,Gaia DR2 1101840496483443072|Gaia EDR3 1101840496483443072,43.703314,co,-1,F,T,T,F,GAIAmag,7.011149999999999,2.345292559595465,0.1748812189038609,6.894505025902655,0
HD 139230,147783110,**|*|IR,,,,,,,,,,,,,,,,,234.4623271,-26.3708158,,-10.8,-7.4,10.48,9.88,,,8.217,** RST 2972|** RST 2972AB|CCDM J15378-2622AB|CD-25 11007|CPD-25  5627|GSC 06785-00025|HD 139230|IDS 15318-2602 AB|2MASS J15375095-2622150|PPM 264470|SAO 183636|TIC 147783126|TYC 6785-25-1|WDS J15378-2622AB|YZ 116 11058,59.292235,co,-4,F,F,-,F,Vmag,5.129,88.9204973875969,90.30437704967434,,0
CRTS J153803.9-274607,147809487,EB*|*|IR,EA,,13.732,,V,,14.148,,,0.751652,,,,,,2017MNRAS.469.3688D,234.5169383200455,-27.76888994918,0.7305,-5.535,2.33,14.791,14.259,14.324,14.1153,13.054,CRTS J153803.9-274607|2MASS J15380405-2746078|UCAC4 312-080273|WISEA J153804.05-274607.9|WISE J153804.06-274607.8|Gaia DR2 6234208222003484288,176.965728,co,-5,F,F,F,F,Vmag,4.021000000000001,106.65204458732688,101.23193080038492,95.30131408833915,0
ATO J105.4624-14.7041,147835092,V*|*|IR,SIN,,14.360092,,o,,14.479108,,,,,,,,,2018AJ....156..241H,105.4624558641383,-14.7041567424325,0.3142,-0.233,1.48,14.808,14.094,14.539,14.471429,13.238,ATO J105.4624-14.7041|2MASS J07015099-1442149|UCAC4 377-021615|WISE J070150.97-144215.0|Gaia EDR3 2948302123076943744,36.440483,co,-5,F,F,F,F,Vmag,2.5860000000000003,101.12137838097988,96.2164690964775,94.85961278585428,0
TYC 5964-1032-1,148450970,*|IR,,,,,,,,,,,,,,,,,106.50064215413,-16.05735780808,0.8323,-3.044,1.917,10.25,10.2,,10.236931,10.181,CSI-15  1643  1|2MASS J07060015-1603265|PPM 218145|SAO 152376|TIC 148450995|TYC 5964-1032-1|YZ 105  2455|Gaia DR2 2935889392716775424|Gaia EDR3 2935889392716775424|Gaia DR1 2935889388413213952,70.949559,co,-5,F,F,F,F,Vmag,5.610000000000001,97.2482123324203,106.2137369939386,96.71142053356937,0
,148544875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
CD-34  3798,148791862,*|IR,,,,,,,,,,,,,,,,,115.10323653497,-34.71202654734,1.2897,-0.693,2.142,11.687,10.028,,9.084027,6.471,CD-34  3798|CPD-34  1549|GSC 07114-02121|IRAS 07385-3435|2MASS J07402477-3442432|PPM 740298|RAVE J074024.8-344243|TIC 148791829|TYC 7114-2121-1|Gaia DR2 5588528471092406656|Gaia EDR3 5588528471092406656|Gaia DR1 5588528466787048832,69.539047,co,-5,F,F,F,F,Vmag,9.642,92.0509473481364,56.03565586304143,62.53834177626992,0
TYC 7839-1798-1,148824066,*|IR,,,,,,,,,,,,,,,,,231.0361529108399,-40.24370906282,1.029,-12.538,-0.966,12.01,10.87,,10.536387,8.801,2MASS J15240867-4014372|TIC 148691116|TYC 7839-1798-1|Gaia DR2 6005775644727956096|Gaia EDR3 6005775644727956224|Gaia DR1 6005775640421215232,150.420483,co,-4,F,F,-,F,Vmag,2.235000000000001,83.99546593515727,97.1315394071848,,0
UCAC2  17664183,148920245,*|IR,,,,,,,,,,,,,,,,,115.1828750784,-33.22461803837,0.3545,-2.967,6.833,16.822,14.371,13.48,11.807264,7.791,DENIS J074043.8-331328|2MASS J07404390-3313284|RAVE J074043.9-331328|RAVE J074043.9-331329|TIC 148920294|UCAC2  17664183|UCAC3 114-54576|UCAC4 284-024428|USNO-B1.0 0567-00121644|WISEA J074043.89-331328.6|WISE J074043.89-331328.6|Gaia DR2 5588950507457430144|Gaia EDR3 5588950507457430144,92.871455,co,-4,F,F,-,F,Vmag,3.069799999999999,76.75402514984134,71.53533401096428,,0
Gaia EDR3 4761049690898804480,149059708,*,,,,,,,,,,,,,,,,,80.39790258585,-60.58608207696,0.6677,2.133,0.624,,,,20.32848,,Gaia DR2 4761049690898804480|Gaia EDR3 4761049690898804480,106.918588,co,-5,F,F,F,F,GAIAmag,6.76418,121.06604248763,98.927641584822,82.29560532218974,0
[KDM2001]  4220,149216532,C*|*|IR,,,,,,,,,,,,,,,,,82.0236946154,-63.63439732468,0.0071,1.549,0.328,,,,15.464351,12.887,2MASS J05280567-6338040|[KDM2001]  4220|Gaia DR2 4757249027106004864|Gaia EDR3 4757249027106004864,108.602589,co,-1,T,F,F,F,GAIAmag,0.8794510000000013,97.1163583832246,99.75403074615672,99.96404772032164,0
TYC 8879-98-1,149252961,*|IR,,,,,,,,,,,,,,,,,82.48948403702,-60.15113565649,1.9504,3.887,0.958,11.87,10.9,,10.753176,9.337,GSC 08879-00098|2MASS J05295746-6009041|TIC 149252953|TYC 8879-98-1|Gaia DR2 4759620158280409088|Gaia EDR3 4759620158280409088|Gaia DR1 4759620153984490112,115.006785,co,-5,F,F,F,F,Vmag,1.299999999999999,232.41542092840288,118.20877366380292,64.76730335465014,0
TYC 8879-421-1,149347629,PM*|*|IR,,,,,,,,,,,,,,,,,83.59787533905,-60.18633505786,3.8981,18.018,-48.588,12.0,11.54,,11.577426,10.547,2MASS J05342348-6011107|TIC 149347446|TYC 8879-421-1|Gaia DR2 4759420626983195520|Gaia EDR3 4759420626983195520|Gaia DR1 4759420626983195520,91.130903,co,-5,F,F,F,F,Vmag,4.301,27.96084985246727,251.5509739398949,71.52218699317662,0
CD-33  4152,150021408,*|IR,,,,,,,,,,,,,,,,,116.9086442,-33.6923144,,-10.5,6.7,9.73,9.72,,,9.369,CD-33  4152|CPD-33  1778|GSC 07110-00001|2MASS J07473808-3341321|PPM 740440|TIC 150021391|TYC 7110-1-1,31.365894,co,-4,F,F,-,F,Vmag,2.603999999999999,290.8952076212639,243.89354454901184,,0
,150101799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
ATO J117.3847-31.1260,150413414,*|EB?|IR,EW:,,14.173885,,o,,14.366988,,,,,,,,,2018AJ....156..241H,117.3847433801529,-31.1260787557886,0.4899,-2.873,11.2,15.325,14.619,14.454,14.354948,12.997,ATO J117.3847-31.1260|2MASS J07493233-3107339|UCAC4 295-030918|WISE J074932.33-310733.7|Gaia EDR3 5595554522194543488,118.336051,co,-1,T,F,F,F,Vmag,0.4849999999999994,24.040445906622114,231.95020746887965,196.7939708234382,0
HD  46436,150431617,*|IR,,,,,,,,,,,,,,,,,97.34108661641,-60.67331006914,3.4939,0.503,19.035,9.42,8.91,,8.801091,7.995,CD-60  1462|CPC 20.1  1535|CPD-60   638|GSC 08894-00450|HD  46436|2MASS J06292185-6040240|PPM 355430|SAO 249562|TIC 150431599|TYC 8894-450-1|Gaia DR2 5481610444273633152|Gaia EDR3 5481610444273633152|Gaia DR1 5481610444273633152,142.999774,co,-5,F,F,F,F,Vmag,6.552,71.8300393707402,1.6164679001932571,68.3724087987689,0
