MAIN_ID,TIC_ID,OTYPES,V__vartyp,V__LoVmax,V__Vmax,V__R_Vmax,V__magtyp,V__UpVmin,V__Vmin,V__R_Vmin,V__UpPeriod,V__period,V__R_period,V__epoch,V__R_epoch,V__D_rt,V__R_D_rt,V__bibcode,RA,DEC,PLX_VALUE,PMRA,PMDEC,FLUX_B,FLUX_V,FLUX_R,FLUX_G,FLUX_J,IDS,angDist,Match_Method,Match_Score,Match_Mag,Match_PM,Match_Plx,Match_Aliases,Match_Mag_Band,Match_Mag_Diff,Match_PMRA_DiffPct,Match_PMDEC_DiffPct,Match_Plx_DiffPct,Match_Aliases_NumMatch
,253926767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
,253929719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
,253933735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
UCAC4 253-183253,254186712,*|IR,,,,,,,,,,,,,,,,,287.4012129927529,-39.4050862579511,0.3196,0.607,-1.469,,13.987,13.758,13.6169,11.839,GALAH 160530005001084|2MASS J19093628-3924182|UCAC4 253-183253|WISEA J190936.28-392418.3|WISE J190936.29-392418.2|Gaia DR2 6717591741602085376,97.473317,co,-5,F,F,F,F,Vmag,1.285,104.29886685552408,98.34086663459084,68.69858183812583,0
V* CL Lup,254692825,Mi*|V*|*|IR|LP?,LPV?,,,,G,,,,,280.19,,,,,,2018A&A...618A..58M,236.9161394204,-42.8493981098,0.1224,-3.799,-5.291,,,,12.968869,8.149,IRAS 15442-4241|2MASS J15473987-4250577|SV* HV  4906|TIC 254764318|V* CL Lup|Gaia DR2 5989684532585347968|Gaia EDR3 5989684532585347968,169.845193,co,-1,T,F,F,F,GAIAmag,0.5468689999999992,69.36636186237038,69.7257522787222,97.1239249964754,0
,255565860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
2MASS J00572869+6026005,255803942,*|IR,,,,,,,,,,,,,,,,,14.36955020474,60.43347771359,0.2695,-1.56,-0.256,,,,13.877049,11.767,2MASS J00572869+6026005|Gaia DR2 426517400994444544|Gaia EDR3 426517400994444544,64.619515,co,-1,T,F,F,F,GAIAmag,0.6039490000000001,93.10289943496832,99.54255817194807,97.87462243988612,0
,255803944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
ASAS J171559-6004.1,255840767,EB*|V*|*|IR,EW,,11.185,,I,,11.315,,,0.40006,,2453499.16,,,,2008MNRAS.385.1749C,258.9953109898199,-60.06856050647,1.8944,13.279,0.947,12.73,11.98,,11.944589,11.013,ASAS J171559-6004.1|2MASS J17155888-6004068|TIC 255840774|TYC 9052-1167-1|UNSW-V 214|Gaia DR2 5914058778478650624|Gaia EDR3 5914058778478650624|Gaia DR1 5914058778478650624,144.941922,co,-3,F,F,T,F,Vmag,5.3859,150.86550652912538,100.99103879074433,2.476441886380119,0
Gaia EDR3 2257422956668435200,256299458,PM*|*|WD?,,,,,,,,,,,,,,,,,276.60996237536,67.71130838434,3.7564,7.972,-62.341,,,,19.308945,,Gaia DR2 2257422956668435200|Gaia EDR3 2257422956668435200,140.855222,co,-1,T,F,F,F,GAIAmag,0.7484450000000002,772.8527679571501,397.4355304277297,26.27715738033089,0
,256516208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
TYC 4235-1993-1,256562587,*|IR,,,,,,,,,,,,,,,,,299.761489715,62.72049934962,1.3071,5.183,3.413,12.63,12.12,,12.319129,11.608,2MASS J19590276+6243136|TIC 256556995|TYC 4235-1993-1|Gaia DR2 2238245107356934400|Gaia EDR3 2238245107356934400|Gaia DR1 2238245103057515136,174.262301,co,-5,F,F,F,F,Vmag,1.649000000000001,187.982842156732,57.20247380485431,57.0489249908814,0
TYC 4236-274-1,256865831,*|IR,,,,,,,,,,,,,,,,,301.65861316745,62.5345126689,1.2784,-4.345,-7.983,12.04,11.55,,11.72753,11.241,2MASS J20063806+6232042|TIC 256865848|TYC 4236-274-1|Gaia DR2 2238005619981455488|Gaia EDR3 2238005619981455488|Gaia DR1 2238005615683148416,60.000326,co,-5,F,F,F,F,Vmag,5.337699999999998,82.37665687817383,65.43826684792491,53.94115824440298,0
TYC  148-34-1,256992417,*|IR,,,,,,,,,,,,,,,,,102.2288341235,1.85497462532,2.7634,4.727,-23.709,11.92,11.4,,11.525077,10.615,2MASS J06485492+0151179|TIC 256992368|TYC  148-34-1|Gaia DR2 3126153347246129408|Gaia EDR3 3126153347246129408|Gaia DR1 3126153347246129408,42.664706,co,-1,T,F,F,F,Vmag,0.5830000000000002,365.29799020075546,915.5617522712964,108.86745676623532,0
SDSSCGB 71947.3,257300241,GiG|*|G,,,,,,,,,,,,,,,,,128.59227102126,0.89236856141,,,,,,,21.633495,,SDSSCGB 71947.3|SDSS J083422.14+005332.5|Gaia EDR3 3078512504847062912,137.440602,co,-3,F,-,-,F,GAIAmag,9.206295,,,,0
2MASS J01304228+1751010,257562020,RG*|*|IR,,,,,,,,,,,,,,,,,22.67618161477,17.85025785357,0.697,4.722,-4.483,11.71,10.7,,10.550368,8.883,2MASS J01304228+1751010|TIC 257562026|TYC 1201-457-1|Gaia DR2 2593626541263443456|Gaia EDR3 2593626541263443456|Gaia DR1 2593626536967933312,155.615466,co,-5,F,F,F,F,Vmag,1.907,181.60443795418607,63.61526162436795,77.25084452567847,0
,258354497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
,258391911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
Gaia EDR3 6086473372931620352,258519658,*|RR?,RRab,,17.372667,,G,,18.037382,,,0.624362,,2456895.8846,,,,2018yCat.1345....0G,196.65774510477,-45.87806373641,0.0983,-2.057,-0.379,,,,17.687708,,Gaia DR2 6086473372931620352|Gaia EDR3 6086473372931620352,146.79136,co,-4,F,F,-,F,GAIAmag,2.0749080000000006,68.01092325109792,97.57893997176495,,0
TYC 4245-1116-1,258548745,*|IR,,,,,,,,,,,,,,,,,306.08704689886,66.68809222742,1.2921,3.174,2.471,13.51,12.23,,12.293824,10.898,2MASS J20242088+6641170|TIC 258548767|TYC 4245-1116-1|Gaia DR2 2246610501056728448|Gaia EDR3 2246610501056728448|Gaia DR1 2246610496759650176,131.88902,co,-1,T,F,F,F,Vmag,0.5499999999999989,53.25010457601056,74.61180515099862,36.45086881464468,0
,258918831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
TYC 4452-1390-1,258923466,*|IR,,,,,,,,,,,,,,,,,288.59191585239,71.52017702053,2.0904,8.347,21.941,12.62,12.77,,12.484467,11.326,2MASS J19142206+7131125|TIC 258875300|TYC 4452-1390-1|Gaia DR2 2264273051548468864|Gaia EDR3 2264273051548468864|Gaia DR1 2264273051548468864,90.459344,co,-1,T,F,F,F,Vmag,0.9109999999999996,29.82824860656909,1039.6501215432882,72.58916776750328,0
,259003868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
,259099970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
,259376845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
UCAC2   9867968,259408109,*|IR,,,,,,,,,,,,,,,,,69.37688881483,-50.72822355123,1.5403,-4.528,5.116,13.405,12.893,12.86,12.778634,11.94,DENIS J043730.4-504341|2MASS J04373044-5043415|PPMX J043730.4-504341|RAVE J043730.5-504341|RAVE J043730.5-504342|TIC 259393874|UCAC2   9867968|UCAC3 79-10602|UCAC4 197-004605|USNO-B1.0 0392-00036947|WISEA J043730.44-504341.5|WISE J043730.44-504341.6|Gaia DR2 4787363379270218752|Gaia EDR3 4787363379270218752,159.022921,co,-5,F,F,F,F,Vmag,2.879,115.25873805383692,67.73054118834364,85.8453027504388,0
2MASX J06133619-5541447,260192157,*|G,,,,,,,,,,,,,,,,,93.400644328,-55.69569904763,,,,16.15,,15.26,22.06734,13.97,6dFGS gJ061336.2-554145|LEDA  406898|2MASX J06133619-5541447|Gaia EDR3 5499097420799262080,178.808473,co,-3,F,-,-,F,Tmag,3.128399999999999,,,,0
SIPS J0613-5757,260193210,PM*|PM*|*|IR,,,,,,,,,,,,,,,,,93.27403901579,-57.9531664039147,38.348,-174.41,241.632,,,,15.895879,12.202,2MASS J06130577-5757114|SIPS J0613-5757|TIC 260193212|WISEA J061305.53-575708.8|Gaia EDR3 5494925362584117120,67.664858,co,-4,F,F,-,F,GAIAmag,2.654079000000001,479.0523872921225,727.752548608008,,0
TYC 8546-579-1,260265964,*|IR,,,,,,,,,,,,,,,,,93.73717708332,-59.52205836588,1.5723,-9.419,11.22,12.567,12.106,,12.03789,11.19,2MASS J06145690-5931194|RAVE J061456.9-593119|RAVE J061456.9-593120|TIC 260265977|TYC 8546-579-1|Gaia DR2 5482490259734831872|Gaia EDR3 5482490259734831872|Gaia DR1 5482490259734831872,127.383514,co,-5,F,F,F,F,Vmag,2.53,1341.3137852887753,176.0786281436679,83.24511702203613,0
,260298958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
TYC 8542-937-1,260352096,*|IR,,,,,,,,,,,,,,,,,94.77423918085,-56.97864590979,2.8886,-7.247,0.487,11.547,11.056,10.83,10.970581,10.104,DENIS J061905.7-565843|GSC 08542-00937|2MASS J06190581-5658430|RAVE J061905.8-565843|TIC 260352084|TYC 8542-937-1|USNO-B1.0 0330-00082456|Gaia DR2 5496095414754825728|Gaia EDR3 5496095414755596544|Gaia DR1 5496095410458667904,118.174119,co,-5,F,F,F,F,Vmag,5.328000000000001,3769.014120160593,97.08627497905948,78.57981873709458,0
2MASX J06241731-5418191,260473548,GiC|*|G,,,,,,,,,,,,,,,,,96.07226337904,-54.3053358598,,,,17.55,,15.98,20.481874,13.371,6dFGS gJ062417.3-541819|LEDA   88459|2MASX J06241731-5418191|TCG ACO  3395 165|TCG Cl 0627-54 165|Gaia DR2 5499690061863231360|Gaia EDR3 5499690061863231360,177.19039,co,-3,F,-,-,F,Tmag,3.5672,,,,0
WINGS J062618.64-543631.8,260504446,GiC|*|G|G,,,,,,,,,,,,,,,,,96.57770697939,-54.60877837549,,,,,,,21.041435,,WINGS J062618.64-543631.8|Gaia EDR3 5499615191992232064,17.967897,co,-3,F,-,-,F,GAIAmag,6.479335000000001,,,,0
,260505914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
,260756218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
,261107974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
,261332760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
,261335113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
Gaia EDR3 5799023615676490368,261581139,*,,,,,,,,,,,,,,,,,227.14549340743,-70.35552209783,0.4121,-5.472,-2.663,,,,20.372417,,Gaia DR2 5799023615676490368|Gaia EDR3 5799023615676490368,128.094652,co,-5,F,F,F,F,GAIAmag,7.585316999999998,81.58654525631448,85.4489620842463,91.84565916398714,0
,262577838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
LAMOST J084924.36+014619.4,262605041,Em*,,,,,,,,,,,,,,,,,132.35151,1.772079,,,,,,,,,LAMOST J084924.36+014619.4,0.077199,co,-1,-,-,-,F,,,,,,0
,263075864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
TYC 9033-177-1,263211771,*|IR,,,,,,,,,,,,,,,,,230.55240515196,-66.32965935911,1.7318,-4.816,-16.762,13.0,12.17,,12.182404,11.194,2MASS J15221257-6619466|TIC 263211919|TYC 9033-177-1|Gaia DR2 5824844512414316672|Gaia EDR3 5824844512414316672|Gaia DR1 5824844508087861120,109.673235,co,-1,T,F,F,F,Vmag,0.8420000000000005,183.0301880937193,534.1795618780977,105.4861162198528,0
TYC 9263-44-1,263662943,*|IR,,,,,,,,,,,,,,,,,231.157685,-70.4719844,1.42,-2.131,-6.878,12.46,12.02,,12.147,11.222,2MASS J15243788-7028191|TIC 263662950|TYC 9263-44-1|Gaia DR1 5796016069114424320,86.983634,co,-5,F,F,F,F,Vmag,1.0739999999999998,254.5556490980544,435.1721180460801,48.90611679063274,0
OGLE BLG-ECL-237505,263925187,EB*|EB*|*,NCEB,,18.668,,I,,19.047,,,0.362191,,2457000.2288,,,,2016AcA....66..405S,269.9865,-30.06947,,,,,20.016,,,,OGLE BLG-ECL-237505|OGLE BLG506.26   7233|OGLE BLG188.2 227780,21.064801,co,-3,F,-,-,F,Vmag,6.425999999999998,,,,0
PM J20301+7950,264052510,PM*|PM*|*|IR|UV|X,,,,,,,,,,,,,,,,,307.52979772765,79.84629158902,29.4589,98.93,44.303,14.4,12.242,11.848,11.190447,8.48,EUVE J2030+79.8|GSC 04593-01344|2MASS J20300710+7950467|PM J20301+7950|RX J2030.1+7950|1RXS J203011.0+795040|TIC 264052522|UCAC4 850-014917|[FS2003] 1074|Gaia DR2 2291961885368309504|Gaia EDR3 2291961885368309504,98.765809,co,-1,T,F,F,F,Vmag,0.3600000000000012,320.5081121978383,139.8425699854372,252.1820320681724,0
OGLE BLG-ECL-241905,264056079,EB*|EB*|*,CEB,,18.713,,I,,19.193,,,0.489476,,2457000.0411,,,,2016AcA....66..405S,270.08608,-30.06875,,,,,,,,,OGLE BLG-ECL-241905|OGLE BLG513.16  46207|OGLE BLG188.2 245001,21.856917,co,-1,-,-,-,F,,,,,,0
TYC 4590-1230-1,264101177,*|IR,,,,,,,,,,,,,,,,,315.07403857465,78.21245425097,4.1123,13.732,39.002,11.17,10.61,,10.640365,9.761,GSC 04590-01230|2MASS J21001780+7812448|TIC 264101149|TYC 4590-1230-1|Gaia DR2 2278820900350475136|Gaia EDR3 2278820900350475136|Gaia DR1 2278820896054212480,167.540896,co,-5,F,F,F,F,Vmag,3.891,133.131417395556,879.2952448865834,60.820154238428216,0
,264180664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
TYC 4453-147-1,264253573,*|IR,,,,,,,,,,,,,,,,,295.45351312547,71.42782593775,1.1469,-7.61,-11.383,12.51,11.13,,10.844495,9.062,2MASS J19414882+7125402|TIC 264222525|TYC 4453-147-1|Gaia DR2 2263333557519523712|Gaia EDR3 2263333557519523712|Gaia DR1 2263333553221715840,57.407484,co,-5,F,F,F,F,Vmag,3.4659999999999997,142.3853895724144,35.59826794446461,70.75674476596981,0
Gaia EDR3 2248662116737590016,264301570,*,,,,,,,,,,,,,,,,,296.0436872608,66.58935413774,2.1684,-0.161,-4.41,,,,19.3345,,Gaia DR2 2248662116737590016|Gaia EDR3 2248662116737590016,126.993831,co,-5,F,F,F,F,GAIAmag,5.910699999999999,102.07874975468172,117.8367753051666,73.6875634785711,0
TYC 4607-125-1,264544867,*|IR,,,,,,,,,,,,,,,,,326.1005346,80.4365936,3.54,3.61,-12.772,12.6,12.04,,12.041,10.845,2MASS J21442423+8026114|TIC 264544860|TYC 4607-125-1|Gaia DR1 2285525958477750272,71.283022,co,-5,F,F,F,F,Vmag,1.6290000000000011,84.23036768142723,171.52257060137873,56.03924783793075,0
ATO J094.5128+00.7707,265453074,V*|*|IR,SIN,,16.463419,,o,,16.669563,,,,,,,,,2018AJ....156..241H,94.5128644258438,0.7707919469178,0.3316,-0.888,-2.272,,,,16.72524,15.29,ATO J094.5128+00.7707|2MASS J06180308+0046149|WISE J061803.08+004614.8|Gaia EDR3 3122046709974537472,93.487584,co,-5,F,F,F,F,GAIAmag,1.790939999999999,96.65749485261736,93.82294807415724,97.36681198434064,0
TYC 4479-771-1,265461709,*|IR,,,,,,,,,,,,,,,,,359.63448754802,67.63309740762,1.3532,0.82,1.358,12.08,11.34,,11.355493,10.302,2MASS J23583229+6737591|TIC 265461734|TYC 4479-771-1|Gaia DR2 2210122898453930752|Gaia EDR3 2210122898453930752|Gaia DR1 2210122894153879040,47.399502,co,-4,F,F,-,F,Vmag,2.619,105.18331226295828,97.75759577278733,,0
,265702175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
Gaia EDR3 247517492095677184,266220739,*|WD?,,,,,,,,,,,,,,,,,60.59623194338,49.96634581899,2.6175,15.183,-42.645,,,,17.583035,,Gaia DR2 247517492095677184|Gaia EDR3 247517492095677184,1.745212,co,-1,T,F,F,F,GAIAmag,0.1240349999999992,383.39604891815617,2476.47250735574,149.8281983736113,0
ATO J116.1633+05.2031,266742662,V*|*|IR,SIN,,15.873044,,o,,15.939362,,,,,,,,,2018AJ....156..241H,116.1633464596821,5.2031296912842,0.6309,0.761,-0.772,17.044,16.305,16.071,16.036133,14.761,ATO J116.1633+05.2031|2MASS J07443919+0512112|UCAC4 477-038859|WISE J074439.20+051211.2|Gaia EDR3 3137724538898534144,80.078894,co,-5,F,F,F,F,Vmag,3.568,1.159949699178758,120.60815410201036,64.90125173852573,0
,267177329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
,267263809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
SDSS J004325.60+323908.3,267803830,QSO|QSO|*,,,,,,,,,,,,,,,,,10.85668159296,32.65231901431,0.0711,-1.594,-0.515,,,,20.651762,,SDSS J004325.60+323908.3|Gaia EDR3 361595259451254656,50.770365,co,-5,F,F,F,F,GAIAmag,6.867662000000001,103.74033531613344,109.15542534506176,97.44668931487958,0
,268392799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
2MASX J07472575-5231156,268433719,*|G,,,,,,,,,,,,,,,,,116.8573218661,-52.52101807834,,,,16.73,,15.66,21.555256,13.394,6dFGS gJ074725.8-523116|LEDA  442737|2MASX J07472575-5231156|Gaia EDR3 5489766007354235264,26.857676,co,-3,F,-,-,F,Tmag,3.614100000000001,,,,0
PM J23100+6422,268517626,PM*|RG*|PM*|*|IR,,,,,,,,,,,,,,,,,347.51382689737,64.36930352953,1.0764,-3.651,-0.466,,,11.961,11.724058,9.284,2MASS J23100329+6422093|PM J23100+6422|TIC 268517626|UCAC4 772-059421|Gaia DR2 2208596123482925440|Gaia EDR3 2208596123482925440,,tic,-1,F,F,T,T,Tmag,1.2058999999999997,0.3439240091713175,58.06844431479366,0.6376334636025401,3
TYC 4822-1790-1,268778473,*|IR,,,,,,,,,,,,,,,,,105.32351347382,-5.30550099026,0.7716,-3.683,2.336,12.45,11.42,,11.378119,9.879,2MASS J07011764-0518197|TIC 268778514|TYC 4822-1790-1|Gaia DR2 3101377918603213312|Gaia EDR3 3101377918603213312|Gaia DR1 3101377914298865408,67.743399,co,-5,F,F,F,F,Vmag,5.369999999999999,90.01672462911712,96.06067504785032,95.3707147913942,0
,269078565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
NIKC 4-126,269411609,C*|*|IR|LP?,LPV?,,,,G,,,,,188.43,,,,,,2018A&A...618A..58M,350.42255899135,64.21578514103,0.1493,-2.576,-1.028,,,,12.851931,8.519,CGCS 5857|IRAS 23195+6356|2MASS J23214139+6412568|NIKC 4-126|TIC 269411646|WISEA J232141.43+641257.0|WISE J232141.40+641256.8|Gaia DR2 2209100661883178880|Gaia EDR3 2209100661883178880,76.512092,co,-5,F,F,F,F,GAIAmag,2.699368999999999,97.31275336375263,98.60604499166068,98.91077551615962,0
Gaia EDR3 5517168139221518848,269562511,Y*O|*,,,,,,,,,,,,,,,,,119.59034348269,-49.30646322172,2.4197,-5.138,8.48,,,,17.782518,,Gaia DR2 5517168139221518848|Gaia EDR3 5517168139221518848,62.61148,co,-5,F,F,F,F,GAIAmag,6.142018,665.7082583716674,126.2744502659978,31.496727289198912,0
,269762258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
UCAC4 057-003019,269852237,*|IR,,,,,,,,,,,,,,,,,70.3293296173638,-78.6380937983714,1.9421,7.899,37.117,12.775,12.234,12.232,12.1183,11.134,GALAH 161107003401055|2MASS J04411902-7838171|UCAC4 057-003019|WISEA J044119.06-783816.7|WISE J044119.05-783816.8|Gaia DR2 4624376654651519744,55.320066,co,-1,T,F,F,F,Vmag,0.0399999999999991,9.840752462691132,151.09253020524682,53.411694077128445,0
,270219048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
TYC 6957-283-1,270219709,*|IR,,,,,,,,,,,,,,,,,330.1884140251,-27.01122161167,2.0045,6.361,5.947,12.12,11.42,,10.845814,9.363,2MASS J22004521-2700404|TIC 270219706|TYC 6957-283-1|Gaia DR2 6619609828040358016|Gaia EDR3 6619609828040358016,20.010992,co,-5,F,F,F,F,GAIAmag,5.522386000000001,168.89918362970127,488.450654053947,52.619237842207525,0
,270314434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
UCAC4 296-077559,270348090,*|IR,,,,,,,,,,,,,,,,,215.5070613864625,-30.8383561800903,0.5241,-10.273,-6.335,14.993,14.036,13.921,13.7329,12.148,GALAH 170417005001209|2MASS J14220169-3050180|UCAC4 296-077559|WISEA J142201.68-305018.1|WISE J142201.69-305018.0|Gaia DR2 6220638874123737984,78.123969,co,-5,F,F,F,F,Vmag,2.979000000000001,67.67809611306531,63.109837764811374,88.76076798202067,0
TYC 9361-396-1,270368906,*|IR,,,,,,,,,,,,,,,,,34.98516029776,-81.72271239993,0.8624,10.765,3.65,12.51,11.85,,11.299283,9.573,2MASS J02195642-8143218|TIC 270368912|TYC 9361-396-1|Gaia DR2 4619670985402716544|Gaia EDR3 4619670985402716544|Gaia DR1 4619670981106642816,117.682873,co,-5,F,F,F,F,Vmag,3.484,110.70100797232548,136.6240088941155,96.92113258337112,0
,270472265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
TYC 8091-942-1,270576089,*|IR,,,,,,,,,,,,,,,,,87.00447219985,-48.62436009595,0.9894,-3.636,-4.063,12.868,12.517,12.67,12.481287,11.839,2MASS J05480106-4837276|TYC 8091-942-1|UCAC4 207-006601|UCAC4 207-006600|Gaia EDR3 4794628471068502272|Gaia DR2 4794628471068502272,130.364376,co,-1,T,F,F,F,Vmag,0.798,41.67618412103636,194.4020929708429,45.53981307176591,0
,271116239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
,271225404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
Gaia EDR3 2012136622780418176,271440681,*|Y*?,,,,,,,,,,,,,,,,,354.36225950119,60.09562038135,2.4106,6.545,-1.839,,,,17.932343,,Gaia DR2 2012136622780418176|Gaia EDR3 2012136622780418176,90.362059,co,-5,F,F,F,F,GAIAmag,3.012943,90.3641171205126,193.563502602378,85.16289060817007,0
TYC 6577-182-1,271584681,*|IR,,,,,,,,,,,,,,,,,125.71281275782,-27.02280586304,1.3006,-16.798,7.871,11.44,10.4,,10.179403,8.583,GSC 06577-00182|2MASS J08225107-2701221|TIC 271584743|TYC 6577-182-1|Gaia DR2 5693377625043147776|Gaia EDR3 5693377625043147776|Gaia DR1 5693377620734530560,177.535449,co,-4,F,F,-,F,Vmag,4.972,138.65270192706586,202.02913232337184,,0
,271698144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
TYC 9381-1796-1,271799457,*|IR,,,,,,,,,,,,,,,,,111.79909449058,-75.5730827189,7.1473,-20.924,23.549,12.78,11.61,,11.646841,10.295,2MASS J07271174-7534231|TIC 271807733|TYC 9381-1796-1|Gaia DR2 5214179117268120832|Gaia EDR3 5214179117268120832|Gaia DR1 5214179117268120832,158.557639,co,-1,T,F,F,F,Vmag,0.745000000000001,2315.99959331684,118.26253788475616,417.3616891906564,0
TYC 9381-945-1,271799672,*|IR,,,,,,,,,,,,,,,,,111.39442215901,-75.88155157887,0.8304,7.885,11.345,13.23,11.54,,11.490557,9.637,2MASS J07253465-7552535|TIC 271799661|TYC 9381-945-1|Gaia DR2 5214153347464522752|Gaia EDR3 5214153347464522752|Gaia DR1 5214153347464522752,159.398118,co,-1,T,F,F,F,Vmag,0.6830000000000016,146.5623025457208,379.8703990389903,75.23677744113367,0
,271806353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
,271864083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
,271891552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
Gaia EDR3 5214518350965434240,271975726,*|WD?,,,,,,,,,,,,,,,,,114.0172632604,-74.69004122525,3.6169,-1.625,-11.31,,,,19.778444,,Gaia DR2 5214518350965434240|Gaia EDR3 5214518350965434240,152.382225,co,-5,F,F,F,F,GAIAmag,5.3553440000000005,95.88420039511676,128.6948049971077,82.72327335431882,0
TYC 9188-862-1,272236017,*|IR,,,,,,,,,,,,,,,,,118.00637121128,-72.27875657877,1.2612,-10.672,5.873,11.85,11.92,,11.397485,10.812,GSC 09188-00862|2MASS J07520151-7216435|TIC 272236012|TYC 9188-862-1|Gaia DR2 5263269803187068416|Gaia EDR3 5263269803187068416|Gaia DR1 5263269803187068416,153.691056,co,-4,F,F,-,F,Vmag,1.4079999999999997,83.57271867205642,51.77765005337056,,0
CD-75   340,272361604,*|IR,,,,,,,,,,,,,,,,,119.51240702236,-75.51429965621,1.4887,-20.13,4.438,11.388,10.315,,9.991807,8.299,CD-75   340|CPD-75   474|GSC 09381-00232|2MASS J07580298-7530514|PPM 784594|RAVE J075803.0-753052|TIC 272358633|TYC 9381-232-1|Gaia DR2 5213790547284146560|Gaia EDR3 5213790547284146560|Gaia DR1 5213790542986887424,117.839308,co,-5,F,F,F,F,Vmag,3.562000000000001,1.3258433753133438,262.558743484647,27.62339076659796,0
UCAC2   8291784,272412230,*|IR,,,,,,,,,,,,,,,,,187.95572250532,-54.29903924034,0.6255,-5.989,2.513,13.203,11.929,11.63,11.55789,9.745,DENIS J123149.3-541756|2MASS J12314937-5417565|PPMX J123149.3-541756|RAVE J123149.4-541757|TIC 272412405|UCAC2   8291784|UCAC3 72-208986|UCAC4 179-093472|USNO-B1.0 0357-00337706|WISEA J123149.36-541756.5|WISE J123149.37-541756.5|Gaia DR2 6074602701814270592|Gaia EDR3 6074602701814270592,155.560997,co,-1,T,F,F,F,Vmag,0.4299999999999997,34.08562375426891,186.53402477910237,56.8840729558708,0
,272431317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
,272703569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
,272784724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
