TIC,m_TIC,BJD0,e_BJD0,Per,e_Per,Morph,Wp-pf,Dp-pf,Phip-pf,Ws-pf,Ds-pf,Phis-pf,Wp-2g,Dp-2g,Phip-2g,Ws-2g,Ds-2g,Phis-2g,Sectors,UpDate,tesseb_source
13037534,1,1781.478385,0.01418669,30.1826945,0.0021669302,0.542,0.085,0.366,1.0,,,,0.141,0.419,1.026e-05,,,,"17,18,24",2021-09-16T17:38:01,J/ApJS/258/16/tess-ebs
13062255,1,1439.067848,0.0005667915,1.651213,1.8131226e-06,0.571,0.12,0.353,1.001,0.107,0.038,0.494,0.1929,0.418,0.001015,0.178,0.084,0.4921,"5,32",2021-09-16T17:40:36,J/ApJS/258/16/tess-ebs
13068361,1,1354.351228,0.002098006,0.3073681,1.4131854e-06,0.808,0.158,0.099,1.001,0.17,0.056,0.495,,,,,,,2,2021-09-16T17:40:20,J/ApJS/258/16/tess-ebs
13070701,1,1438.210281,0.0003449664,0.4140761,9.0417194e-06,0.9,0.228,0.09,1.001,0.124,0.059,0.5,,,,,,,5,2021-09-16T17:40:36,J/ApJS/258/16/tess-ebs
13092260,1,1358.352518,0.0002763317,13.2458144,0.0004703486,0.111,0.016,0.05,1.0,,,,0.02299,0.053,2.906e-05,0.024,0.004,0.4999,2,2021-09-16T17:39:19,J/ApJS/258/16/tess-ebs
13135572,1,1438.071195,0.0006952242,0.3983886,6.0305466e-06,0.739,0.088,0.11,0.9964,,,,0.3037,0.387,0.9982,0.267,0.365,0.5,5,2021-09-16T17:40:36,J/ApJS/258/16/tess-ebs
13325340,1,1438.15326,2.565565e-05,0.8930911,7.3110114e-06,0.578,0.115,0.302,1.0,0.117,0.299,0.501,0.1685,0.349,0.501,0.185,0.343,0.9999,5,2021-09-16T17:40:03,J/ApJS/258/16/tess-ebs
13345143,1,1437.998934,6.79013e-05,0.6723508,1.3224657e-07,0.784,0.138,0.066,0.9833,0.087,0.066,0.483,0.2961,0.247,0.5,0.339,0.245,0.002381,"5,6,32",2021-09-16T17:40:36,J/ApJS/258/16/tess-ebs
13349647,1,1518.645451,0.006122156,1.5370594,2.1542858e-05,0.376,0.049,0.015,1.087,,,,0.07523,0.016,0.09372,,,,"8,34",2021-09-16T17:40:49,J/ApJS/258/16/tess-ebs
13351941,1,1791.924826,1.536796e-05,1.5806087,2.7286199e-05,0.538,0.092,0.156,1.0,0.092,0.144,0.5,0.1367,0.18,1.886e-05,0.137,0.167,0.5,18,2021-09-16T17:38:24,J/ApJS/258/16/tess-ebs
13389059,1,1768.179142,0.0003180628,30.551402,7.3066917e-05,0.101,0.011,0.117,1.0,0.011,0.115,0.5,0.01507,0.124,1.095e-05,0.015,0.121,0.5,"17,18,24",2021-09-16T17:38:02,J/ApJS/258/16/tess-ebs
13840107,1,1792.526429,0.03044129,2.766084,0.00125967,0.47,0.046,0.021,1.001,,,,0.06093,0.038,0.9931,,,,18,2021-09-16T17:38:15,J/ApJS/258/16/tess-ebs
13957444,1,1441.439086,7.79395e-05,3.7404363,1.0565536e-06,0.257,0.036,0.08,0.9999,0.036,0.012,0.483,0.05289,0.088,0.9999,0.05,0.015,0.4826,"5,32",2021-09-16T17:40:07,J/ApJS/258/16/tess-ebs
13968858,1,1684.772353,0.003584006,3.4855938,2.9369071e-05,0.625,0.132,0.347,0.9999,0.118,0.166,0.507,0.2254,0.436,0.9988,0.191,0.251,0.5081,"14,15",2021-09-16T17:37:19,J/ApJS/258/16/tess-ebs
13974582,1,1714.142502,0.000280263,4.8607921,0.00048988021,0.334,0.045,0.125,1.0,,,,0.06928,0.146,4.032e-05,0.068,0.014,0.6499,15,2021-09-16T17:37:38,J/ApJS/258/16/tess-ebs
14081980,1,1438.8705,0.000772437,2.9191488,7.527182e-05,0.326,0.049,0.011,1.001,0.044,0.003,0.5,0.0693,0.012,0.000534,0.067,0.004,0.4997,"5,6",2021-09-16T17:39:32,J/ApJS/258/16/tess-ebs
14091704,1,1438.414668,0.001869351,0.7650591,0.00012306737,0.429,0.065,0.002,0.9975,,,,0.09927,0.002,0.002023,,,,5,2021-09-16T17:40:36,J/ApJS/258/16/tess-ebs
14207118,1,1684.716626,0.0003766724,2.7046116,7.152818e-06,0.626,0.095,0.063,1.0,0.117,0.015,0.501,0.1456,0.076,0.9999,0.154,0.028,0.5017,"14,15",2021-09-16T17:37:10,J/ApJS/258/16/tess-ebs
14307980,1,1518.125518,1.441482e-05,0.8974226,9.0292042e-07,0.503,0.085,0.387,0.4995,0.082,0.385,0.999,0.1164,0.431,0.5,0.122,0.426,0.9999,"8,35",2021-09-16T17:39:50,J/ApJS/258/16/tess-ebs
14617089,1,1684.997537,9.866207e-05,1.6689463,2.537999e-05,0.633,0.143,0.339,1.0,0.142,0.336,0.5,0.231,0.425,4.032e-05,0.231,0.422,0.5,"14,15",2021-09-16T17:37:13,J/ApJS/258/16/tess-ebs
14679411,1,1575.407262,0.005055561,6.0499502,0.0050884511,0.363,0.031,0.035,1.001,,,,0.06512,0.06,0.0001047,,,,10,2021-09-16T17:40:53,J/ApJS/258/16/tess-ebs
14709809,1,1505.500243,4.789311e-05,9.3910703,0.028982568,0.605,0.094,0.37,1.001,,,,0.1044,0.488,0.4988,,,,"7,33",2021-09-16T17:39:42,J/ApJS/258/16/tess-ebs
14826027,1,1900.200105,5.584048e-05,0.912568,1.315369e-05,0.747,,,1.013,,,0.521,0.1147,0.103,0.02258,,,,22,2021-09-16T17:39:02,J/ApJS/258/16/tess-ebs
14842303,1,1711.753379,0.0005084382,0.7725964,2.1886346e-06,0.674,0.103,0.071,0.9985,0.108,0.065,0.5,0.1586,0.105,0.4994,0.227,0.103,0.9978,15,2021-09-16T17:37:44,J/ApJS/258/16/tess-ebs
14844585,1,1711.507982,0.0002430131,1.8630983,1.7634023e-05,0.585,0.108,0.122,1.0,0.106,0.052,0.5,0.1812,0.14,0.9999,0.145,0.07,0.5,15,2021-09-16T17:37:34,J/ApJS/258/16/tess-ebs
14948284,1,1902.266006,0.005659548,2.7036866,5.6835044e-05,0.545,0.046,0.021,0.9974,,,,0.1042,0.045,0.9996,0.112,0.008,0.5,22,2021-09-16T17:39:04,J/ApJS/258/16/tess-ebs
15445546,1,1571.351851,0.002002269,1.6827975,0.00010593724,0.445,0.069,0.017,0.956,,,,0.1237,0.059,0.9548,,,,10,2021-09-16T17:36:31,J/ApJS/258/16/tess-ebs
15613315,1,1764.834585,0.0001489727,0.7166323,1.5193014e-06,0.65,0.177,0.181,1.0,0.181,0.111,0.5,0.2913,0.223,0.0002316,0.329,0.147,0.5,17,2021-09-16T17:38:09,J/ApJS/258/16/tess-ebs
15795549,1,1683.890908,1.83774e-05,0.8911946,6.7269728e-06,0.597,0.124,0.403,1.001,0.122,0.28,0.501,0.1922,0.478,0.0005031,0.19,0.344,0.5,"14,15",2021-09-16T17:37:06,J/ApJS/258/16/tess-ebs
16288184,1,1635.453101,0.3340059,4.3596973,0.0013714787,0.471,,,0.4867,,,0.536,0.0003084,0.032,0.9966,,,,"12,39",2021-09-16T17:36:45,J/ApJS/258/16/tess-ebs
16316642,1,1684.383168,0.02708035,4.0218798,6.438813e-05,0.758,0.137,0.195,0.984,0.205,0.156,0.473,0.2876,0.286,0.9907,0.312,0.25,0.4632,"14,15",2021-09-16T17:37:40,J/ApJS/258/16/tess-ebs
16479253,1,1848.140911,0.002193675,6.9481612,0.00130352,0.347,0.027,0.018,1.0,0.027,0.004,0.5,0.03831,0.022,0.9998,0.043,0.007,0.5004,20,2021-09-16T17:38:39,J/ApJS/258/16/tess-ebs
16485009,1,1842.785002,0.001721033,1.0056497,7.4776052e-05,0.829,0.184,0.088,0.9948,,,,,,,,,,20,2021-09-16T17:38:45,J/ApJS/258/16/tess-ebs
16596302,1,1843.776956,0.02253114,2.546673,0.00017764056,0.871,0.219,0.006,0.9907,0.275,0.005,0.546,,,,,,,20,2021-09-16T17:38:41,J/ApJS/258/16/tess-ebs
16617827,1,1711.631106,9.103382e-06,0.2906367,7.2870677e-06,0.72,0.099,0.178,0.5009,,,,0.3015,0.546,0.9997,0.251,0.45,0.5,15,2021-09-16T17:37:40,J/ApJS/258/16/tess-ebs
16700335,1,1843.896695,0.001738968,2.8700507,0.00032416269,0.521,0.06,0.025,0.9993,,,,0.08667,0.029,0.9999,0.12,0.005,0.5004,20,2021-09-16T17:38:40,J/ApJS/258/16/tess-ebs
16703161,1,1843.401112,0.0003478844,6.003065,0.00023386869,0.261,0.02,0.017,1.0,0.024,0.008,0.496,0.029,0.021,0.9999,0.038,0.009,0.4962,20,2021-09-16T17:38:42,J/ApJS/258/16/tess-ebs
16728252,1,1685.269122,0.004166092,4.8506288,0.00045551833,0.541,0.094,0.071,1.0,0.09,0.044,0.429,0.1519,0.078,0.0008767,0.127,0.05,0.4289,"14,15",2021-09-16T17:37:31,J/ApJS/258/16/tess-ebs
16740101,1,1684.889517,0.0320043,1.4811061,4.1514784e-05,0.575,0.101,0.004,1.007,,,,0.09965,0.008,0.9852,,,,"14,15",2021-09-16T17:37:22,J/ApJS/258/16/tess-ebs
16805614,1,1876.983461,0.0004396042,8.4916123,0.00034622739,0.098,0.015,0.1,1.0,0.013,0.041,0.55,0.0184,0.073,0.5503,0.018,0.067,0.0001341,21,2021-09-16T17:38:50,J/ApJS/258/16/tess-ebs
16805617,1,1873.165726,0.0007683037,8.4909155,0.0002749389,0.074,0.013,0.12,0.9999,0.013,0.099,0.45,0.01878,0.136,1.963e-05,0.02,0.112,0.4498,21,2021-09-16T17:38:45,J/ApJS/258/16/tess-ebs
16805628,1,1874.386645,0.00109592,4.0757598,0.00026986429,0.233,0.011,0.002,1.026,,,,0.01684,0.005,0.02697,0.019,0.004,0.4871,21,2021-09-16T17:38:49,J/ApJS/258/16/tess-ebs
17005768,1,1765.270386,0.001391666,6.8397291,0.00055861047,0.19,0.018,0.01,1.0,,,,0.02668,0.01,0.0001279,,,,17,2021-09-16T17:38:00,J/ApJS/258/16/tess-ebs
17206122,1,1870.552078,0.0003476067,4.4532299,0.00015786248,0.26,0.031,0.031,1.0,0.04,0.006,0.501,0.04602,0.035,0.0001838,0.058,0.008,0.5005,21,2021-09-16T17:38:47,J/ApJS/258/16/tess-ebs
17299918,1,1871.189368,0.0002929451,2.0280582,4.6158404e-05,0.337,0.04,0.041,0.9998,0.041,0.036,0.5,0.05612,0.045,0.9998,0.059,0.039,0.5,21,2021-09-16T17:38:50,J/ApJS/258/16/tess-ebs
17451194,1,1713.985838,0.0001856243,2.9784,0.00010224851,0.484,0.074,0.154,1.0,0.075,0.111,0.5,0.105,0.17,0.9999,0.108,0.123,0.5,15,2021-09-16T17:37:33,J/ApJS/258/16/tess-ebs
17468122,1,1958.823051,0.0009505028,4.933897,0.00014058192,0.26,0.032,0.007,1.0,,,,0.04647,0.007,0.9999,,,,"24,25",2021-09-16T17:40:09,J/ApJS/258/16/tess-ebs
17539192,1,1956.100199,1.774307e-05,0.5318301,1.8426913e-07,0.667,0.153,0.178,1.0,0.149,0.153,0.495,0.2934,0.259,0.001784,0.267,0.235,0.4934,"24,25",2021-09-16T17:41:28,J/ApJS/258/16/tess-ebs
17562290,1,1956.039546,1.806838e-05,0.3081868,1.2390016e-07,0.756,0.152,0.163,0.9999,0.104,0.128,0.507,0.3525,0.357,0.9966,0.344,0.32,0.5099,"24,25",2021-09-16T17:41:28,J/ApJS/258/16/tess-ebs
18028547,1,1902.988228,0.0002803589,7.399122,0.00039380913,0.124,0.018,0.086,1.0,,,,0.02638,0.093,9.7e-06,,,,22,2021-09-16T17:39:02,J/ApJS/258/16/tess-ebs
18225199,1,1765.907001,0.0006263239,1.8827519,4.1878712e-05,0.543,0.075,0.086,1.001,0.08,0.071,0.5,0.1324,0.112,8.281e-05,0.126,0.094,0.5,17,2021-09-16T17:37:58,J/ApJS/258/16/tess-ebs
18250189,1,1764.730919,7.485944e-05,0.1396417,1.5136242e-06,0.556,0.08,0.354,1.0,,,,0.1712,0.682,0.0001312,,,,17,2021-09-16T17:38:04,J/ApJS/258/16/tess-ebs
18269802,1,1984.008393,0.001699472,0.3431555,2.5302748e-07,0.74,0.085,0.053,0.9929,,,,0.2932,0.179,0.9979,0.29,0.153,0.5043,"25,26",2021-09-16T17:41:30,J/ApJS/258/16/tess-ebs
18271803,1,1983.794938,0.0001506129,0.8180907,2.7368734e-06,0.594,0.137,0.641,1.0,0.126,0.14,0.502,0.2243,0.771,1.0,0.208,0.24,0.5021,"25,26",2021-09-16T17:41:30,J/ApJS/258/16/tess-ebs
18319090,1,1990.910995,0.0003768518,15.4251764,0.00046414619,0.057,0.006,0.087,1.0,0.007,0.069,0.5,0.009335,0.079,0.5,0.009,0.079,1.0,"25,26",2021-09-16T17:41:12,J/ApJS/258/16/tess-ebs
18433724,1,1983.904204,3.271491e-05,0.4076033,7.965967e-07,0.819,0.138,0.131,1.001,0.19,0.109,0.501,0.3103,0.22,0.0006476,0.31,0.203,0.5014,"25,26",2021-09-16T17:41:30,J/ApJS/258/16/tess-ebs
18534775,1,1983.734488,0.0007368913,0.3358641,3.9121436e-07,0.757,0.115,0.166,0.9997,0.134,0.145,0.503,0.3329,0.383,0.9974,0.304,0.363,0.5042,"25,26",2021-09-16T17:41:30,J/ApJS/258/16/tess-ebs
18636142,1,1986.738554,0.0005498953,0.4315181,7.8306774e-07,0.899,0.19,0.08,0.9997,0.209,0.075,0.501,0.2693,0.109,0.9983,0.253,0.102,0.5,"25,26",2021-09-16T17:41:30,J/ApJS/258/16/tess-ebs
18914916,1,1494.113602,8.90029e-05,11.2840942,8.7383493e-05,0.081,,,,,,,0.01708,0.164,0.9999,0.018,0.025,0.497,"7,34",2021-09-16T17:39:46,J/ApJS/258/16/tess-ebs
18915591,1,1492.785036,0.0004215681,6.9856401,0.00013458994,0.434,0.054,0.21,1.0,0.053,0.202,0.5,0.07753,0.229,1.0,0.077,0.221,0.5,7,2021-09-16T17:39:42,J/ApJS/258/16/tess-ebs
19193162,1,1491.942796,0.0001246217,5.6916577,2.2636936e-05,0.384,0.045,0.139,1.0,0.047,0.124,0.5,0.06651,0.153,1.0,0.066,0.137,0.5,7,2021-09-16T17:39:42,J/ApJS/258/16/tess-ebs
19271382,1,1517.842393,0.0006923376,2.5883459,1.431887e-06,0.381,0.04,0.024,0.9999,,,,0.05698,0.028,0.0002322,,,,"8,9,35",2021-09-16T17:38:58,J/ApJS/258/16/tess-ebs
20072363,1,1438.225747,0.000995081,0.5160955,0.00036003313,0.859,0.274,0.001,0.4481,,,,,,,,,,"5,6,32,33",2021-09-16T17:41:02,J/ApJS/258/16/tess-ebs
20095466,1,1438.184844,0.0004559628,0.2118497,3.5653901e-06,0.437,0.124,0.001,0.992,,,,0.2182,0.002,0.9927,,,,"5,6",2021-09-16T17:40:05,J/ApJS/258/16/tess-ebs
20176492,1,1439.829249,0.0001250831,2.2213018,7.9679389e-06,0.557,0.121,0.464,1.0,0.124,0.083,0.499,0.1868,0.525,1.0,0.191,0.117,0.4989,5,2021-09-16T17:40:04,J/ApJS/258/16/tess-ebs
20212631,1,1930.006684,0.0007767515,0.2971598,9.0452282e-07,0.824,0.118,0.093,1.004,0.178,0.078,0.503,,,,,,,"23,24",2021-09-16T17:39:05,J/ApJS/258/16/tess-ebs
20239565,1,1929.654487,0.0002572183,6.0211645,4.8555041e-05,0.257,0.019,0.032,1.0,0.019,0.023,0.5,0.03059,0.034,0.9999,0.023,0.026,0.5,"23,24",2021-09-16T17:39:05,J/ApJS/258/16/tess-ebs
20299889,1,1951.041183,0.0007996131,7.6062167,0.001552698,0.496,0.066,0.373,0.1984,,,,0.1093,0.413,0.1985,0.085,0.124,0.7013,"23,24",2021-09-16T17:39:08,J/ApJS/258/16/tess-ebs
20876588,1,1792.31861,0.003635682,3.1497806,0.0011489881,0.532,0.073,0.134,1.0,0.073,0.125,0.498,0.1072,0.154,0.001178,0.106,0.144,0.5,18,2021-09-16T17:38:23,J/ApJS/258/16/tess-ebs
21126323,1,1987.660433,0.0004681599,1.8416171,4.0094057e-05,0.525,0.102,0.633,1.0,0.092,0.107,0.498,0.1504,0.72,1.0,0.164,0.147,0.496,"25,26",2021-09-16T17:41:32,J/ApJS/258/16/tess-ebs
21174723,1,1790.751311,0.0003162069,0.2318808,4.6077269e-07,0.557,0.088,0.376,1.012,,,,0.1908,0.745,0.0106,,,,18,2021-09-16T17:38:23,J/ApJS/258/16/tess-ebs
21184505,1,1495.179543,0.003316624,5.2919898,0.0033656751,0.876,,,-0.01404,,,0.531,,,,,,,"7,34",2021-09-16T17:39:42,J/ApJS/258/16/tess-ebs
21319374,1,1824.559272,0.0004726604,1.7609748,7.404975e-05,0.43,0.066,0.017,0.9997,0.061,0.015,0.499,0.08327,0.018,0.0001559,0.099,0.015,0.4992,19,2021-09-16T17:38:34,J/ApJS/258/16/tess-ebs
21442712,1,1438.336216,0.002017239,0.349539,4.918293e-06,0.951,0.207,0.06,0.9974,0.255,0.057,0.506,0.381,0.143,0.003291,,,,"5,6",2021-09-16T17:41:02,J/ApJS/258/16/tess-ebs
21499327,1,1875.295171,0.0007110592,14.7836424,0.00068329817,0.167,0.012,0.055,0.9999,0.012,0.054,0.5,0.01848,0.066,1.0,0.018,0.064,0.5,21,2021-09-16T17:38:47,J/ApJS/258/16/tess-ebs
21499609,1,1869.731935,0.0005848296,8.4780878,2.9503933e-05,0.205,0.03,0.333,1.0,0.02,0.108,0.438,0.04461,0.337,5.658e-05,0.029,0.119,0.4383,21,2021-09-16T17:38:49,J/ApJS/258/16/tess-ebs
21639186,1,1574.859565,0.01556476,4.7297276,0.0073496301,0.467,0.074,0.002,0.9932,,,,0.09895,0.003,0.998,,,,10,2021-09-16T17:39:51,J/ApJS/258/16/tess-ebs
21729403,1,1438.146157,0.0001487018,0.405346,1.6347065e-06,0.69,0.159,0.071,0.9992,0.155,0.066,0.501,0.2762,0.095,0.9997,0.257,0.091,0.5037,5,2021-09-16T17:40:36,J/ApJS/258/16/tess-ebs
21827849,1,1571.580823,0.0004634121,0.9426368,0.0007903763,0.458,0.062,0.029,0.9947,0.053,0.02,0.497,,,,,,,10,2021-09-16T17:36:31,J/ApJS/258/16/tess-ebs
22017780,1,1900.257173,8.973036e-05,0.3842047,4.0654934e-06,0.809,0.135,0.114,0.5002,0.131,0.106,1.0,0.2779,0.256,0.5,0.284,0.249,0.9985,"22,23",2021-09-16T17:39:01,J/ApJS/258/16/tess-ebs
22079739,1,1544.662504,0.002512081,0.6861425,0.00012851918,0.458,0.074,0.064,0.995,,,,0.1174,0.094,0.9982,,,,9,2021-09-16T17:39:01,J/ApJS/258/16/tess-ebs
22120766,1,1518.472114,0.004142242,2.496703,0.0001789429,0.683,0.074,1.629,-0.03681,,,,,,,,,,"8,9",2021-09-16T17:38:58,J/ApJS/258/16/tess-ebs
22146154,1,1549.909382,0.000327851,18.1921987,0.015550927,0.107,0.033,0.038,0.428,,,,0.009715,0.031,1.941e-05,0.02,0.013,0.431,9,2021-09-16T17:38:53,J/ApJS/258/16/tess-ebs
22221233,1,1544.767221,0.0008876495,1.8623447,0.000219832,0.686,0.117,0.059,0.9998,,,,0.1948,0.088,0.0002924,,,,9,2021-09-16T17:36:19,J/ApJS/258/16/tess-ebs
22390773,1,1572.061846,0.0003475016,11.3051195,0.00025119732,0.109,0.015,0.399,1.0,0.022,0.242,0.524,0.0229,0.419,1.0,0.031,0.257,0.5241,10,2021-09-16T17:36:22,J/ApJS/258/16/tess-ebs
22457438,1,1571.283005,0.0001795027,0.3606758,4.7402654e-07,0.717,0.114,0.185,0.9998,,,,0.2881,0.402,0.9993,0.255,0.37,0.5009,10,2021-09-16T17:36:29,J/ApJS/258/16/tess-ebs
22481474,1,1571.009183,0.0008172407,0.4403005,2.5187399e-07,0.433,0.057,0.013,1.003,0.045,0.005,0.505,0.0775,0.016,0.9998,0.076,0.011,0.5009,"10,37",2021-09-16T17:36:33,J/ApJS/258/16/tess-ebs
22538139,1,1520.180553,0.0001978751,4.6328668,9.7528433e-05,0.321,0.042,0.117,1.0,0.039,0.008,0.5,0.06471,0.114,0.9999,0.071,0.008,0.4998,8,2021-09-16T17:39:47,J/ApJS/258/16/tess-ebs
22590328,1,1843.627327,0.000379755,2.7375935,7.4263e-05,0.295,0.035,0.032,0.9999,,,,0.05556,0.038,5.891e-05,,,,20,2021-09-16T17:38:42,J/ApJS/258/16/tess-ebs
22766107,1,1492.909215,0.01951829,1.7262794,4.7833834e-05,0.408,0.031,0.006,0.9892,,,,0.07516,0.013,0.0005408,,,,"7,33,34",2021-09-16T17:39:40,J/ApJS/258/16/tess-ebs
22818693,1,1902.273162,7.99842e-05,5.6296634,2.0436636e-05,0.128,0.013,0.393,1.0,0.013,0.384,0.5,0.01914,0.43,4.973e-06,0.019,0.425,0.5,"22,23",2021-09-16T17:39:01,J/ApJS/258/16/tess-ebs
22843856,1,1790.981874,0.000905997,1.8497231,0.00010044581,0.305,0.047,0.008,0.9973,,,,0.06479,0.008,0.9977,,,,18,2021-09-16T17:38:17,J/ApJS/258/16/tess-ebs
22937402,1,1491.064988,0.000308038,1.3826827,0.00012546476,0.484,,,0.5407,,,0.515,0.1927,0.004,0.5019,0.09,0.003,0.0007252,"7,33,34",2021-09-16T17:39:45,J/ApJS/258/16/tess-ebs
23139612,1,1411.047497,1.817933e-05,0.4113067,7.7958036e-07,0.799,0.109,0.073,1.0,0.118,0.07,0.501,0.2719,0.201,0.0004103,0.276,0.197,0.5,4,2021-09-16T17:40:28,J/ApJS/258/16/tess-ebs
23221002,1,1411.032453,0.0005041986,0.4452879,7.1563354e-06,0.745,0.088,0.088,0.9992,,,,0.3131,0.348,0.0003811,0.279,0.316,0.5,4,2021-09-16T17:40:28,J/ApJS/258/16/tess-ebs
23324827,1,1543.538504,0.004954646,6.1877672,0.00081425232,0.312,0.035,0.015,0.9946,,,,0.05914,0.026,0.9957,,,,9,2021-09-16T17:38:58,J/ApJS/258/16/tess-ebs
23328912,1,1571.249904,0.0005871725,2.5640164,3.8824156e-06,0.52,0.03,0.006,0.9999,,,,0.04858,0.009,0.0001938,0.121,0.003,0.4841,"10,36",2021-09-16T17:36:28,J/ApJS/258/16/tess-ebs
23555025,1,1546.086083,0.004124063,4.7456775,0.0038224015,0.346,,,0.9915,,,0.004,,,,,,,"9,10,36",2021-09-16T17:36:22,J/ApJS/258/16/tess-ebs
23559851,1,1544.627042,0.00166714,0.3248137,1.5634006e-05,0.611,0.141,0.001,1.005,,,,0.2714,0.002,0.9978,0.328,0.001,0.4998,"9,10",2021-09-16T17:36:34,J/ApJS/258/16/tess-ebs
23753424,1,1738.987683,8.832695e-05,0.3455705,8.9780403e-08,0.94,0.262,0.02,1.006,0.242,0.015,0.502,,,,,,,"16,23",2021-09-16T17:37:49,J/ApJS/258/16/tess-ebs
24004619,1,1872.939199,0.0004205167,2.9160743,0.0003986516,0.534,0.086,0.004,1.0,,,,0.1643,0.01,0.0001305,0.129,0.004,0.4974,21,2021-09-16T17:38:48,J/ApJS/258/16/tess-ebs
24077469,1,1964.143127,0.0001817461,5.2959861,4.3991859e-05,0.297,0.036,0.36,1.0,0.035,0.267,0.5,0.05011,0.386,0.0001159,0.05,0.282,0.5,"24,25",2021-09-16T17:40:08,J/ApJS/258/16/tess-ebs
24133365,1,1628.749991,0.0004228011,7.0690407,9.0096853e-05,0.338,0.043,0.083,1.0,0.048,0.022,0.375,0.07002,0.087,6.358e-05,0.077,0.027,0.3756,12,2021-09-16T17:36:49,J/ApJS/258/16/tess-ebs
24194061,1,1627.80769,8.877554e-05,1.2624534,3.7558924e-05,0.561,0.099,0.126,1.0,0.089,0.016,0.498,0.1574,0.152,7.447e-05,0.129,0.034,0.4921,12,2021-09-16T17:36:50,J/ApJS/258/16/tess-ebs
24397947,1,1438.777823,0.03934207,10.190907,9.7706441e-05,0.26,,,0.9866,,,0.999,0.04979,0.042,0.9999,,,,"5,6,32,33",2021-09-16T17:39:34,J/ApJS/258/16/tess-ebs
24400247,1,1445.246674,0.01869661,7.2179641,0.0019400157,0.235,,,,,,,,,,,,,"5,6,32",2021-09-16T17:41:10,J/ApJS/258/16/tess-ebs
24433067,1,1441.130378,0.0015728,6.1864071,0.0010583086,0.466,0.065,0.501,0.9999,0.064,0.363,0.5,0.0957,0.561,0.0001318,0.091,0.417,0.5,5,2021-09-16T17:40:06,J/ApJS/258/16/tess-ebs
24450633,1,1438.129739,0.0009114497,0.22867,1.1365842e-06,0.617,,,,,,,,,,,,,"5,6,32,33",2021-09-16T17:40:36,J/ApJS/258/16/tess-ebs
24522770,1,1439.981679,0.002696621,2.1313403,7.8961849e-05,0.596,0.053,0.025,0.9988,,,,0.07693,0.032,6.606e-05,0.053,0.009,0.4946,5,2021-09-16T17:40:05,J/ApJS/258/16/tess-ebs
24586751,1,1438.191106,0.0001365335,0.5128316,7.0538115e-06,0.639,0.161,0.429,0.9995,0.132,0.067,0.501,0.2796,0.54,0.9992,0.278,0.158,0.5,5,2021-09-16T17:40:36,J/ApJS/258/16/tess-ebs
24588623,1,1437.157709,0.0003532215,2.7402142,6.5658385e-05,0.634,,,1.004,,,0.004,,,,,,,"5,32,33",2021-09-16T17:41:02,J/ApJS/258/16/tess-ebs
24606516,1,1438.526357,0.0001845093,0.4019809,5.9555216e-06,0.857,0.133,0.118,1.001,0.19,0.101,0.501,0.3441,0.219,0.9999,0.361,0.202,0.5,5,2021-09-16T17:40:36,J/ApJS/258/16/tess-ebs
24704862,1,1339.284959,0.2708851,17.2004992,0.11324487,0.213,0.049,0.027,0.9923,,,,0.07054,0.076,0.9767,,,,"1,2,29",2021-09-16T17:39:22,J/ApJS/258/16/tess-ebs
24733359,1,1517.651537,0.001505708,0.3785419,1.8806838e-07,0.903,0.172,0.006,0.9935,0.221,0.004,0.505,0.2013,0.01,0.5001,,,,"8,9,35",2021-09-16T17:40:50,J/ApJS/258/16/tess-ebs
24935204,1,1765.566709,0.001677377,13.443185,0.001453466,0.081,0.018,0.438,1.0,0.016,0.323,0.611,0.02593,0.471,1.151e-06,0.022,0.358,0.6109,17,2021-09-16T17:38:26,J/ApJS/258/16/tess-ebs
24972851,1,1519.458747,0.0002404122,4.0217397,3.6813187e-05,0.336,0.041,0.285,1.0,0.056,0.188,0.408,0.05898,0.311,1.0,0.081,0.207,0.4082,"8,9",2021-09-16T17:38:59,J/ApJS/258/16/tess-ebs
25078120,1,1410.772556,0.01168559,0.8232098,2.9090199e-06,0.952,0.261,0.004,0.9986,0.207,0.003,0.501,,,,,,,"4,5,6 ,7 ,8 ,9 ,10,11,12,13",2021-09-16T17:36:48,J/ApJS/258/16/tess-ebs
25078924,1,1325.961426,0.01033344,0.9043827,1.0969539e-05,0.556,0.077,0.057,0.9893,,,,0.1269,0.087,0.0008545,0.079,0.014,0.5,"1,2,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,",2021-09-16T17:36:25,J/ApJS/258/16/tess-ebs
25155310,1,1330.80831,0.001195658,3.288791,4.059091e-06,0.349,0.041,0.005,0.9991,,,,0.07417,0.008,0.9996,,,,"1,2,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10,11,12,13,27,28,29,30,31,32,33,34,36,37,38,39",2021-09-16T17:41:07,J/ApJS/258/16/tess-ebs
25156751,1,1519.753163,0.05245706,1.7431151,0.0002628013,0.445,0.104,0.009,0.999,,,,0.1614,0.011,0.0004977,,,,8,2021-09-16T17:40:50,J/ApJS/258/16/tess-ebs
25188036,1,1471.131521,0.0001415618,3.3928521,4.703912e-05,0.4,0.054,21.469,1.0,0.052,16.947,0.5,0.07405,22.928,1.0,0.075,17.9,0.5001,6,2021-09-16T17:39:32,J/ApJS/258/16/tess-ebs
