ASASSN-V,URL,TIC_ID,Is_EB,Type,Prob,Per,angDist,Match_Score
J135955.51-480837.4,https://asas-sn.osu.edu/variables/AP54679174,261570990,T,EA,1.0,1.0440046,42.438456,0
J011748.02-811947.7,https://asas-sn.osu.edu/variables/175458,261646556,T,EA,1.0,1.9250173,0.856066,4
J122340.27-561633.5,https://asas-sn.osu.edu/variables/345636,261677352,F,ROT:,0.908,198.9224824,1.542486,4
J014613.08-795153.7,https://asas-sn.osu.edu/variables/108333,261746657,F,ROT:,0.331,NON PERIODIC,0.722186,4
J070452.32+102724.2,https://asas-sn.osu.edu/variables/210830,261948194,F,HADS,0.999,0.093251,1.460685,4
J131844.20-581558.8,https://asas-sn.osu.edu/variables/364126,262126225,-,VAR,0.679,762.4538667,2.744402,4
J071453.45-232215.5,https://asas-sn.osu.edu/variables/424245,262320829,T,EA,1.0,1.7587761,1.539916,4
J043706.33+014131.0,https://asas-sn.osu.edu/variables/107210,262412046,T,EA,0.998,2.0433916,0.387292,4
J045358.96+040113.3,https://asas-sn.osu.edu/variables/110313,262434790,T,EW,1.0,0.314393,0.774679,4
J045534.46+012250.7,https://asas-sn.osu.edu/variables/110216,262465161,-,VAR,0.437,NON PERIODIC,2.249902,4
J084924.41+014619.1,https://asas-sn.osu.edu/variables/AP20782920,262605041,F,ROT,0.954,3.6725908,0.775151,4
J074638.38-614354.0,https://asas-sn.osu.edu/variables/56685,262613883,-,VAR,0.307,NON PERIODIC,0.34218,4
J013629.51+015020.4,https://asas-sn.osu.edu/variables/106217,262837838,T,EW,1.0,0.2671321,0.44392,4
J033148.91-633154.4,https://asas-sn.osu.edu/variables/81101,262876401,F,ROT:,0.493,NON PERIODIC,0.906476,4
J004550.94-784916.1,https://asas-sn.osu.edu/variables/106995,262958558,-,VAR,0.388,NON PERIODIC,0.96977,4
J173757.31-391123.5,https://asas-sn.osu.edu/variables/417186,263035184,-,VAR,0.5,681.3983632,1.418815,4
J010537.95-800340.6,https://asas-sn.osu.edu/variables/175274,263074592,F,ROT:,0.747,NON PERIODIC,0.702845,4
J011112.95-791037.5,https://asas-sn.osu.edu/variables/107183,263078276,T,EW,1.0,0.2840378,0.774872,4
J152205.21-661806.7,https://asas-sn.osu.edu/variables/AP48184151,263211771,T,EA,1.0,2.6186485,0.250638,4
J062118.89+081055.4,https://asas-sn.osu.edu/variables/AP23848414,263272042,T,EA,0.99,2.9199743,0.514739,4
J152455.37-702811.4,https://asas-sn.osu.edu/variables/420325,263662943,T,EB,1.0,0.5151778,1.236138,4
J062400.23+081802.7,https://asas-sn.osu.edu/variables/208471,263805130,-,GCAS:,0.328,NON PERIODIC,0.724523,4
J180001.83-300239.2,https://asas-sn.osu.edu/variables/290806,263925187,F,L,1.0,NON PERIODIC,115.427577,0
J182700.50+530342.6,https://asas-sn.osu.edu/variables/61707,263930790,-,VAR,0.325,NON PERIODIC,5.028525,2
J191407.12+781558.9,https://asas-sn.osu.edu/variables/AP16183429,263968694,F,ROT,0.999,1.5332212,0.127858,4
J202412.29+801326.3,https://asas-sn.osu.edu/variables/267724,264007205,-,VAR,0.271,NON PERIODIC,1.316995,4
J180024.90-300320.7,https://asas-sn.osu.edu/variables/627500,264056079,-,VAR,0.35,NON PERIODIC,88.400328,2
J205959.77+781523.1,https://asas-sn.osu.edu/variables/AP16098571,264101177,-,YSO,0.958,7.3224006,0.163954,4
J052454.57+015808.4,https://asas-sn.osu.edu/variables/143306,264459857,-,VAR,0.296,NON PERIODIC,0.207091,4
J052444.78+015046.3,https://asas-sn.osu.edu/variables/143198,264459943,-,VAR,0.514,306.7333278,1.186874,0
J052531.11+025300.2,https://asas-sn.osu.edu/variables/143322,264483228,F,ROT:,0.265,NON PERIODIC,0.351763,4
J195406.50+482507.4,https://asas-sn.osu.edu/variables/79350,264508409,-,VAR,0.501,NON PERIODIC,0.508991,4
J052650.17+030543.4,https://asas-sn.osu.edu/variables/143272,264540478,-,VAR,0.271,NON PERIODIC,1.331852,4
J052305.48+010326.6,https://asas-sn.osu.edu/variables/142601,264594193,-,VAR,0.307,NON PERIODIC,1.86341,4
J071817.46+062005.5,https://asas-sn.osu.edu/variables/221972,264688405,F,ROT:,0.327,NON PERIODIC,100.13834,0
J071817.46+062005.5,https://asas-sn.osu.edu/variables/221972,264688425,F,ROT:,0.327,NON PERIODIC,1.761846,1
J074307.25+103303.5,https://asas-sn.osu.edu/variables/126973,264983502,-,VAR,0.306,NON PERIODIC,1.226287,4
J082703.89+033051.4,https://asas-sn.osu.edu/variables/126200,265015162,-,VAR,0.44,NON PERIODIC,1.270718,4
J083049.14+021626.8,https://asas-sn.osu.edu/variables/121473,265139391,T,EA,1.0,3.5868656,2.49248,4
J061621.09+010448.6,https://asas-sn.osu.edu/variables/212060,265156838,-,VAR,0.487,871.2246539,0.656953,4
J203529.40-704615.2,https://asas-sn.osu.edu/variables/133545,265334670,T,EB,0.999,0.888406,0.507038,4
J085430.82+052751.9,https://asas-sn.osu.edu/variables/141132,265340943,F,L,0.953,NON PERIODIC,0.119189,4
J210441.67-770128.9,https://asas-sn.osu.edu/variables/130618,265435357,-,VAR,0.275,NON PERIODIC,5.754305,2
J235830.02+673845.6,https://asas-sn.osu.edu/variables/AP15626134,265461709,F,ROT,0.998,1.3010179,0.80087,2
J212704.20-623912.8,https://asas-sn.osu.edu/variables/116599,265489698,-,VAR,0.37,NON PERIODIC,1.464007,4
J220139.68-540927.5,https://asas-sn.osu.edu/variables/103754,265566844,-,VAR,0.398,NON PERIODIC,1.95932,4
J220755.10-595229.2,https://asas-sn.osu.edu/variables/118846,265591866,T,EA,0.999,2.2808199,0.54813,4
J221238.43-541730.4,https://asas-sn.osu.edu/variables/103673,265613590,-,VAR,0.417,NON PERIODIC,3.456489,4
J062125.75+021607.0,https://asas-sn.osu.edu/variables/212567,266006310,-,VAR,0.385,NON PERIODIC,0.48814,2
J040322.25+485029.0,https://asas-sn.osu.edu/variables/387636,266394699,-,VAR,0.395,NON PERIODIC,2.306042,4
J075605.38+041527.1,https://asas-sn.osu.edu/variables/146827,266610248,F,RRAB,0.994,0.4634461,1.367022,4
J015649.89-211143.9,https://asas-sn.osu.edu/variables/148245,266735682,-,VAR,0.336,NON PERIODIC,0.392813,4
J074436.59+051101.4,https://asas-sn.osu.edu/variables/AP22396568,266742662,T,EA,1.0,2.1176055,0.129502,4
J015900.49-225508.3,https://asas-sn.osu.edu/variables/148351,266769521,-,VAR,0.438,NON PERIODIC,4.408556,4
J015900.49-225508.3,https://asas-sn.osu.edu/variables/148351,266769522,-,VAR,0.438,NON PERIODIC,4.346058,4
J020011.96-181228.0,https://asas-sn.osu.edu/variables/244657,266770712,T,EB,0.999,0.790471,1.182371,4
J212824.50+464031.6,https://asas-sn.osu.edu/variables/257525,266794067,-,VAR,0.436,NON PERIODIC,0.984256,4
J020345.09-195317.2,https://asas-sn.osu.edu/variables/142675,266816672,-,VAR,0.41,NON PERIODIC,6.63904,4
J202412.11+485525.8,https://asas-sn.osu.edu/variables/251239,266920154,-,VAR,0.287,NON PERIODIC,2.178186,4
J231942.46-553642.2,https://asas-sn.osu.edu/variables/98676,266996791,-,VAR,0.364,NON PERIODIC,1.078412,4
J001353.00-744117.4,https://asas-sn.osu.edu/variables/159978,266997586,-,VAR,0.437,NON PERIODIC,0.475967,4
J001721.32-715457.3,https://asas-sn.osu.edu/variables/102872,267043786,-,VAR,0.427,NON PERIODIC,0.991676,4
J002958.91-773225.4,https://asas-sn.osu.edu/variables/AP36138209,267263809,F,ROT,0.952,0.4994029,0.339915,3
J073641.40-510827.4,https://asas-sn.osu.edu/variables/177411,267532125,F,ROT:,0.471,NON PERIODIC,1.407382,4
J204636.48+545235.4,https://asas-sn.osu.edu/variables/256480,267556582,-,VAR,0.569,NON PERIODIC,4.500046,4
J185715.57+511631.0,https://asas-sn.osu.edu/variables/52793,267572272,T,EW,1.0,0.4354657,47.777703,0
J004345.06+305618.9,https://asas-sn.osu.edu/variables/141712,267805178,T,EA,1.0,1.4863168,0.836869,4
J193229.59+562318.0,https://asas-sn.osu.edu/variables/83531,267808239,-,VAR,0.43,NON PERIODIC,2.398413,4
J073954.88-492534.8,https://asas-sn.osu.edu/variables/176636,267833722,-,VAR,0.722,828.1159254,5.05817,2
J195524.91+432605.8,https://asas-sn.osu.edu/variables/225016,268297677,T,EB,1.0,0.8851584,0.70291,4
J195515.93+434023.4,https://asas-sn.osu.edu/variables/229338,268299560,F,ROT:,0.619,NON PERIODIC,0.646026,4
J065957.06-051609.2,https://asas-sn.osu.edu/variables/360346,268363873,F,ROT:,0.514,NON PERIODIC,28.730682,0
J195511.40+464003.9,https://asas-sn.osu.edu/variables/65454,268380299,-,VAR,0.679,703.6482723,10.356489,2
J195613.51+475434.3,https://asas-sn.osu.edu/variables/63658,268383780,T,EA,0.999,2.618478,1.399349,4
J195609.73+463940.2,https://asas-sn.osu.edu/variables/APO391,268387175,T,EA,1.0,2.16388,0.046425,4
J074728.68-523121.0,https://asas-sn.osu.edu/variables/AP42942751,268433719,F,ROT,0.974,0.5312616,0.443867,4
J195638.84+450306.8,https://asas-sn.osu.edu/variables/AP14208558,268610013,T,EA,0.834,1.6796504,0.348956,4
J010945.79-201256.7,https://asas-sn.osu.edu/variables/144692,268652258,F,ROT:,0.43,NON PERIODIC,2.718871,4
J011031.37-180404.0,https://asas-sn.osu.edu/variables/202320,268686000,T,EW,1.0,0.4454219,0.490677,4
J011053.61-185737.7,https://asas-sn.osu.edu/variables/202283,268686130,T,EW,0.995,0.3782115,0.653262,4
J011302.62-223635.9,https://asas-sn.osu.edu/variables/AP16341208,268718018,T,EA,1.0,0.8854042,0.090819,4
J075057.15-481319.3,https://asas-sn.osu.edu/variables/332130,268760378,-,VAR,0.551,389.5374286,1.422216,4
J070119.27-030743.2,https://asas-sn.osu.edu/variables/330622,268772301,-,VAR,0.286,NON PERIODIC,1.142622,4
J231627.00+615746.4,https://asas-sn.osu.edu/variables/254725,268944966,-,VAR,0.414,NON PERIODIC,0.399879,0
J195820.85+464557.2,https://asas-sn.osu.edu/variables/63683,269031095,-,VAR,0.606,NON PERIODIC,1.552059,4
J050137.95+025425.5,https://asas-sn.osu.edu/variables/109996,269077015,-,VAR,0.409,NON PERIODIC,0.315546,4
J050216.10+005324.8,https://asas-sn.osu.edu/variables/110342,269078565,T,EA,0.998,4.9109016,0.870206,4
J070254.89-041423.5,https://asas-sn.osu.edu/variables/361206,269087549,-,GCAS,0.355,NON PERIODIC,2.831956,4
J043751.33+012634.4,https://asas-sn.osu.edu/variables/107358,269116670,F,ROT,0.979,0.2697915,1.667709,4
J195848.22+431744.6,https://asas-sn.osu.edu/variables/221621,269126567,-,GCAS,0.274,NON PERIODIC,0.599904,4
J232012.53+621825.7,https://asas-sn.osu.edu/variables/255236,269238622,T,EB,0.952,1.2215985,0.769389,4
J075620.45-495854.9,https://asas-sn.osu.edu/variables/335771,269402047,F,L,0.993,NON PERIODIC,3.488765,4
J075646.05-525855.2,https://asas-sn.osu.edu/variables/273111,269407223,-,VAR,0.531,NON PERIODIC,6.227931,2
J005543.32-020538.4,https://asas-sn.osu.edu/variables/280520,269505148,-,VAR,0.344,NON PERIODIC,0.537522,4
J232238.06+651758.8,https://asas-sn.osu.edu/variables/277722,269609504,T,EA,0.998,1.8589044,0.604565,4
J043111.01-783752.7,https://asas-sn.osu.edu/variables/52122,269792989,-,VAR,0.34,NON PERIODIC,6.672233,2
J044105.11-783853.8,https://asas-sn.osu.edu/variables/AP36080215,269852237,T,EB,0.983,0.5614865,0.238001,4
J095511.63-601245.4,https://asas-sn.osu.edu/variables/280162,269968307,-,VAR,0.344,262.0613289,2.040657,4
J154651.56-491905.7,https://asas-sn.osu.edu/variables/364689,270107026,F,ROT:,0.582,NON PERIODIC,2.470451,4
J172803.36+434124.0,https://asas-sn.osu.edu/variables/54568,270215222,T,EW,1.0,0.4153793,0.408446,4
J172945.57+444843.5,https://asas-sn.osu.edu/variables/86601,270256611,T,EA,0.995,0.8147402,0.499488,4
J012047.83-474249.9,https://asas-sn.osu.edu/variables/89369,270314434,T,EW,0.913,0.2697109,1.644945,4
J021258.91-812400.1,https://asas-sn.osu.edu/variables/210752,270341486,-,VAR,0.385,NON PERIODIC,1.210495,2
J020951.36+034610.7,https://asas-sn.osu.edu/variables/115881,270371961,-,VAR,0.299,NON PERIODIC,1.026449,4
J173454.26+441152.0,https://asas-sn.osu.edu/variables/AP8274634,270400213,T,EW,1.0,0.251435,0.554109,4
J152922.87+671231.2,https://asas-sn.osu.edu/variables/110436,270491862,-,VAR,0.355,NON PERIODIC,12.776313,2
J152922.87+671231.2,https://asas-sn.osu.edu/variables/110436,270491865,-,VAR,0.355,NON PERIODIC,16.898881,2
J193353.63+465814.0,https://asas-sn.osu.edu/variables/67146,270517432,F,ROT:,0.503,NON PERIODIC,0.682374,4
J164557.50+820215.8,https://asas-sn.osu.edu/variables/213112,270526513,-,GCAS:,0.418,NON PERIODIC,2.240585,4
J090620.82+010005.5,https://asas-sn.osu.edu/variables/AP27366671,270605300,T,EB,0.996,0.5946988,0.182441,4
J193443.85+435643.8,https://asas-sn.osu.edu/variables/63004,270613669,-,VAR,0.645,711.9494156,1.546558,4
J193446.42+453101.1,https://asas-sn.osu.edu/variables/AP14674285,270616815,T,EA,1.0,3.0450002,0.295495,4
J235516.69-315512.9,https://asas-sn.osu.edu/variables/116186,270622446,-,VAR,0.386,494.2346111,4.55262,4
J233205.51+640053.9,https://asas-sn.osu.edu/variables/277913,270665642,T,EB,0.997,1.5746014,0.439993,4
J055101.06-523813.8,https://asas-sn.osu.edu/variables/77637,270677813,-,VAR,0.7,NON PERIODIC,1.437325,4
J193504.89+461412.2,https://asas-sn.osu.edu/variables/67726,270698296,T,EA,0.999,1.2193301,0.663239,4
J193521.95+425653.6,https://asas-sn.osu.edu/variables/AP14187577,270704947,T,EA,1.0,7.9781622,0.342529,4
J091041.21+040252.7,https://asas-sn.osu.edu/variables/111091,270709500,F,ROT:,0.323,NON PERIODIC,0.123392,4
J084813.93-445221.8,https://asas-sn.osu.edu/variables/388972,270742379,-,VAR,0.445,NON PERIODIC,0.461976,4
J193800.09+464140.5,https://asas-sn.osu.edu/variables/63101,271040768,F,ROT:,0.85,NON PERIODIC,19.475368,0
J082040.08-273025.8,https://asas-sn.osu.edu/variables/479985,271116239,T,EA,1.0,9.43174,1.911913,1
J193806.37+432347.2,https://asas-sn.osu.edu/variables/APO364,271158877,T,EA,0.671,0.78626,0.025584,2
J193832.58+460359.1,https://asas-sn.osu.edu/variables/64268,271164763,F,ROT:,0.69,NON PERIODIC,0.392448,4
J084925.47-465204.6,https://asas-sn.osu.edu/variables/389713,271186951,T,EA,0.998,2.0943372,0.752677,4
J084924.60-472919.0,https://asas-sn.osu.edu/variables/387716,271190727,-,GCAS:,0.432,332.3347471,1.483896,4
J075805.89+071245.0,https://asas-sn.osu.edu/variables/148731,271204362,-,VAR,0.349,NON PERIODIC,3.706057,4
J233743.01+641809.4,https://asas-sn.osu.edu/variables/277429,271529021,-,GCAS,0.303,NON PERIODIC,2.9123,4
J233820.00+642001.8,https://asas-sn.osu.edu/variables/276786,271529113,T,EA,0.999,2.3372618,2.038893,4
J194054.76+464705.9,https://asas-sn.osu.edu/variables/63339,271547896,-,VAR,0.356,NON PERIODIC,0.316002,4
J194111.50+465513.7,https://asas-sn.osu.edu/variables/64016,271548206,F,ROT:,0.706,NON PERIODIC,0.027059,4
J071354.48-722325.9,https://asas-sn.osu.edu/variables/151557,271594955,T,EW,1.0,0.4116362,0.452972,4
J071402.13-744241.4,https://asas-sn.osu.edu/variables/151406,271596290,F,ROT:,0.616,NON PERIODIC,1.25441,4
J071502.19-720250.0,https://asas-sn.osu.edu/variables/151405,271640350,-,VAR,0.47,NON PERIODIC,0.679573,4
J072611.78-755417.1,https://asas-sn.osu.edu/variables/79631,271799672,T,EA,0.411,0.4923794,0.171096,4
J194313.09+474015.3,https://asas-sn.osu.edu/variables/APO372,271877841,T,EA,0.998,4.07491,0.04861,4
J073152.76-723328.3,https://asas-sn.osu.edu/variables/AP39316596,271891668,F,SR,1.0,448.0841581,102.345693,0
J073228.27-744552.6,https://asas-sn.osu.edu/variables/AP38141177,271900514,F,ROT:,0.884,NON PERIODIC,0.816566,4
J194252.01+430952.9,https://asas-sn.osu.edu/variables/64232,271958272,T,EW,1.0,0.390496,0.322839,4
J073603.90-773802.6,https://asas-sn.osu.edu/variables/79717,271973682,F,L,0.991,NON PERIODIC,0.981881,4
J073925.62-734609.2,https://asas-sn.osu.edu/variables/162167,271999940,T,EB,1.0,0.5642235,0.902572,4
J194435.96+473911.5,https://asas-sn.osu.edu/variables/AP14233227,272079818,T,EW,0.984,0.4423684,0.471304,4
J153350.49-614818.8,https://asas-sn.osu.edu/variables/412784,272113696,-,VAR,0.65,739.4397317,0.41689,4
J194403.96+432612.5,https://asas-sn.osu.edu/variables/63763,272176884,T,EW,1.0,0.8354579,0.310268,4
J194414.07+424009.9,https://asas-sn.osu.edu/variables/AP14168776,272179220,F,ROT,0.999,38.173923,0.465048,4
J194451.82+455949.2,https://asas-sn.osu.edu/variables/62828,272276185,F,ROT:,0.294,NON PERIODIC,1.707503,4
J234344.45+613655.1,https://asas-sn.osu.edu/variables/AP13544136,272324340,T,EB,0.993,0.433363,0.354809,4
J234536.61+595422.0,https://asas-sn.osu.edu/variables/212287,272539879,-,VAR,0.65,NON PERIODIC,1.15881,4
J194655.48+435027.2,https://asas-sn.osu.edu/variables/63469,272609309,-,VAR,0.284,NON PERIODIC,0.63943,4
J234610.49+613733.6,https://asas-sn.osu.edu/variables/AP13544343,272622914,T,EB,0.998,1.3156878,0.445317,4
J153257.81+704215.5,https://asas-sn.osu.edu/variables/102061,272650576,F,ROT:,0.313,NON PERIODIC,1.681055,4
J194744.38+445101.3,https://asas-sn.osu.edu/variables/63351,272720444,-,VAR,0.707,710.9791757,0.904805,2
J155257.43+684330.3,https://asas-sn.osu.edu/variables/102062,272781956,-,VAR,0.283,NON PERIODIC,1.326514,4
J194828.75+473726.3,https://asas-sn.osu.edu/variables/APO379,272841995,T,EB,0.999,0.44528,0.047554,2
J194758.34+470849.3,https://asas-sn.osu.edu/variables/63776,272843045,-,VAR,0.771,NON PERIODIC,1.607849,4
J194901.09+442243.3,https://asas-sn.osu.edu/variables/62933,273038330,F,ROT:,0.236,NON PERIODIC,7.258807,0
J194901.09+442243.3,https://asas-sn.osu.edu/variables/62933,273038338,F,ROT:,0.236,NON PERIODIC,2.735844,4
J194848.59+455059.5,https://asas-sn.osu.edu/variables/AP14225454,273042299,T,EA,0.999,1.5882524,0.059402,4
J194834.44+461343.0,https://asas-sn.osu.edu/variables/63768,273043307,T,EA,0.999,3.5564507,0.535052,0
J210335.67+454505.5,https://asas-sn.osu.edu/variables/262533,273066197,-,HMXB,,406.4888125,0.383124,4
J210353.56+461946.9,https://asas-sn.osu.edu/variables/264663,273173532,-,VAR,0.484,NON PERIODIC,3.906382,4
J195057.76+425946.1,https://asas-sn.osu.edu/variables/225180,273501820,T,EA,0.999,1.6555037,1.054346,4
J195143.07+472327.1,https://asas-sn.osu.edu/variables/63216,273594336,-,VAR,0.668,NON PERIODIC,1.011601,4
J200338.38+395458.8,https://asas-sn.osu.edu/variables/203485,273629437,-,VAR,0.269,NON PERIODIC,1.207526,4
J123658.79-541220.6,https://asas-sn.osu.edu/variables/277344,273817886,-,VAR,0.339,NON PERIODIC,3.005545,0
J195235.76+471636.5,https://asas-sn.osu.edu/variables/63458,273872891,-,VAR,0.329,NON PERIODIC,1.459008,4
J195329.05+474851.5,https://asas-sn.osu.edu/variables/64125,273874851,T,EA,1.0,2.0451146,1.40554,4
J201847.23+362027.1,https://asas-sn.osu.edu/variables/205005,273885188,-,VAR,0.674,NON PERIODIC,0.974952,4
J031436.46+024519.0,https://asas-sn.osu.edu/variables/107233,274039311,-,VAR,0.417,NON PERIODIC,2.744952,4
J031452.09+020607.2,https://asas-sn.osu.edu/variables/107141,274039489,F,ROT:,0.35,NON PERIODIC,0.425222,1
J031759.13+023010.3,https://asas-sn.osu.edu/variables/104416,274088422,-,VAR,0.406,NON PERIODIC,1.306876,4
J200219.38+395505.5,https://asas-sn.osu.edu/variables/203481,274347939,-,VAR,0.311,NON PERIODIC,3.277039,4
J200204.03+394555.4,https://asas-sn.osu.edu/variables/203570,274348764,F,ROT:,0.335,NON PERIODIC,1.487053,4
J165618.44+524155.2,https://asas-sn.osu.edu/variables/76851,274509791,-,VAR,0.353,NON PERIODIC,2.720294,4
J165659.13+494647.9,https://asas-sn.osu.edu/variables/53902,274551602,T,EB,1.0,0.3803118,1.244135,4
J170101.37+492317.1,https://asas-sn.osu.edu/variables/84992,274599035,T,EB,0.999,1.1141297,1.588334,4
J060615.33+482213.5,https://asas-sn.osu.edu/variables/120764,274602479,F,ROT:,0.29,NON PERIODIC,1.126432,4
J200453.12+374511.1,https://asas-sn.osu.edu/variables/203690,274645120,T,EB,1.0,0.9009081,0.631674,4
J170509.08+491232.1,https://asas-sn.osu.edu/variables/84833,274676647,T,EW,1.0,0.3543322,0.294286,4
J095735.09-570256.5,https://asas-sn.osu.edu/variables/359276,274791367,T,EA,0.995,1.2071973,1.663948,4
J153441.35+264250.7,https://asas-sn.osu.edu/variables/59327,274945059,-,VAR,0.753,840.1636633,0.794641,2
J003428.99+733330.1,https://asas-sn.osu.edu/variables/AP4676852,274949927,F,RRC,0.809,0.2919878,0.133695,4
J171059.83+461720.8,https://asas-sn.osu.edu/variables/85959,274969703,-,VAR,0.387,NON PERIODIC,1.227771,4
J175325.65+210813.2,https://asas-sn.osu.edu/variables/68712,275063368,-,VAR,0.362,NON PERIODIC,0.327175,4
J213249.38+403634.5,https://asas-sn.osu.edu/variables/257498,275119073,F,ROT:,0.482,NON PERIODIC,1.020274,4
J175433.41+230042.1,https://asas-sn.osu.edu/variables/585876,275141150,T,EA,1.0,3.7729747,1.259877,4
J175439.86+193026.2,https://asas-sn.osu.edu/variables/448009,275147680,T,EA,1.0,0.69547,0.276282,4
J095328.44+020325.7,https://asas-sn.osu.edu/variables/95110,275254541,-,VAR,0.458,NON PERIODIC,0.826736,4
J004539.70+745914.5,https://asas-sn.osu.edu/variables/261741,275259749,-,VAR,0.349,NON PERIODIC,3.552898,4
J201911.75+441546.2,https://asas-sn.osu.edu/variables/208540,275537496,T,EB,1.0,0.8562649,1.309609,4
J193253.03+455038.0,https://asas-sn.osu.edu/variables/67355,275575030,T,EB,1.0,1.0458721,0.098135,4
J033714.62+691049.1,https://asas-sn.osu.edu/variables/256154,275911914,F,ROT:,0.848,NON PERIODIC,2.93419,4
J135247.65-464409.2,https://asas-sn.osu.edu/variables/81516,275921029,-,GCAS,0.412,NON PERIODIC,1.422337,2
J160309.34-484321.8,https://asas-sn.osu.edu/variables/355012,275927504,-,GCAS,0.342,NON PERIODIC,0.766113,4
J215551.58+573243.3,https://asas-sn.osu.edu/variables/262462,276119305,T,EA,1.0,2.5784835,1.045426,4
J201325.94+325528.6,https://asas-sn.osu.edu/variables/212665,276162169,T,EA,0.998,2.5500836,2.431574,4
J034503.92+704334.1,https://asas-sn.osu.edu/variables/256634,276232142,-,VAR,0.353,NON PERIODIC,1.520239,4
J082236.04+510524.5,https://asas-sn.osu.edu/variables/AP7104072,276252961,T,EA,0.92,0.3117511,0.131855,3
J151353.09-373920.7,https://asas-sn.osu.edu/variables/84427,276457924,F,ROT:,0.361,NON PERIODIC,1.240412,4
J053310.01-674359.5,https://asas-sn.osu.edu/variables/AP36281098,276793048,F,SR,0.6,129.5377094,0.26764,4
J053320.90-673031.5,https://asas-sn.osu.edu/variables/147127,276793501,F,SR,0.981,356.6993051,115.064619,2
J203754.29+542954.9,https://asas-sn.osu.edu/variables/251899,276914715,-,VAR,0.291,NON PERIODIC,0.723934,4
J053448.27-694235.6,https://asas-sn.osu.edu/variables/AP36255443,276935987,T,EB,0.596,4.2508645,1.251599,4
J053448.27-694235.6,https://asas-sn.osu.edu/variables/AP36255443,276935996,T,EB,0.596,4.2508645,27.209326,2
J053436.08-694535.2,https://asas-sn.osu.edu/variables/AP36255430,276936320,T,EB,0.61,12.2203601,1.260047,4
J182600.97-791557.2,https://asas-sn.osu.edu/variables/125348,276963370,T,EW,1.0,0.372404,3.524272,4
J053519.15-694309.0,https://asas-sn.osu.edu/variables/AP36255447,277022714,T,EW,0.93,4.6831308,1.487848,2
J053519.15-694309.0,https://asas-sn.osu.edu/variables/AP36255447,277022838,T,EW,0.93,4.6831308,102.479462,2
J053516.33-694038.4,https://asas-sn.osu.edu/variables/6475,277022967,-,SDOR:,,NON PERIODIC,1.558929,4
J053555.42-690956.8,https://asas-sn.osu.edu/variables/6198,277025286,F,RRAB,0.43,0.9978677,116.00582,2
J053625.78-692256.4,https://asas-sn.osu.edu/variables/6197,277172980,-,GCAS:,0.648,502.6738103,0.736126,4
J053647.16-692952.6,https://asas-sn.osu.edu/variables/10420,277173650,-,GCAS:,0.425,649.8364422,0.516912,4
J053816.06-692332.0,https://asas-sn.osu.edu/variables/7680,277298891,F,ROT:,0.876,NON PERIODIC,110.356267,0
J185502.78-335930.7,https://asas-sn.osu.edu/variables/201810,277373390,-,VAR,0.312,NON PERIODIC,3.554316,0
J204313.98+570651.6,https://asas-sn.osu.edu/variables/90292,277502552,-,GCAS,0.402,NON PERIODIC,2.665066,4
J204429.87+540606.8,https://asas-sn.osu.edu/variables/256158,277565268,-,VAR,0.331,NON PERIODIC,0.924894,4
J101350.76+015927.7,https://asas-sn.osu.edu/variables/99132,277712294,F,ROT:,0.8,417.6136669,1.2077,4
J185702.00-344912.7,https://asas-sn.osu.edu/variables/202064,278003738,F,ROT:,0.514,NON PERIODIC,4.606181,4
J070030.76-794144.6,https://asas-sn.osu.edu/variables/79376,278024057,-,VAR,0.743,445.3328005,1.537679,4
J115316.94-363439.6,https://asas-sn.osu.edu/variables/80353,278056525,-,VAR,0.369,NON PERIODIC,1.83214,4
J213733.24+490455.0,https://asas-sn.osu.edu/variables/207077,278068108,T,EB,1.0,1.6257814,0.486706,4
J213751.35+482412.6,https://asas-sn.osu.edu/variables/207172,278075650,T,EB,1.0,0.7603583,0.313142,4
J213759.34+482914.7,https://asas-sn.osu.edu/variables/206671,278076037,F,ROT:,0.256,NON PERIODIC,0.90791,4
J071029.21-814625.4,https://asas-sn.osu.edu/variables/178732,278137593,T,EW,0.996,0.5905153,0.165834,4
J203143.75+505213.0,https://asas-sn.osu.edu/variables/253045,278678404,T,EA,1.0,2.2831,0.570467,4
J063806.72-560452.9,https://asas-sn.osu.edu/variables/AP43027072,278731274,F,ROT:,0.871,NON PERIODIC,0.382946,4
J064034.48-571444.9,https://asas-sn.osu.edu/variables/166559,278822321,T,EB,1.0,0.639137,0.737047,4
J064152.94-554741.9,https://asas-sn.osu.edu/variables/AP43027901,278825952,T,EA,1.0,4.7811257,0.164061,4
J222519.30-362926.9,https://asas-sn.osu.edu/variables/118793,278829112,F,DSCT:,0.922,0.1228875,0.400936,2
J064226.98-595028.3,https://asas-sn.osu.edu/variables/166431,278863611,T,EW,1.0,0.3891951,41.651544,0
J064418.77-552713.2,https://asas-sn.osu.edu/variables/59778,278895603,-,VAR,0.424,NON PERIODIC,0.57799,4
J064557.88-550144.1,https://asas-sn.osu.edu/variables/59838,278955132,-,VAR,0.374,937.6241314,2.259771,4
J064541.27-570817.1,https://asas-sn.osu.edu/variables/AP42877770,278956474,T,EA,0.905,5.4878621,0.213928,4
J064624.33-570131.2,https://asas-sn.osu.edu/variables/AP42877877,278959439,F,ROT,0.772,1.3385448,0.317974,4
