subject_id,eb_score,num_votes_eb,num_votes_transit,num_users,num_comments,updated_at
28349178,1,1,0,1,1,2018-12-04 22:19:39.676000+00:00
28394874,1,1,0,2,2,2018-12-07 20:27:13.327000+00:00
28394979,1,1,0,1,1,2018-12-12 22:03:50.031000+00:00
28395014,3,3,0,8,9,2021-07-20 02:27:35.367000+00:00
28395015,3,3,0,3,3,2018-12-08 16:42:21.908000+00:00
28395016,2,2,0,2,2,2018-12-09 00:39:13.923000+00:00
28395110,2,2,0,4,4,2019-01-17 16:42:52.809000+00:00
28395111,2,2,0,3,3,2018-12-08 14:06:29.226000+00:00
28395112,3,3,0,4,4,2018-12-14 14:40:29.321000+00:00
28395113,2,2,0,2,2,2018-12-14 14:22:29.775000+00:00
28395231,1,1,0,1,1,2018-12-06 21:35:30.062000+00:00
28395238,4,4,0,7,7,2019-01-18 10:16:56.873000+00:00
28395239,1,1,0,1,1,2018-12-08 14:02:33.348000+00:00
28395240,1,1,0,1,1,2018-12-08 10:35:28.630000+00:00
28395286,1,1,0,3,3,2018-12-09 12:56:59.242000+00:00
28395287,1,1,0,1,1,2018-12-09 11:45:39.364000+00:00
28395288,2,2,0,3,3,2018-12-12 17:47:28.958000+00:00
28395289,1,1,0,2,2,2019-01-05 16:18:41.067000+00:00
28395290,1,2,1,3,3,2018-12-09 16:58:28.985000+00:00
28395299,1,1,0,2,2,2018-12-12 13:47:19.359000+00:00
28395300,1,1,0,1,1,2018-12-06 20:23:47.339000+00:00
28395365,1,1,0,2,2,2019-01-28 15:58:12.358000+00:00
28395414,2,2,0,4,4,2019-01-14 22:32:19.586000+00:00
28395416,1,1,0,1,1,2018-12-08 14:03:17.033000+00:00
28395622,0,3,3,8,8,2019-03-26 09:01:53.775000+00:00
28395623,2,2,0,4,4,2019-10-19 19:06:34.331000+00:00
28395624,3,3,0,5,5,2018-12-14 23:16:38.606000+00:00
28395625,1,2,1,3,3,2018-12-11 07:19:06.094000+00:00
28395702,1,1,0,5,5,2019-01-14 16:23:20.941000+00:00
28395703,0,1,1,2,2,2018-12-09 01:25:52.401000+00:00
28395704,2,2,0,2,2,2018-12-09 12:41:41.368000+00:00
28395705,5,5,0,6,6,2018-12-11 04:25:02.321000+00:00
28395847,1,1,0,4,4,2018-12-12 19:21:03.151000+00:00
28395885,-1,3,4,8,10,2019-01-14 16:06:04.122000+00:00
28395888,-1,1,2,4,4,2019-01-14 16:12:49.412000+00:00
28395939,1,1,0,4,4,2019-01-13 18:26:25.612000+00:00
28395940,1,1,0,2,2,2018-12-08 12:21:56.418000+00:00
28395945,1,1,0,2,2,2018-12-12 07:58:38.714000+00:00
28396018,2,2,0,4,4,2019-01-13 19:07:21.589000+00:00
28396019,5,5,0,5,5,2018-12-17 14:09:22.600000+00:00
28396022,1,1,0,2,2,2018-12-06 21:15:30.404000+00:00
28396025,1,1,0,1,1,2018-12-06 21:13:42.841000+00:00
28396088,0,2,2,8,8,2019-10-19 19:11:16.781000+00:00
28396089,0,2,2,4,4,2018-12-14 21:56:53.743000+00:00
28396092,0,1,1,2,2,2018-12-09 09:01:56.633000+00:00
28396094,-1,1,2,2,3,2018-12-09 05:53:43.389000+00:00
28396142,1,1,0,1,1,2018-12-08 23:04:15.697000+00:00
28396175,1,1,0,1,1,2018-12-06 21:52:38.200000+00:00
28396177,1,1,0,3,3,2019-01-13 18:52:32.147000+00:00
28396193,0,1,1,1,2,2019-01-11 10:16:29.228000+00:00
28396511,0,1,1,3,3,2018-12-13 02:56:01.307000+00:00
28396614,1,1,0,4,4,2020-02-29 18:26:45.483000+00:00
28396616,1,1,0,1,1,2018-12-07 01:29:23.879000+00:00
28396620,4,4,0,7,7,2018-12-14 21:48:33.519000+00:00
28396621,2,2,0,4,4,2018-12-14 21:39:12.268000+00:00
28396652,1,1,0,1,1,2018-12-07 15:12:17.288000+00:00
28396653,0,1,1,2,2,2018-12-12 03:04:28.873000+00:00
28396723,1,1,0,2,2,2018-12-13 19:31:21.221000+00:00
28396882,1,1,0,1,1,2018-12-10 14:18:46.024000+00:00
28397000,1,1,0,2,2,2018-12-14 02:18:57.494000+00:00
28397014,1,1,0,1,1,2018-12-09 07:56:39.008000+00:00
28397021,4,4,0,4,4,2018-12-08 17:25:58.423000+00:00
28397023,2,2,0,5,5,2018-12-14 02:24:24.341000+00:00
28397110,0,1,1,2,2,2019-01-12 02:48:50.085000+00:00
28397117,0,2,2,3,6,2019-01-11 10:07:50.805000+00:00
28397120,0,1,1,3,3,2018-12-14 07:00:08.583000+00:00
28397266,1,1,0,1,1,2018-12-06 20:01:50.258000+00:00
28397288,1,1,0,2,2,2019-01-12 13:58:07.178000+00:00
28397292,1,1,0,2,2,2018-12-08 10:59:13.608000+00:00
28397299,-2,1,3,5,5,2018-12-08 06:48:46.309000+00:00
28397304,-1,2,3,6,6,2019-02-26 10:27:28.030000+00:00
28397354,1,1,0,2,2,2019-01-12 15:18:38.634000+00:00
28397359,1,1,0,1,1,2018-12-08 22:29:58.933000+00:00
28397365,1,1,0,1,1,2018-12-10 17:17:48.589000+00:00
28397386,2,2,0,4,4,2019-01-12 15:45:05.185000+00:00
28397393,1,1,0,1,1,2018-12-06 21:33:18.827000+00:00
28397531,1,1,0,1,1,2018-12-09 12:26:46.040000+00:00
28397581,0,1,1,1,1,2018-12-10 14:41:26.972000+00:00
28397853,1,1,0,1,1,2018-12-07 20:19:55.833000+00:00
28398150,2,2,0,5,5,2018-12-10 20:55:02.269000+00:00
28398151,2,4,2,6,6,2019-01-15 14:11:41.892000+00:00
28398154,2,2,0,3,3,2018-12-14 12:42:03.058000+00:00
28398155,3,3,0,6,6,2018-12-13 18:39:37.555000+00:00
28398273,1,1,0,2,2,2019-01-16 01:59:06.402000+00:00
28398275,4,4,0,4,4,2018-12-14 07:26:35.825000+00:00
28398278,1,1,0,1,1,2018-12-08 20:17:57.774000+00:00
28398328,1,1,0,2,2,2018-12-12 20:52:51.527000+00:00
28398407,1,1,0,4,4,2018-12-11 13:58:17.974000+00:00
28398408,4,4,0,6,6,2018-12-14 04:18:43.100000+00:00
28398410,1,1,0,4,5,2018-12-13 07:43:53.446000+00:00
28398411,5,5,0,5,5,2018-12-14 12:55:06.254000+00:00
28398575,-3,1,4,6,8,2019-01-19 09:00:09.846000+00:00
28398577,0,1,1,4,4,2018-12-12 21:26:39.763000+00:00
28398578,-1,1,2,2,2,2018-12-10 20:54:19.882000+00:00
28398579,-2,1,3,4,7,2018-12-12 21:28:37.164000+00:00
28398587,1,1,0,1,1,2018-12-09 13:01:57.740000+00:00
28398662,1,1,0,2,2,2019-01-18 14:06:57.439000+00:00
28398698,1,1,0,1,1,2018-12-08 06:48:08.617000+00:00
28399054,1,1,0,1,1,2018-12-07 18:43:35.060000+00:00
28399242,0,1,1,3,3,2018-12-15 18:17:37.816000+00:00
28399296,1,1,0,3,3,2019-01-22 03:55:58.475000+00:00
28399298,1,1,0,1,1,2018-12-11 02:00:18.737000+00:00
28399302,3,3,0,3,3,2018-12-11 19:19:24.698000+00:00
28399410,0,1,1,5,5,2019-01-22 13:19:56.296000+00:00
28399413,0,1,1,3,3,2018-12-11 12:04:03.384000+00:00
28399582,-1,1,2,6,6,2019-01-23 23:43:59.031000+00:00
28399589,-1,1,2,3,3,2018-12-09 12:33:53.649000+00:00
28399791,1,1,0,1,1,2018-12-06 19:32:53.105000+00:00
28399863,1,1,0,1,1,2018-12-09 19:57:34.329000+00:00
28400001,-2,1,3,4,6,2018-12-14 08:32:57.156000+00:00
28400073,0,1,1,4,4,2019-01-25 13:06:48.870000+00:00
28400084,2,2,0,2,2,2018-12-08 15:04:52.156000+00:00
28400151,-1,1,2,4,7,2018-12-10 19:31:11.559000+00:00
28400156,1,2,1,6,7,2019-02-04 18:08:44.503000+00:00
28400392,0,1,1,1,1,2018-12-09 14:01:42.165000+00:00
28400517,1,1,0,3,3,2018-12-09 23:01:32.089000+00:00
28400601,1,1,0,2,2,2018-12-12 08:06:19.722000+00:00
28400607,1,1,0,3,3,2018-12-10 05:49:05.764000+00:00
28400609,1,1,0,3,3,2018-12-10 06:35:09.321000+00:00
28400638,2,2,0,5,5,2019-01-30 02:42:53.580000+00:00
28400639,2,2,0,4,4,2018-12-14 01:50:17.313000+00:00
28400731,2,2,0,9,11,2022-04-29 21:16:29.529000+00:00
28400732,4,4,0,4,4,2018-12-11 14:19:11.339000+00:00
28400734,1,1,0,4,4,2018-12-08 13:00:18.532000+00:00
28400736,3,3,0,3,5,2018-12-10 22:30:13.051000+00:00
28401080,1,1,0,3,3,2018-12-09 17:08:47.481000+00:00
28401095,1,1,0,4,4,2019-02-01 14:26:19.352000+00:00
28401148,-1,1,2,3,3,2018-12-13 07:21:36.900000+00:00
28401226,4,4,0,6,6,2019-02-02 12:08:04.789000+00:00
28401229,0,1,1,1,1,2018-12-06 19:01:44.561000+00:00
28401231,1,1,0,3,3,2018-12-09 20:14:52.172000+00:00
28401237,5,5,0,5,5,2018-12-14 01:52:52.441000+00:00
28401276,1,1,0,3,3,2019-02-02 10:56:40.072000+00:00
28401280,1,1,0,1,1,2018-12-08 12:42:18.717000+00:00
28401285,1,1,0,1,1,2018-12-06 21:39:33.413000+00:00
28401415,1,1,0,1,1,2018-12-11 19:47:10.269000+00:00
28401427,2,2,0,4,4,2019-02-02 18:21:45.452000+00:00
28401428,1,1,0,4,4,2018-12-10 21:03:09.703000+00:00
28401431,1,1,0,1,1,2018-12-08 08:33:21.327000+00:00
28401432,0,1,1,2,2,2018-12-06 21:31:08.547000+00:00
28401456,3,3,0,4,4,2019-02-03 00:46:38.017000+00:00
28401457,2,2,0,3,4,2018-12-12 19:30:00.292000+00:00
28401459,4,4,0,6,6,2018-12-08 21:16:12.060000+00:00
28401461,2,2,0,2,2,2018-12-07 08:08:08.452000+00:00
28401575,1,2,1,3,3,2019-02-03 14:13:51.534000+00:00
28401578,1,3,2,6,7,2018-12-13 12:22:50.495000+00:00
28401579,2,3,1,5,6,2018-12-14 23:37:11.329000+00:00
28401581,2,3,1,5,5,2018-12-14 20:50:47.537000+00:00
28402164,1,1,0,1,1,2018-12-08 03:11:21.449000+00:00
28402279,1,1,0,3,3,2019-02-05 19:23:51.160000+00:00
28402281,2,2,0,2,2,2018-12-10 12:03:35.871000+00:00
28402282,0,1,1,2,2,2018-12-12 18:22:21.756000+00:00
28402286,3,3,0,4,4,2018-12-13 05:12:22.881000+00:00
28402288,2,2,0,2,2,2018-12-13 00:49:08.384000+00:00
28402299,1,1,0,1,1,2018-12-06 20:21:14.326000+00:00
28402446,1,1,0,4,4,2019-02-07 12:52:19.547000+00:00
28402487,1,1,0,2,2,2018-12-07 08:34:38.809000+00:00
28402860,1,1,0,1,1,2018-12-11 14:17:27.037000+00:00
28402918,0,1,1,1,1,2018-12-11 16:53:36.594000+00:00
28402950,2,2,0,4,4,2019-02-08 15:36:39.443000+00:00
28402954,1,3,2,4,6,2019-01-12 11:21:55.157000+00:00
28402955,2,2,0,3,3,2018-12-10 23:13:36.599000+00:00
28402959,1,1,0,2,2,2018-12-11 12:10:13.362000+00:00
28403077,1,1,0,1,1,2018-12-13 04:58:50.920000+00:00
28403085,1,1,0,1,1,2018-12-15 04:54:14.604000+00:00
28403271,1,1,0,2,2,2019-02-09 15:54:27.845000+00:00
28403282,1,1,0,3,3,2018-12-08 13:13:56.167000+00:00
28403285,1,1,0,1,1,2018-12-07 23:10:34.610000+00:00
28403332,2,2,0,4,4,2018-12-13 12:26:22.572000+00:00
28403334,0,1,1,6,6,2018-12-14 06:15:32.457000+00:00
28403337,2,2,0,4,4,2018-12-13 15:52:34.592000+00:00
28403548,1,1,0,4,4,2019-02-10 12:19:58.934000+00:00
28403551,1,1,0,1,1,2018-12-10 03:02:28.859000+00:00
28403552,0,1,1,2,2,2018-12-09 20:32:04.241000+00:00
28403554,0,2,2,6,6,2018-12-14 13:29:54.479000+00:00
28403592,1,1,0,1,1,2018-12-14 18:33:00.370000+00:00
28403885,1,1,0,2,2,2018-12-08 20:22:41.432000+00:00
28403886,3,3,0,3,3,2018-12-09 23:16:18.029000+00:00
28403890,0,2,2,4,4,2019-05-15 23:27:50.228000+00:00
28403895,2,2,0,4,4,2019-10-23 01:30:52.182000+00:00
28404102,1,1,0,2,2,2019-02-11 10:00:40.874000+00:00
28404103,1,1,0,1,1,2018-12-06 21:08:58.055000+00:00
28404107,4,5,1,8,8,2019-02-11 10:04:16.477000+00:00
28404111,4,4,0,7,7,2018-12-12 13:42:13.982000+00:00
28404113,5,6,1,6,6,2019-03-20 09:54:26.036000+00:00
28404114,1,1,0,4,4,2018-12-09 11:21:39.344000+00:00
28404154,1,1,0,2,2,2018-12-09 17:59:16.315000+00:00
28404211,0,1,1,3,3,2018-12-08 16:16:18.316000+00:00
28404213,3,3,0,4,4,2018-12-13 08:33:09.870000+00:00
28404217,3,3,0,4,4,2018-12-12 22:34:03.984000+00:00
28404366,1,1,0,1,1,2018-12-11 10:04:55.023000+00:00
28404426,3,4,1,6,6,2019-02-12 14:55:49.204000+00:00
28404430,1,2,1,2,2,2018-12-08 07:58:17.464000+00:00
28404432,2,2,0,3,3,2018-12-11 15:35:09.856000+00:00
28404434,0,1,1,2,2,2018-12-09 13:20:07.869000+00:00
28404635,1,2,1,4,4,2018-12-10 18:53:15.557000+00:00
28404638,2,2,0,2,2,2018-12-14 23:07:07.552000+00:00
28404771,-8,1,9,15,17,2022-03-21 15:48:54.810000+00:00
28404881,1,1,0,2,2,2019-02-13 14:22:51.445000+00:00
28404966,1,1,0,1,1,2018-12-07 19:34:15.691000+00:00
28405024,-2,1,3,3,5,2019-02-12 20:46:29.584000+00:00
28405468,1,1,0,2,2,2018-12-14 23:53:51.654000+00:00
28405489,1,1,0,2,2,2018-12-11 08:11:01.877000+00:00
28405493,1,2,1,2,2,2018-12-08 14:54:10.413000+00:00
28405494,1,1,0,4,4,2018-12-09 13:46:15.666000+00:00
28405497,1,1,0,1,1,2018-12-06 21:23:47.014000+00:00
28405798,1,1,0,2,2,2022-02-13 09:58:42.623000+00:00
28405818,1,1,0,1,1,2018-12-07 14:42:36.214000+00:00
28405862,2,2,0,5,5,2019-02-15 14:48:20.490000+00:00
28405868,1,1,0,2,2,2018-12-09 20:08:07.295000+00:00
28405869,2,2,0,3,3,2018-12-13 19:48:55.403000+00:00
28405872,1,1,0,1,1,2018-12-06 21:19:08.575000+00:00
28405935,0,1,1,4,4,2019-02-15 15:28:05.104000+00:00
28405939,2,2,0,2,2,2018-12-08 23:34:25.042000+00:00
28405946,3,4,1,5,5,2018-12-13 11:52:48.375000+00:00
28406043,1,1,0,3,4,2019-02-16 03:23:36.308000+00:00
28406046,2,2,0,2,2,2018-12-10 20:54:04.680000+00:00
28406047,2,2,0,2,2,2018-12-06 21:21:33.805000+00:00
28406054,2,4,2,8,8,2018-12-14 21:40:31.984000+00:00
28406058,1,1,0,1,1,2018-12-15 03:11:55.396000+00:00
28406074,1,1,0,1,1,2018-12-10 19:24:37.187000+00:00
28406354,1,1,0,1,1,2018-12-11 09:11:02.768000+00:00
28406369,3,3,0,6,6,2019-02-16 15:27:32.086000+00:00
28406380,1,2,1,4,4,2018-12-09 23:28:51.107000+00:00
28406486,-1,1,2,3,3,2018-12-13 13:50:27.962000+00:00
28406529,2,2,0,2,2,2018-12-14 13:30:52.538000+00:00
28406542,3,3,0,5,5,2018-12-13 14:43:35.382000+00:00
28406546,1,1,0,2,2,2022-05-08 16:42:54.855000+00:00
28406555,1,1,0,1,1,2018-12-14 05:28:45.680000+00:00
28406784,1,1,0,1,1,2018-12-11 16:13:51.600000+00:00
28406840,2,3,1,5,5,2019-02-20 13:34:32.199000+00:00
28406841,3,3,0,8,9,2018-12-14 02:03:39.676000+00:00
28406845,1,1,0,1,1,2018-12-09 00:35:38.100000+00:00
28406847,3,3,0,4,4,2018-12-12 12:03:01.565000+00:00
28406900,1,1,0,1,1,2018-12-08 06:20:16.583000+00:00
28406967,2,2,0,4,4,2019-06-17 21:58:47.472000+00:00
28406970,1,1,0,1,1,2018-12-07 13:28:54.311000+00:00
28406973,3,3,0,4,5,2018-12-08 16:26:32.646000+00:00
28406974,3,3,0,4,4,2018-12-12 08:34:53.508000+00:00
28407054,1,2,1,4,4,2019-02-21 12:18:05.303000+00:00
28407055,4,7,3,8,8,2018-12-14 21:28:39.621000+00:00
28407059,3,3,0,4,4,2018-12-14 03:29:13.964000+00:00
28407088,4,4,0,6,6,2018-12-17 14:21:23.446000+00:00
28407157,1,1,0,4,4,2019-02-22 02:25:40.951000+00:00
28407159,0,1,1,2,2,2018-12-08 08:18:32.611000+00:00
28407163,1,1,0,3,3,2018-12-11 19:32:05.989000+00:00
28407164,3,3,0,5,5,2018-12-14 21:48:59.176000+00:00
28407298,1,1,0,2,2,2018-12-10 04:06:37.760000+00:00
28407419,1,1,0,1,1,2018-12-09 13:00:29.353000+00:00
28407465,3,3,0,4,4,2019-02-23 13:56:48.911000+00:00
28407471,-1,2,3,5,5,2018-12-13 18:46:55.548000+00:00
28407472,0,1,1,2,2,2018-12-10 06:24:03.397000+00:00
28407570,2,2,0,3,3,2018-12-09 13:38:54.104000+00:00
28407572,1,3,2,7,7,2019-02-23 15:23:24.068000+00:00
28407575,2,2,0,4,4,2018-12-09 20:03:58.553000+00:00
28407576,0,1,1,1,1,2018-12-09 12:32:17.108000+00:00
28407577,2,2,0,2,2,2018-12-13 12:45:49.179000+00:00
28407579,3,3,0,4,4,2018-12-13 20:33:15.748000+00:00
28407580,2,2,0,2,2,2018-12-07 23:08:18.693000+00:00
28407583,2,2,0,2,2,2018-12-09 22:35:55.866000+00:00
28408328,1,1,0,2,2,2018-12-10 13:14:57.744000+00:00
28408388,2,2,0,5,5,2019-02-27 20:06:08.339000+00:00
28408389,2,2,0,3,3,2018-12-11 12:31:41.674000+00:00
28408390,4,4,0,5,5,2018-12-10 14:43:48.545000+00:00
28408394,6,6,0,6,6,2018-12-14 05:14:55.975000+00:00
28408621,1,1,0,1,1,2018-12-22 22:25:51.283000+00:00
28408749,-1,1,2,3,4,2018-12-13 16:57:56.499000+00:00
28408832,3,3,0,6,6,2018-12-14 08:26:04.691000+00:00
28408833,1,1,0,4,4,2019-03-01 02:06:26.354000+00:00
28408834,2,2,0,5,5,2018-12-09 20:35:00.063000+00:00
28408837,2,2,0,3,3,2018-12-11 00:24:50.118000+00:00
28409101,1,1,0,2,2,2018-12-09 20:23:44.199000+00:00
28409168,1,1,0,1,1,2018-12-07 16:28:16.996000+00:00
28409171,1,1,0,1,1,2018-12-13 17:57:00.289000+00:00
28409172,0,1,1,3,4,2019-03-04 10:22:10.771000+00:00
28409177,0,1,1,2,2,2018-12-08 12:12:46.445000+00:00
28409178,3,4,1,5,5,2018-12-13 19:35:59.041000+00:00
28409180,1,1,0,3,3,2018-12-10 18:12:45.856000+00:00
28409287,2,2,0,3,3,2019-03-05 13:28:38.016000+00:00
28409294,1,1,0,1,1,2018-12-09 23:08:47.186000+00:00
28409644,1,1,0,1,1,2018-12-10 17:01:38.246000+00:00
28409660,-1,1,2,3,3,2018-12-12 16:53:23.357000+00:00
28409661,1,1,0,2,2,2018-12-09 07:00:04.717000+00:00
28409818,1,1,0,1,1,2018-12-07 18:16:28.063000+00:00
28409832,1,1,0,3,3,2018-12-10 21:18:46.404000+00:00
28410140,0,1,1,2,2,2018-12-12 13:16:39.077000+00:00
28410220,1,1,0,1,1,2018-12-09 03:08:10.621000+00:00
28410237,0,1,1,3,3,2018-12-26 07:02:39.799000+00:00
28410353,1,1,0,2,2,2018-12-09 23:31:35.703000+00:00
28410471,1,1,0,2,2,2018-12-07 16:04:15.807000+00:00
28410479,1,1,0,2,2,2019-03-12 17:30:32.903000+00:00
28410651,0,1,1,1,1,2018-12-09 07:41:44.945000+00:00
28410661,2,2,0,2,2,2018-12-06 22:46:34.892000+00:00
28410867,-2,2,4,8,8,2019-03-15 16:26:28.680000+00:00
28410868,0,1,1,2,2,2018-12-08 12:10:56.298000+00:00
28410869,2,2,0,2,2,2018-12-10 15:46:51.700000+00:00
28410878,1,1,0,1,1,2018-12-09 16:40:06.749000+00:00
28410916,1,1,0,5,5,2019-03-15 18:15:40.634000+00:00
28411026,1,1,0,3,3,2018-12-06 21:02:54.127000+00:00
28411045,-2,1,3,3,3,2018-12-14 12:10:52.125000+00:00
28411049,1,1,0,2,2,2019-03-16 02:58:54.698000+00:00
28411151,1,1,0,1,1,2018-12-18 20:47:53.294000+00:00
28411172,1,1,0,2,2,2018-12-11 10:33:47.613000+00:00
28411236,1,1,0,1,1,2018-12-16 18:09:29.347000+00:00
28411294,0,1,1,2,2,2018-12-09 06:30:52.116000+00:00
28411322,1,1,0,1,1,2018-12-08 23:42:14.537000+00:00
28411367,1,1,0,2,2,2018-12-11 20:59:07.140000+00:00
28411408,0,1,1,2,2,2018-12-12 23:10:28.078000+00:00
28411632,1,3,2,6,8,2019-03-19 08:56:20.926000+00:00
28411634,1,1,0,2,2,2018-12-10 21:25:45.722000+00:00
28411641,3,3,0,3,3,2018-12-09 19:21:16.394000+00:00
28411746,3,3,0,5,5,2019-03-19 20:08:29.042000+00:00
28411749,1,1,0,1,1,2018-12-09 18:36:29.486000+00:00
28411750,1,1,0,1,1,2018-12-06 22:22:16.997000+00:00
28411756,2,2,0,5,5,2018-12-12 00:59:08.730000+00:00
28411759,1,1,0,4,5,2018-12-10 16:15:59.101000+00:00
28411762,1,1,0,2,2,2018-12-08 12:20:52.902000+00:00
28411764,1,1,0,1,1,2018-12-08 20:13:24.196000+00:00
28411767,2,2,0,3,6,2018-12-10 16:42:26.430000+00:00
28411927,0,2,2,5,6,2019-03-21 03:39:26.520000+00:00
28411935,2,3,1,5,5,2018-12-13 12:54:44.485000+00:00
28412218,1,1,0,1,1,2018-12-10 17:09:36.534000+00:00
28412286,1,1,0,1,1,2018-12-13 00:36:04.596000+00:00
28412380,1,1,0,1,1,2018-12-08 14:38:40.120000+00:00
28412381,1,1,0,1,1,2018-12-07 15:31:19.562000+00:00
28412452,0,1,1,6,6,2018-12-12 21:12:40.645000+00:00
28412649,1,3,2,5,7,2019-03-23 08:59:09.982000+00:00
28412654,1,1,0,2,2,2018-12-11 11:41:46.086000+00:00
28412662,-2,1,3,5,5,2018-12-14 02:31:56.897000+00:00
28412663,2,2,0,2,2,2018-12-13 15:47:22.876000+00:00
28412712,1,1,0,2,2,2018-12-07 18:00:15.036000+00:00
28412729,1,1,0,1,1,2018-12-07 14:19:27.466000+00:00
28412808,5,5,0,7,7,2019-03-23 16:40:33.928000+00:00
28412809,2,2,0,3,3,2018-12-13 15:48:36.513000+00:00
28412811,2,3,1,4,4,2018-12-10 18:45:51.781000+00:00
28412818,4,4,0,5,5,2019-06-14 21:39:37.489000+00:00
28412926,0,1,1,2,2,2018-12-10 12:13:36.900000+00:00
28412936,3,3,0,3,3,2018-12-13 05:06:09.861000+00:00
28412941,1,1,0,1,1,2018-12-09 23:05:38.101000+00:00
28412944,1,1,0,1,1,2018-12-10 16:19:54.107000+00:00
28413166,0,1,1,1,1,2018-12-09 08:44:26.208000+00:00
28413350,-1,1,2,4,5,2019-03-27 11:04:19.205000+00:00
28413362,-1,1,2,3,4,2018-12-25 12:31:50.594000+00:00
28413376,-1,1,2,8,11,2019-11-29 17:40:32.612000+00:00
28413458,1,1,0,1,1,2018-12-07 14:00:04.995000+00:00
28413530,1,1,0,1,1,2018-12-09 23:37:14.112000+00:00
28413542,1,1,0,1,1,2018-12-06 19:14:48.925000+00:00
28413633,2,2,0,4,4,2019-03-28 21:01:18.590000+00:00
28413636,1,1,0,5,5,2019-10-23 01:58:34.787000+00:00
28413642,4,5,1,5,5,2019-06-14 21:44:42.382000+00:00
28413645,3,3,0,4,7,2018-12-13 20:24:20.167000+00:00
28413690,1,1,0,1,1,2018-12-13 16:30:37.650000+00:00
28413715,1,1,0,1,1,2018-12-10 13:29:22.897000+00:00
28413832,1,1,0,2,2,2018-12-09 20:09:44.384000+00:00
28413881,1,1,0,1,1,2018-12-10 17:56:02.653000+00:00
28413985,3,3,0,6,6,2019-03-31 01:58:06.878000+00:00
28413991,2,2,0,3,3,2018-12-13 11:01:58.751000+00:00
28413993,2,2,0,2,2,2018-12-09 15:39:11.523000+00:00
28413994,0,1,1,2,4,2019-03-31 02:08:47.882000+00:00
28413996,3,3,0,4,4,2018-12-09 20:30:13.744000+00:00
28414022,2,2,0,3,3,2019-03-31 10:06:52.898000+00:00
28414026,1,1,0,1,1,2018-12-09 01:16:05.788000+00:00
28414028,1,1,0,1,1,2018-12-06 23:54:13.187000+00:00
28414030,2,2,0,3,3,2018-12-10 23:06:27.379000+00:00
28414297,1,1,0,1,1,2018-12-08 02:41:32.112000+00:00
28414584,2,2,0,3,3,2019-04-01 20:36:46.400000+00:00
28414643,0,1,1,2,2,2022-02-13 10:02:22.931000+00:00
28414876,2,2,0,6,16,2019-04-03 10:03:36.584000+00:00
28414877,1,1,0,1,1,2018-12-11 15:38:35.355000+00:00
28414958,-2,1,3,4,4,2018-12-11 02:03:28.236000+00:00
28414967,0,1,1,2,2,2018-12-08 20:57:49.497000+00:00
28414968,2,2,0,2,2,2018-12-09 18:19:35.908000+00:00
28415039,1,1,0,2,2,2019-04-04 13:59:57.454000+00:00
28415301,1,1,0,3,3,2019-04-05 15:10:16.750000+00:00
28415305,-3,2,5,8,10,2019-04-05 15:14:35.223000+00:00
28415931,-3,1,4,4,6,2019-08-11 10:48:02.716000+00:00
28416057,1,1,0,3,3,2019-04-07 12:44:19.800000+00:00
28416064,1,1,0,1,1,2018-12-13 00:24:51.668000+00:00
28416143,0,1,1,2,2,2018-12-22 20:22:37.688000+00:00
28416235,1,1,0,1,1,2018-12-16 14:54:32.329000+00:00
28416276,-1,1,2,2,3,2018-12-07 15:29:58.172000+00:00
28416344,1,1,0,2,2,2018-12-09 13:48:20.278000+00:00
28416859,1,1,0,4,4,2019-04-11 15:00:14.613000+00:00
28416869,1,1,0,1,1,2018-12-08 13:55:08.450000+00:00
28417227,1,1,0,2,2,2019-04-13 08:29:25.362000+00:00
28417229,1,1,0,2,2,2018-12-12 03:39:48.683000+00:00
28417233,1,1,0,1,1,2018-12-13 13:49:51.619000+00:00
28417245,1,1,0,2,2,2018-12-11 07:46:08.801000+00:00
28417432,1,1,0,1,1,2018-12-09 10:08:40.543000+00:00
28417587,1,1,0,5,5,2019-04-14 09:30:25.593000+00:00
28417593,0,1,1,2,2,2018-12-09 19:18:18.384000+00:00
28417594,1,3,2,5,5,2018-12-11 10:54:58.889000+00:00
28417596,-3,1,4,5,5,2018-12-11 19:32:52.203000+00:00
28418051,2,2,0,3,3,2019-04-16 11:11:01.367000+00:00
28418055,5,5,0,7,7,2018-12-24 04:12:09.022000+00:00
28418063,3,3,0,5,5,2018-12-14 02:40:45.095000+00:00
28418064,1,1,0,1,1,2018-12-08 11:02:20.702000+00:00
28418338,0,1,1,2,2,2018-12-10 18:39:57.958000+00:00
28418367,0,1,1,5,5,2019-04-19 08:36:00.558000+00:00
28418484,2,2,0,3,3,2018-12-07 21:49:11.696000+00:00
28418486,3,3,0,4,4,2018-12-11 09:21:00.375000+00:00
28418490,2,2,0,5,12,2020-10-21 11:36:57.516000+00:00
28418528,1,1,0,2,2,2018-12-11 19:17:25.569000+00:00
28418687,1,1,0,2,2,2018-12-11 17:27:30.643000+00:00
28419118,5,5,0,8,8,2019-04-22 19:54:51.157000+00:00
28419125,3,3,0,4,4,2018-12-11 14:47:27.670000+00:00
28419134,2,2,0,2,2,2018-12-07 22:01:48.826000+00:00
28419504,1,1,0,2,2,2019-04-24 09:08:03.224000+00:00
28419557,0,1,1,1,1,2018-12-15 05:18:09.032000+00:00
