sec	time

5	1444.0354207576916

5	1447.027093550868

5	1447.0284824389514

5	1447.0298713272675

5	1447.0312602153508

5	1447.0326491034343

5	1447.0340379917502

5	1447.0354268798335

5	1450.0270838014458

5	1450.0284726823104

5	1450.029861563176

5	1450.0312504440417

5	1450.0326393251407

5	1450.034028206006

5	1450.035417086871

5	1451.553468257841

5	1451.5548571477875

5	1451.5562460375013

5	1451.557634927446

5	1454.5895731444111

5	1454.5909620262087

5	1454.5923509080044

5	1454.5937397898012

5	1454.5951286715986

5	1454.596517553629

5	1454.5979064354256

5	1457.5895499805283

5	1457.5909388551077

5	1457.592327729686

5	1457.593716604265

5	1457.5951054788447

5	1457.5964943534236

5	1457.5978832280025

5	1460.5895116219099

5	1460.5909004895047

5	1460.5922893570987

5	1460.5936782246936

5	1460.595067092288

5	1460.5964559598815

5	1460.5978448274764

5	1463.589457398703

5	1463.5908462588473

5	1463.5922351192235

5	1463.5936239793662

5	1463.5950128395102

5	1463.5964016998873

5	1463.5977905600307

6	1468.38284207703

6	1468.3842309585943

6	1468.385619840624

6	1468.3870087221885

6	1468.3883976037523

6	1468.3897864853163

6	1468.3911753668808

6	1471.5078138528233

6	1471.5092027241433

6	1471.5105915954628

6	1471.511980466782

6	1471.513369338102

6	1471.5147582094214

6	1471.5161470802755

6	1474.6327629164696

6	1474.6341517775436

6	1474.6355406386192

6	1474.6369295001602

6	1474.6383183612343

6	1474.6397072223099

6	1474.6410960833853

6	1481.278455675099

6	1481.2798445291878

6	1481.2812333828128

6	1481.2826222369035

6	1481.2840110905267

6	1481.2853999446174

6	1481.2867887982422

6	1484.403365335913

6	1484.404754179759

6	1484.4061430236043

6	1484.4075318674495

6	1484.4089207112957

6	1484.4103095551409

6	1484.4116983989861

6	1487.5282531502312

6	1487.5296419842975

6	1487.5310308188295

6	1487.5324196528968

6	1487.5338084869638

6	1487.5351973210304

6	1487.5365861555624

7	1491.630620474674

7	1491.6320094048929

7	1491.6333983351126

7	1491.634787265332

7	1494.7987619709409

7	1494.8001508927787

7	1494.8015398150822

7	1494.8029287369197

7	1494.804317659223

7	1494.8057065810615

7	1494.807095502899

7	1497.923826553869

7	1497.9252154668593

7	1497.92660437985

7	1497.9279932928403

7	1497.9293822058305

7	1497.9307711192862

7	1497.9321600322762

7	1501.0488700921578

7	1501.0502589953683

7	1501.051647898114

7	1501.0530368013258

7	1501.0544257040715

7	1501.055814607282

7	1501.0572035100276

7	1504.7044498984137

7	1504.7058388034877

7	1504.7072277085606

7	1504.7086166131696

7	1507.8614223650056

7	1507.862811261232

7	1507.864200157924

7	1507.8655890546158

7	1507.8669779513086

7	1507.8683668480005

7	1507.869755744692

7	1510.9864295756051

7	1510.9878184634501

7	1510.9892073508283

7	1510.990596238207

7	1510.9919851255859

7	1510.9933740134304

7	1510.9947629008097

7	1514.1114154561003

7	1514.1128043337

7	1514.114193210835

7	1514.1155820884348

7	1514.1169709655685

7	1514.1183598427026

7	1514.1197487203033

8	1517.346775200645

8	1517.3481641047833

8	1517.3495530089226

8	1517.350941913061

8	1520.5079189838539

8	1520.50930788287

8	1520.51069678142

8	1520.512085680436

8	1520.5134745794528

8	1520.5148634780035

8	1520.5162523770186

8	1523.6329305607867

8	1523.6343194500241

8	1523.6357083392604

8	1523.6370972280315

8	1523.6384861172694

8	1523.6398750065073

8	1523.641263895744

8	1526.7579194003756

8	1526.7593082789028

8	1526.7606971574291

8	1526.7620860354905

8	1526.7634749140175

8	1526.764863792079

8	1526.7662526706063

8	1530.2634295977666

8	1530.264818470706

8	1530.2662073441106

8	1530.2675962175153

8	1536.5494536928086

8	1536.550842553175

8	1536.5522314135414

8	1536.5536202743733

8	1536.5550091347395

8	1536.5563979951057

8	1536.557786855472

8	1539.6743784111395

8	1539.6757672612612

8	1539.6771561113828

8	1539.6785449615045

8	1539.67993381116

8	1539.6813226612817

8	1539.682711511404

9	1543.2220584191934

9	1543.223447325672

9	1543.224836232151

9	1543.2262251386308

9	1546.3832168466943

9	1546.3846057541048

9	1546.3859946615153

9	1546.387383568925

9	1546.3887724763363

9	1546.3901613837472

9	1546.391550291157

9	1549.5082492580823

9	1549.5096381571116

9	1549.5110270561402

9	1549.512415955168

9	1549.5138048541967

9	1549.5151937532253

9	1549.5165826522532

9	1552.6332611435382

9	1552.6346500323216

9	1552.6360389215706

9	1552.6374278103547

9	1552.6388166991387

9	1552.6402055883877

9	1552.6415944771718

9	1556.7290665516691

9	1556.7304554302093

9	1556.7318443087488

9	1556.733233186822

9	1559.9040422890582

9	1559.905431164338

9	1559.9068200396187

9	1559.9082089153642

9	1559.909597790644

9	1559.910986665924

9	1559.9123755412031

9	1563.0290028687098

9	1563.0303917356077

9	1563.0317806029707

9	1563.0331694698677

9	1563.0345583367657

9	1563.0359472041293

9	1563.0373360710266

9	1566.1539429652628

9	1566.1553318219155

9	1566.156720679034

9	1566.1581095356873

9	1566.1594983928064

9	1566.1608872494598

9	1566.162276106579

10	1569.4372906703159

10	1569.4386795721148

10	1569.4400684739137

10	1569.4414573757138

10	1572.6123310067849

10	1572.6137199132413

10	1572.615108819232

10	1572.6164977252222

10	1572.6178866312123

10	1572.6192755376685

10	1572.6206644436593

10	1575.7373629849928

10	1575.7387518849293

10	1575.7401407844006

10	1575.741529684338

10	1575.7429185838087

10	1575.744307483745

10	1575.7456963832167

10	1578.8623784391555

10	1578.86376733071

10	1578.8651562217995

10	1578.866545113355

10	1578.8679340049093

10	1578.8693228964637

10	1578.8707117875535

10	1582.7679153321449

10	1582.769304201351

10	1582.7706930705574

10	1582.7720819397634

10	1585.9248272000734

10	1585.9262160753335

10	1585.9276049501275

10	1585.928993825388

10	1585.930382700183

10	1585.931771575443

10	1585.933160450237

10	1589.049789897116

10	1589.051178766323

10	1589.0525676355298

10	1589.0539565047359

10	1589.0553453734767

10	1589.056734242682

10	1589.0581231118874

10	1592.1747371318204

10	1592.176125993111

10	1592.1775148544014

10	1592.1789037156911

10	1592.180292577447

10	1592.1816814387369

10	1592.1830703000276

11	1596.777523598008

11	1596.7789125077272

11	1596.780301416981

11	1596.7816903266992

11	1599.945633522688

11	1599.9470224356658

11	1599.9484113486449

11	1599.9498002611583

11	1599.9511891741367

11	1599.9525780871152

11	1599.9539670000934

11	1603.070682887908

11	1603.0720717962306

11	1603.073460704553

11	1603.0748496128742

11	1603.0762385211954

11	1603.0776274295172

11	1603.0790163378394

11	1606.19571992656

11	1606.1971088288276

11	1606.19849773063

11	1606.1998866328984

11	1606.2012755351664

11	1606.2026644374353

11	1606.2040533392385

11	1610.7818467321924

11	1610.7832356097804

11	1610.784624486903

11	1610.7860133640254

11	1613.9457154240197

11	1613.9471043044016

11	1613.9484931852496

11	1613.9498820656315

11	1613.951270946014

11	1613.9526598268615

11	1613.9540487072438

11	1617.0706923074551

11	1617.0720811836457

11	1617.0734700598366

11	1617.074858936028

11	1617.07624781222

11	1617.0776366884108

11	1617.0790255646014

11	1620.195657408686

11	1620.197046279289

11	1620.198435149426

11	1620.1998240200294

11	1620.2012128901677

11	1620.202601760305

11	1620.2039906309083

12	1624.9547619167288

12	1624.9561508245847

12	1624.9575397324415

12	1624.9589286402984

12	1628.1117518437482

12	1628.1131407525354

12	1628.1145296617879

12	1628.1159185710412

12	1628.1173074798285

12	1628.118696389081

12	1628.1200852983343

12	1631.2367935596324

12	1631.2381824651602

12	1631.2395713706878

12	1631.240960276215

12	1631.242349181743

12	1631.243738086806

12	1631.245126992333

12	1634.3618254826274

12	1634.3632143834984

12	1634.3646032839033

12	1634.3659921847748

12	1634.367381085181

12	1634.3687699855864

12	1634.370158886457

12	1637.4868454576545

12	1637.4882343520067

12	1637.4896232463584

12	1637.4910121407106

12	1637.4924010350624

12	1637.4937899294146

12	1637.4951788242313

12	1640.0382292402633

12	1640.039618118782

12	1640.041006997767

12	1640.0423958762858

12	1643.195152741016

12	1643.1965416200005

12	1643.1979304989864

12	1643.1993193779713

12	1643.2007082569557

12	1643.2020971364066

12	1643.2034860153917

12	1646.3201263924516

12	1646.3215152677121

12	1646.3229041429718

12	1646.3242930177653

12	1646.3256818930254

12	1646.3270707678194

12	1646.3284596430785

12	1649.445089919926

12	1649.446478790529

12	1649.447867660666

12	1649.4492565308037

12	1649.450645400941

12	1649.4520342710787

12	1649.4534231412163

13	1653.920583418015

13	1653.9219723421677

13	1653.92336126632

13	1653.924750190473

13	1657.3414915641235

13	1657.3428804817574

13	1657.3442693993904

13	1657.345658317024

13	1657.3470472346582

13	1657.3484361522912

13	1657.34982507039

13	1660.7165564387249

13	1660.7179453521674

13	1660.7193342651437

13	1660.7207231785858

13	1660.7221120920292

13	1660.7235010054726

13	1660.724889918449

13	1664.0916100042662

13	1664.0929989130525

13	1664.0943878218384

13	1664.0957767301581

13	1664.0971656389436

13	1664.0985545477297

13	1664.0999434560501

13	1668.624992858642

13	1668.6263817474044

13	1668.6277706361664

13	1668.629159524929

13	1672.0499865267327

13	1672.05137541177

13	1672.052764296341

13	1672.0541531809129

13	1672.055542065484

13	1672.056930950055

13	1672.0583198346274

13	1675.424970700353

13	1675.4263595802674

13	1675.4277484601823

13	1675.4291373400981

13	1675.4305262200126

13	1675.431915099927

13	1675.4333039798419

13	1678.799943180293

13	1678.8013320555517

13	1678.8027209308095

13	1678.8041098060671

13	1678.805498681326

13	1678.8068875565848

13	1678.8082764318426

13	1682.1749052950875

13	1682.1762941642926

13	1682.1776830334968

13	1682.1790719027015

13	1682.1804607719057

13	1682.1818496411104

13	1682.183238510316

14	1683.3502931117491

14	1683.3516819779265

14	1683.3530708442204

14	1683.3544597105147

14	1687.9002183049956

14	1687.9016071710566

14	1687.902996037118

14	1687.9043849031796

14	1687.905773769358

14	1687.9071626354194

14	1687.9085515014804

14	1692.400144063483

14	1692.4015329295444

14	1692.402921795489

14	1692.4043106615509

14	1692.4056995274966

14	1692.4070883935574

14	1692.408477259502

14	1697.3403383171544

14	1697.341727173321

14	1697.3431160296036

14	1697.3445048857702

14	1701.6291258145955

14	1701.6305146708787

14	1701.6319035272782

14	1701.6332923835603

14	1701.6346812398424

14	1701.6360700962414

14	1701.6374589525249

14	1705.8790264762292

14	1705.8804153328613

14	1705.8818041894924

14	1705.8831930461247

14	1705.8845819027574

14	1705.8859707592728

14	1705.8873596159042

15	1711.3570434696858

15	1711.358432317457

15	1711.3598211652284

15	1711.361210013001

15	1715.645819281479

15	1715.6472081371671

15	1715.6485969926227

15	1715.649985848311

15	1715.6513747037664

15	1715.6527635594546

15	1715.65415241491

15	1719.8957255183825

15	1719.897114379193

15	1719.8985032400035

15	1719.8998921008142

15	1719.9012809616247

15	1719.9026698224352

15	1719.904058683246

15	1724.9331289795634

15	1724.9345178408396

15	1724.935906702348

15	1724.9372955638562

15	1729.2288926980768

15	1729.2302815682006

15	1729.2316704380914

15	1729.2330593082145

15	1729.234448178105

15	1729.2358370482286

15	1729.2372259183524

15	1733.4788439404656

15	1733.4802328161775

15	1733.4816216921213

15	1733.483010567833

15	1733.4843994435446

15	1733.4857883194893

15	1733.487177195201

16	1738.6513568761015

16	1738.6527457801972

16	1738.6541346842928

16	1738.655523588855

16	1744.5277739225046

16	1744.5291628130967

16	1744.530551703689

16	1744.531940594281

16	1744.5333294848733

16	1744.534718375

16	1744.536107265592

16	1751.6555497993268

16	1751.6569386815372

16	1751.6583275637472

16	1751.6597164459567

16	1757.5277012674455

16	1757.5290901342892

16	1757.5304790011323

16	1757.531867867976

16	1757.5332567348196

16	1757.534645601197

16	1757.5360344680407

17	1764.6840285513526

17	1764.6854175025028

17	1764.6868064531873

17	1764.6881954043374

17	1768.5911143528224

17	1768.5925032844148

17	1768.5938922160074

17	1768.5952811480654

17	1768.596670079658

17	1768.598059011251

17	1768.5994479433098

17	1772.4662193523895

17	1772.4676082737374

17	1772.4689971955518

17	1772.4703861169003

17	1772.4717750387138

17	1772.4731639605275

17	1772.4745528818753

17	1777.7288356392469

17	1777.730224560129

17	1777.7316134805455

17	1777.7330024014277

17	1777.7343913218442

17	1781.7788955131466

17	1781.7802844149373

17	1781.7816733167274

17	1781.7830622185174

17	1781.7844511203077

17	1781.7858400225634

17	1781.7872289243537

17	1785.778916658824

17	1785.7803055494385

17	1785.781694440519

17	1785.7830833315998

17	1785.784472222214

17	1785.7858611132945

17	1785.787250004375

18	1790.6566169255188

18	1790.6580058180134

18	1790.659394710974

18	1790.6607836034673

18	1794.9454833354403

18	1794.946872209774

18	1794.9482610836412

18	1794.949649957974

18	1794.9510388318408

18	1794.9524277061741

18	1794.9538165800427

18	1799.1954205057204

18	1799.1968093684122

18	1799.1981982315697

18	1799.1995870947267

18	1799.2009759574184

18	1799.202364820576

18	1799.2037536837333

18	1803.4481187610631

18	1803.4495076246862

18	1803.4508964878432

18	1803.4522853510007

18	1807.9868869328056

18	1807.9882757768712

18	1807.9896646214024

18	1807.9910534654678

18	1807.9924423099988

18	1807.993831154064

18	1807.9952199981294

18	1812.4867236590635

18	1812.4881124924186

18	1812.489501325308

18	1812.4908901586632

18	1812.4922789920183

18	1812.4936678249078

18	1812.495056658263

19	1816.082886319065

19	1816.084275249746

19	1816.085664180427

19	1816.0870531111082

19	1816.0884420417901

19	1821.132995019398

19	1821.134383929125

19	1821.1357728388516

19	1821.137161748577

19	1821.1385506583035

19	1821.1399395680305

19	1821.1413284777568

19	1826.1330415596476

19	1826.1344304535417

19	1826.1358193474348

19	1826.1372082413286

19	1826.1385971352224

19	1826.1399860291165

19	1826.141374923011

19	1828.964994078467

19	1828.9663829793458

19	1828.9677718802247

19	1828.9691607811042

19	1828.970549681983

19	1834.2580470600872

19	1834.2594359386148

19	1834.2608248171427

19	1834.262213695669

19	1834.2636025741963

19	1834.2649914522576

19	1834.2663803307846

19	1839.5079766117901

19	1839.509365474019

19	1839.5107543357817

19	1839.5121431980112

19	1839.5135320597751

19	1839.5149209220035

19	1839.5163097837667

20	1842.503590669546

20	1842.5049796044223

20	1842.5063685392984

20	1842.5077574741754

20	1847.924567896179

20	1847.9259568133607

20	1847.927345730542

20	1847.9287346472565

20	1847.9301235644384

20	1847.9315124816203

20	1847.932901398335

20	1853.2996440637212

20	1853.3010329632077

20	1853.3024218626938

20	1853.3038107621796

20	1853.3051996616655

20	1853.3065885611516

20	1853.307977460638

20	1856.3954951694404

20	1856.3968840717203

20	1856.398272974

20	1856.3996618762808

20	1856.4010507785606

20	1861.9455106703458

20	1861.9468995544655

20	1861.948288438119

20	1861.9496773217725

20	1861.9510662054258

20	1861.952455089545

20	1861.9538439731991

20	1867.4454556918677

20	1867.4468445573605

20	1867.4482334228537

20	1867.4496222883465

20	1867.451011154305

20	1867.4524000197976

20	1867.4537888852901

21	1870.4338233156932

21	1870.4352122612645

21	1870.4366012068363

21	1870.437990151942

21	1876.7159974905685

21	1876.7173864221693

21	1876.7187753542362

21	1876.7201642858377

21	1876.7215532174391

21	1876.7229421490406

21	1876.724331080642

21	1882.9661472190555

21	1882.9675361287707

21	1882.968925038951

21	1882.9703139486655

21	1882.971702858381

21	1882.9730917685627

21	1882.9744806782778

21	1884.9245072365873

21	1884.9258961490882

21	1884.9272850615894

21	1884.9286739745553

21	1891.4662569185246

21	1891.4676458161236

21	1891.469034714189

21	1891.4704236122554

21	1891.4718125098552

21	1891.473201407921

21	1891.4745903055207

22	1899.3062811795771

22	1899.307670084638

22	1899.3090589896985

22	1899.31044789476

22	1905.966060398073

22	1905.967449291493

22	1905.9688381844473

22	1905.9702270774008

22	1905.9716159708207

22	1905.973004863775

22	1905.9743937567293

22	1913.5729607490096

22	1913.5743496200778

22	1913.5757384906794

22	1913.5771273617472

22	1920.3617513574952

22	1920.3631402192498

22	1920.3645290810048

22	1920.3659179422946

22	1920.3673068040496

22	1920.368695665804

22	1920.3700845270926

23	1928.1031851869523

23	1928.1045741092337

23	1928.1059630312814

23	1928.107351953562

23	1936.1519934352968

23	1936.1533823547836

23	1936.1547712740373

23	1936.156160193291

23	1936.1575491127778

23	1936.1589380320322

23	1936.1603269515197

23	1941.835425765693

23	1941.8368146651562

23	1941.8382035648528

23	1941.8395924645495

23	1949.8813284107168

23	1949.882717308318

23	1949.8841062059194

23	1949.8854951035198

23	1949.8868840011205

23	1949.8882728982553

23	1949.889661795856

24	1955.791452678411

24	1955.7928415942729

24	1955.7942305101349

24	1955.7956194258795

24	1969.2681061930389

24	1969.2694951013339

24	1969.2708840096286

24	1969.2722729178065

24	1977.0668156256022

24	1977.0682045320339

24	1977.069593438582

24	1977.0709823450136

24	1977.072371251445

24	1977.0737601579924

24	1977.0751490644232

25	1983.6293909126618

25	1983.6307798069727

25	1983.6321687015152

25	1983.6335575958249

25	1989.1710854708501

25	1989.1724743670236

25	1989.1738632629638

25	1989.1752521591363

25	1989.176641055076

25	1989.178029951249

25	1989.1794188471897

25	1996.9141714732689

25	1996.9155603568686

25	1996.9169492404687

25	1996.9183381240684

25	2003.2127652920283

25	2003.2141541772578

25	2003.2155430622543

25	2003.2169319472516

25	2003.2183208324811

25	2003.2197097174778

25	2003.221098602475

26	2010.266622514448

26	2010.268011414344

26	2010.269400314239

26	2010.2707892141339

26	2016.29861452961

26	2016.3000034271768

26	2016.3013923252092

26	2016.3027812232417

26	2016.3041701208076

26	2016.30555901884

26	2016.306947916873

26	2023.1139167549131

26	2023.115305631069

26	2023.116694507225

26	2023.1180833829162

26	2029.1527505276931

26	2029.1541394019864

26	2029.1555282762806

26	2029.1569171510396

26	2029.1583060253329

26	2029.159694899627

26	2029.1610837739204

27	2036.2789795471053

27	2036.280368430236

27	2036.2817573133657

27	2036.2831461964956

27	2042.3206081843964

27	2042.3219970605414

27	2042.3233859366865

27	2042.3247748128315

27	2042.326163689442

27	2042.3275525655877

27	2042.3289414417327

27	2049.153853722927

27	2049.15524257672

27	2049.1566314305132

27	2049.158020284307

27	2054.9453626364693

27	2054.9467514837434

27	2054.948140331483

27	2054.949529179223

27	2054.9509180264977

27	2054.9523068742374

27	2054.9536957215114

28	2061.8507353115447

28	2061.8521242519764

28	2061.853513192408

28	2061.854902132374

28	2068.0078602447115

28	2068.0092491683786

28	2068.0106380920465

28	2068.0120270157136

28	2068.013415939381

28	2068.014804863049

28	2068.016193786717

28	2075.1566325250337

28	2075.158021435663

28	2075.159410345827

28	2075.1607992564564

28	2081.1955699324476

28	2081.1969588263128

28	2081.1983477201784

28	2081.199736614044

28	2081.201125507909

28	2081.2025144013082

28	2081.203903295174

29	2088.239713692597

29	2088.2411026255827

29	2088.2424915581037

29	2088.243880490625

29	2094.9037367510177

29	2094.9051256593234

29	2094.9065145680956

29	2094.907903476869

29	2094.9092923851763

29	2094.9106812939485

29	2094.912070202254

29	2102.32743170806

29	2102.328820606122

29	2102.3302095037184

