TIC ID,CTOI,Promoted to TOI,MASTER,SG1A,SG1B,SG2,SG3,SG4,SG5,User Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM RA (mas/yr),Transit Epoch (BJD),Transit Epoch (BJD) err,Period (days),Period (days) Error,Depth mmag,Depth mmag Error,Depth ppm,Depth ppm Error,Duration (hrs),Duration (hrs) Error,Inclination (deg),Inclination (deg) Error,Impact Param,Impact Param Error,Rad_p/Rad_s,Rad_p/Rad_s Error,a/Rad_s,a/Rad_s Error,Planet Radius (R_Earth),Planet Radius (R_Earth) Error,Mass (M_Earth),Mass (M_Earth) Error,Insolation (Earth Flux),Insolation (Earth Flux) Error,Equilibrium Temp (K),Equilibrium Temp (K) Error,Fitted Stellar Density (g/cm^3),Fitted Stellar Density (g/cm^3) Error,Semi-Major Axis (AU),Semi-Major Axis (AU) Error,Eccentricity,Eccentricity (Error),Arg of Periastron,Arg of Periastron Error,Time of Periastron (BJD),Time of Periastron (BJD) Error,Velocity Semi-amp (m/s),Velocity Semi-amp (m/s) Error,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,CTOI lastmod,User,Group,Tag,Notes
135367053,135367053.01,,,,,,,,,PC,,11.2768,0.006,186.886197,-38.48707,0.545,0.068,-1.253,0.107,2458568.7355,.0072,2.7575,0.00127,4.204501,,3865,,0.171,0.011,84.94,2.12,.43,.16,.05,.007,4.9,.27,9.36,1.88,,,,,,,.29,.1,,,,,,,,,,,493.258,14.6295,6399,142.799,4.07689,.0874579,1.71473,.0968745,2020-08-10 07:20:18,montalto,,29459,"new CTOI, Montalto et al. (2020)"
136798415,136798415.01,,,,,,,,,PC,,11.0578,0.006,3.817739,-1.473699,38.357,0.097,-6.628,0.058,2459468.626,.024,,,2.554483,0.314909,2350,290,5.8,1.907,,,,,,,,,5.138,.308,,,,,,,,,,,,,,,,,,,236.734,3.233,6081,129.866,4.52141,.0796124,.969594,.0458292,2021-10-25 03:11:28,vogl,,101169,"Found with our in-house single transit finder; Sector 42"
136886352,136886352.01,,,,,,,,,PC,,10.9402,0.008,356.975901,-13.36126,3.865,0.075,-8.402,0.064,2458354.9065,.0014,2.72234,0.00023,5.306999,,4876,,0.065,0.006,82.91,1.28,.92,.06,.077,.018,7.46,1.69,14.59,4.05,,,,,,,1.06,.69,,,,,,,,,,,457.179,11.05,6566,126.102,4.09233,.0889927,1.73635,.0859296,2020-08-10 07:20:18,montalto,,29316,"new CTOI, Montalto et al. (2020)"
137205922,137205922.01,,,,,,,,,PC,,10.595,0.014,31.201836,77.735365,-3.493,0.039,3.554,0.045,2459006.21,.005,3.30029,,8.666096,0.054288,7950,50,7.6,,,,,,.0892,.0028,,,29.034,.091,,,,,,,,,.0589,.0027,,,,,,,,,761.436,14.375,9773,248.725,3.88698,.0676012,2.98203,.091294,2020-07-27 17:30:07,deen,,28733,"V/U-shaped graze but no secondary. Coincides with stellar variability"
137389526,137389526.01,,,,,,,,,PC,,10.7195,0.006,52.121846,75.735197,9.289,0.037,-18.253,0.041,2458820.003579,,3.911636,,3.017324,,2775.2,,4.0291,,,,.939,,.05268,,,,9.005780842351244,,,,,,,,,,,,,,,,,,,,327.969,2.442,6533,127.373,4.21076,.0852678,1.50777,.0648392,2021-02-08 16:07:01,olmschenk,,93981,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
137504771,137504771.01,,,,,,,,,PC,,12.1311,0.006,134.334315,81.099704,-2.14,0.047,-10.129,0.045,2458815.1276,.0035,1.78004,0.00005,0.920008,,847,,0.071,0.01,75.667,3.337,.922,.018,.032,0,3.724,1.49,7.975,.562,,,,,,,.308,.442,,,,,,,,,,,841.863,19.649,5880,125.628,3.77799,.0815536,2.21172,.117542,2022-10-20 09:04:55,montalto,,421411,"new CTOI, Montalto (2022)"
137604961,137604961.01,,,,,,,,,PC,,12.0121,0.007,144.920932,80.319573,3.568,0.046,-10.259,0.041,2458681.1525,.0127,3.61624,0.0002,0.77006,,709,,0.105,0.019,82.246,2.104,.852,.028,.027,.005,6.313,2.689,5.067,1.31,,,,,,,.364,1.248,,,,,,,,,,,690.186,12.5195,6420,119.494,4.10774,.0897195,1.66134,.0763315,2022-10-20 09:04:55,montalto,,421408,"new CTOI, Montalto (2022)"
137605485,137605485.01,,,,,,,,,PC,,12.0559,0.006,144.563029,78.490786,3.351,0.043,-12.602,0.038,2458681.0948,.0055,2.60446,0.00007,0.784185,,722,,0.079,0.015,71.425,2.568,1.017,.003,.061,0,3.192,.636,18.373,1.858,,,,,,,.091,.088,,,,,,,,,,,742.283,13.9915,4985,122,,,2.76059,,2022-10-20 09:04:55,montalto,,421392,"new CTOI, Montalto (2022)"
137769705,137769705.01,,,,,,,,,PC,,11.5113,0.007,175.16024,58.863521,2.659,0.041,-23.833,0.038,2458678.0134,.0099,14.80975,0.00122,1.67006,,1537,,0.199,0.022,85.697,.755,.909,.012,.043,0,12.12,2.49,4.488,.446,,,,,,,.154,.172,,,,,,,,,,,217.215,1.2485,5309.75,108.151,4.48816,.0800115,.900483,.0444473,2022-10-20 09:04:15,montalto,,421217,"new CTOI, Montalto (2022)"
137889083,137889083.01,,,,,,,,,PC,,11.292,0.007,151.33231,58.442038,-20.741,0.051,-18.797,0.058,2458869.358,.0045,1.14976,0.00032,1.190619,,1096,,0.073,0.01,85.425,1.683,.382,.18,.033,.003,4.792,.285,3.873,.601,,,,,,,1.574,.786,,,,,,,,,,,278.339,2.6405,5981,124.784,4.44715,.0782563,1.0379,.0488443,2022-10-20 09:04:15,montalto,,421212,"new CTOI, Montalto (2022)"
137966491,137966491.01,,,,,,,,,PC,,10.4525,0.006,50.368047,32.913811,15.999,0.097,-18.333,0.079,2458797.1564,.0039,,,4.449767,0.449588,4090,414,,,,,,,,,,,11.362,.7948,,,,,,,,,,,,,,,,,,,289.829,5.3965,6337,131.214,4.11062,.0888853,1.63258,.0787688,2022-04-28 22:03:58,dragomir,tfopwg,415376,"single transit event from the TSTPC working group"
138126035,138126035.01,2321.01,,,,,,,,PC,,9.84325,0.006,196.736409,16.54934,-3.822,0.103,-25.162,0.069,2458954.32294,.007,,,1.526532,0.651637,1405,600,4.6,0.9,,,,,,,,,4,.7,,,,,,,,,,,,,,,,,,,120.535,.6485,5645.84,105.274,4.46148,.0728202,.974373,.0429648,2020-09-17 08:06:36,eisner,,35864,"PHT candidate. Single transit event."
138169785,138169785.01,,,,,,,,,PC,,10.7566,0.006,94.966518,72.48434,1.6,2,-10.7,2.1,2458849.8395,.002,,,15.672255,8.628886,14331,7916,,,,,,,,,,,15.2669,,,,,,,,,,,,,,,,,,,,274.078,,5860,,,,1.16588,,2022-04-28 22:03:58,dragomir,tfopwg,415394,"single transit event from the TSTPC working group"
138176261,138176261.01,,,,,,,,,PC,,12.0445,0.006,94.967551,31.615076,-14.729,0.105,1.979,0.092,2458841.5539,.0095,1.46018,0.00087,1.933245,,1779,,0.15,0.023,77.042,4.234,.594,.116,.041,.004,2.649,.244,6.754,1.178,,,,,,,.165,.09,,,,,,,,,,,535.636,15.1615,7646,135.935,4.40639,.0811559,1.38644,.0545653,2022-10-20 09:02:36,montalto,,420906,"new CTOI, Montalto (2022)"
138330843,138330843.01,,,,,,,,,PC,,12.0427,0.006,83.336138,78.15262,-0.926,0.031,5.09,0.039,2458815.4691,.0037,1.19756,0.00004,0.786358,,724,,0.085,0.013,50.73,5.329,.976,.004,.035,0,1.542,.261,3.076,.29,,,,,,,.048,.028,,,,,,,,,,,232.032,1.275,5268,129.424,4.59219,.0854317,.795757,.0452387,2022-10-20 09:04:55,montalto,,421390,"new CTOI, Montalto (2022)"
138332311,138332311.01,,,,,,,,,PC,,11.3347,0.007,83.509759,82.252996,16.59,0.036,-12.719,0.044,2458810.9562,.0055,14.4882,0.00068,0.604924,,557,,0.234,0.024,88.501,.316,.469,.163,.023,.003,17.939,1.288,4.454,.89,,,,,,,.52,.27,,,,,,,,,,,456.763,4.8775,5916,123.411,3.99946,.0783084,1.72194,.0830427,2022-10-20 09:04:55,montalto,,421419,"new CTOI, Montalto (2022)"
138346833,138346833.01,,,,,,,,,PC,,10.1496,0.006,86.076352,79.102932,0.736,0.034,-46.582,0.043,2458815.6762,.017,14.45808,0.00183,0.983036,,905,,0.199,0.023,82.926,2.223,.968,.016,.026,.008,7.859,5.546,4.47,1.688,,,,,,,.044,.115,,,,,,,,,,,229.497,1.3745,5873,136.783,4.09712,.0773357,1.52666,.0741306,2022-10-20 09:04:55,montalto,,421395,"new CTOI, Montalto (2022)"
138351298,138351298.01,,,,,,,,,PC,,11.1542,0.006,293.72412,36.115309,10.647,0.036,-1.534,0.039,2459445.057,.026,,,9.388665,0.206309,8610,190,3.733,1.262,,,,,,,,,15.399,.17,,,,,,,,,,,,,,,,,,,374.772,3.195,5931,128.488,4.10976,.0793009,1.51799,.071804,2021-10-04 14:57:22,vogl,,100315,"Found with our in-house single transit finder; Sector 41"
138446376,138446376.01,,,,,,,,,PC,,11.2909,0.006,96.174419,35.444328,5.619,0.07,-43.302,0.059,2458837.9372,.0014,8.37109,0.00065,16.543909,,15122,,0.101,0.002,86.759,.054,.987,.002,.19,0,17.46,.297,24.123,1.867,,,,,,,1.438,.109,,,,,,,,,,,277.661,2.992,5774.28,108.058,4.36621,.0738214,1.10509,.0517362,2022-10-20 09:03:27,montalto,,420951,"new CTOI, Montalto (2022)"
138664795,138664795.01,,,,,,,,,PC,,12.8251,0.007,136.514943,26.267173,0.949,0.066,-1.797,0.048,2459612.498,.0021,7.39482,0.00112,15.762033,0.402448,14412.5,370.6,7.09907,0.16561,87.83578,1.9447,.32,.26,.1127,.0024,8.51,.78,24.23,1.81,,,764.41,132.58,1341,58,.151,.042,.077,.0066,,,,,,,,,1048.39,56.314,6006,126.088,3.89422,.093885,1.97053,.140502,2022-10-19 18:35:44,knguyen,,420702,"Nguyen et al. (2022)"
138683028,138683028.01,,,,,,,,,PC,,12.9055,0.009,320.02519,43.938815,-3.001,0.033,-3.845,0.033,2458713.52886958,.00727497,1.91700666,0.00135881,3.327446,0.760281,3060,700,2.852,0.255,,,.448,.201,.05156,.00531,4.82,.33,8.57,.99,,,,,,,,,,,,,,,,,,,844.944,14.327,6603,139.124,4.21049,.0881639,1.52661,.0727865,2022-02-19 11:17:05,bouma,tfopwg,108227,"Qual:B,CM,1.4e+08yr,OffTarget?. Rp=(0.60-0.93)Rj. b=0.04-0.74 (3-97HDI)."
138707225,138707225.01,,,,,,,,,PC,,9.4964,0.006,0.006708,-14.815108,13.34,0.075,26.123,0.052,2458369.6527,.0229,,,0.640936,0.01482,590.15,13.65,9.4,6.23,,,,,,,,,5.74,.07,,,,,,,,,,,,,,,,,,,232.964,2.642,5685,128.818,3.77233,.0803716,2.16288,.110171,2021-06-08 09:44:01,steuer,,97560,"Found with our in-house single transit finder"
138772345,138772345.01,,,,,,,,,PC,,9.91913,0.006,167.388988,29.642264,-7.912,0.098,-5.352,0.083,2458905.35,,8.57,,1.378935,,1269.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.93,2.3115,5734,122.467,4.05992,.0770947,1.56395,.076799,2021-05-04 10:46:39,chiarello,,96882,"Camera 1, CCD 2, Column 1193, Row 1317, Sector 22"
138820713,138820713.01,5730.01,,,,,,,,PC,,11.1557,0.007,175.56543,24.192494,-58.016,0.102,-164.001,0.088,2458900.39306,,1.92614,,0.880889,0.0038,811,3.5,1.512,0.072,,,.164,.164,,,,,1.36,.1,,,61.24,,713,,,,.023998,,,,,,,,,,40.9866,.10605,3572,157,4.76894,.00664722,.464169,.0137283,2021-01-27 08:13:51,spencer,,93706,"Corrected transit depth of 649.22 (+/-26.15) ppm"
138941853,138941853.01,,,,,,,,,PC,,11.5716,0.009,83.171748,1.86095,2.442,0.088,-14.776,0.074,2458464.0543,.0014,11.59019,,10.097469,,9257,,0.158,0.008,86.14,.28,.93,.04,.095,.018,13.73,1,20,4.93,,,,,,,.36,.14,,,,,,,,,,,596,16.335,6268,127.953,3.95395,.0891319,1.92857,.103397,2020-08-10 07:20:18,montalto,,29363,"new CTOI, Montalto et al. (2020)"
139052254,139052254.01,,,,,,,,,PC,,12.5014,0.007,181.84281,35.316014,-3.605,0.052,98.553,0.054,2458895.8155,.0051,5.44725,0.00154,2.716651,,2499,,0.063,0.013,85.422,1.327,.956,.086,.05,.027,11.978,6.713,2.565,1.462,,,,,,,1.095,1.799,,,,,,,,,,,78.9873,.24565,3565,157,4.76336,.00700118,.470476,.0139905,2022-10-20 09:02:36,montalto,,420948,"new CTOI, Montalto (2022)"
139118147,139118147.01,,,,,,,,,PC,,11.1033,0.006,193.575423,32.294048,-65.629,0.046,-37.789,0.042,2458899.0038,.002,0.51331,0.00003,0.814608,,750,,0.053,0.003,85.469,.672,.244,.079,.028,.001,3.086,.048,2.366,.277,,,,,,,2.11,.393,,,,,,,,,,,84.9657,.2505,4084.13,104.018,4.46673,.0990551,.774029,.0628769,2022-10-20 09:02:36,montalto,,420919,"new CTOI, Montalto (2022)"
139147770,139147770.01,,,,,,,,,PC,,11.4907,0.006,344.445337,-42.937916,17.169,0.066,-5.998,0.062,2458327.625,.0022,,,15.307713,0.543004,14000,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.075,3.74,5941,129.049,4.44287,.0804915,1.03827,.0499749,2020-12-21 13:26:33,brahm,,92705,"WINE single transit"
139198430,139198430.01,1891.01,,,,,,,,PC,,9.3059,0.006,345.630986,-46.085195,-24.1,1.3,-2.1,1.4,2458333.111,,,,10.875337,,9966.557,,1.3,,,,,,,,,,7.1,,,,,,,,,,,,,,,,,,,,135.265,,5984,,,,1.21977,,2019-04-10 21:28:18,lipponen,,3118,"single_drop"
139270665,139270665.01,,,,,,,,,PC,,9.78559,0.006,124.033897,33.291453,12.792,0.075,-19.9,0.053,2459592.365,.006,,,4.624212,0.032573,4250,30,5.267,0.361,,,,,,,,,9.832,.032,,,,,,,,,,,,,,,,,,,189.875,1.602,6071,132.73,4.21337,.0816235,1.37929,.0648367,2022-02-21 14:08:41,vogl,,108251,"Found with our in-house single transit finder; Sector 47"
139353927,139353927.01,,,,,,,,,PC,,9.2477,0.006,37.950869,38.788524,3.278,0.082,-5.485,0.085,2458789.8402,.0065,0.93435,0.00042,1.646138,,1515,,0.069,0.01,84.667,.84,.384,.123,.035,.006,4.127,.668,3.446,.797,,,,,,,1.524,.731,,,,,,,,,,,88.3753,.4297,5830.63,107.896,4.58346,.0703432,.866755,.0360929,2022-10-20 09:03:27,montalto,,420996,"new CTOI, Montalto (2022)"
139403953,139403953.01,,,,,,,,,PC,,11.5652,0.006,38.480838,38.993277,-8.62,0.105,-6.175,0.072,2458790.4432,.0044,0.44343,0.00013,1.24388,,1145,,0.074,0.013,69.596,6.664,.571,.107,.03,.003,1.638,.19,3.144,.534,,,,,,,.423,.212,,,,,,,,,,,261.707,3.692,5787.98,142.687,4.53493,.0837594,.911316,.0523291,2022-10-20 09:03:27,montalto,,421001,"new CTOI, Montalto (2022)"
139409215,139409215.01,,,,,,,,,PC,,11.1855,0.006,38.77767,36.269441,-10.679,0.073,-4.757,0.069,2458804.9578,.0031,,,37.496492,15.728434,33946,14382,,,,,,,,,,,15.2628,3.3493,,,,,,,,,,,,,,,,,,,122.213,.605,4721.98,99.3967,4.55726,.0808467,.757996,.0435276,2022-04-28 22:03:58,dragomir,tfopwg,415372,"single transit event from the TSTPC working group"
139423295,139423295.01,,,,,,,,,PC,,10.1733,0.006,80.570158,-19.056338,6.329,0.047,5.339,0.056,2458435.9926,.0011,10.53677,0.00036,4.461759,,4101,,0.125,0.005,85.94,.26,.95,.08,.08,.029,13.5,.84,15.59,6.44,,,,,,,.42,.13,,,,,,,,,,,301.782,2.8005,6209,127.124,4.01174,.0834567,1.78511,.0809725,2020-08-10 07:20:18,montalto,,29319,"new CTOI, Montalto et al. (2020)"
139444326,139444326.01,2802.01,,,,,,,,PC,,11.526,0.007,80.731186,-21.955687,0.895,0.164,4.517,0.192,2458437.1697,.0049,3.5269,0.00056,1.773369,,1632,,0.12,0.01,85.66,1.22,.6,.12,.033,.008,7.91,.7,5.68,1.73,,,,,,,.75,.4,,,,,,,,,,,441.989,25.881,5817,126.428,4.06381,.0897093,1.57661,.118718,2020-08-10 07:20:18,montalto,,29412,"new CTOI, Montalto et al. (2020)"
139456051,139456051.01,,,,,,,,,PC,,15.3497,0.008,336.784881,-47.229347,161.24,0.118,-14.898,0.172,2458325.361672599,.02936832882699035,2.8424324502143783,0.0055681711139883,25.275351,0.27802,23010.582595851374,256.03326277898475,0.710761722968114,,,,.8255634549496919,.08204688282219424,.19554140340775908,.02406071400103927,23.82438939372637,.37299532826174703,4.128601536722753,.5080105750913093,,,,,,,,,.021440112696655092,.0003356670234479783,,,,,,,,,79.3861,.73305,3113,157,5.07577,.0255093,.193568,.00641043,2021-04-06 14:53:06,feliz,,95991,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647"
139468902,139468902.01,,,,,,,,,PC,,6.9729,0.006,337.565787,-42.291071,31.374,0.057,-0.359,0.07,2458325.6366,,0.4645833,,1.001979,,922.431003625155,,3.96666666666667,,,,,,,,,,8.42035525379225,,,,,,,,,,,,,,,,,,,,151.151,1.0555,10536,253.483,4.25706,.0622919,2.03136,.0527513,2019-08-02 00:39:26,lipponen,,5065,"sector1"
139468902,139468902.02,,,,,,,,,PC,,6.9729,0.006,337.565787,-42.291071,31.374,0.057,-0.359,0.07,2458325.8658,,0.4569444,,0.174322,,160.543413750362,,2.26666666666667,,,,,,,,,,3.51285089007849,,,,,,,,,,,,,,,,,,,,151.151,1.0555,10536,253.483,4.25706,.0622919,2.03136,.0527513,2019-08-02 00:39:26,lipponen,,5065,"sector1"
139470998,139470998.01,,,,,,,,,PC,,9.9103,0.007,35.576414,-25.598203,23.994,0.077,9.956,0.089,2458394.987,.003,121.8,0.5,2.897295,0.162873,2664.95,150,10.8,0.2,,,,,,,,,8.27,.4,,,,,,,,,,,,,,,,,,,260.441,3.2395,6877,124.776,4.27676,.0883293,1.46976,.0620553,2021-01-07 01:09:11,eisner,,92956,"Planet Hunters TESS candidate."
139474683,139474683.01,,,,,,,,,PC,,11.6331,0.006,88.126825,7.952577,2.595,0.067,-5.54,0.058,2458470.15,.1,3.203,0.01,3.806742,0.32577,3500,300,6.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.157,9.8245,5953,191.953,3.91425,.0822664,1.9082,.0988038,2021-03-12 09:05:24,grunblatt,tfopwg,95089,"inflated hot Jupiter candidate orbiting evolved star"
139726266,139726266.01,,,,,,,,,PC,,9.7244,0.006,66.874212,-19.502269,84.636,0.049,-1.912,0.046,2459180.861,.018,,,1.314536,0.021715,1210,20,5.4,1.48,,,,,,,,,2.854,.02,,,,,,,,,,,,,,,,,,,58.043,.12415,4561,125.965,4.54572,.09767,.749622,.0584095,2021-02-05 02:18:55,steuer,,93821,"Found with our in-house single transit finder; Sector 32"
139771134,139771134.01,1889.01,,,,,,,,PC,,12.5093,0.006,324.128236,-52.513101,20.985,0.027,-16.051,0.027,2458335.2118,.0011,0.91331,0.00002,5.988031,0.32577,5500,300,0.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.794,.867,4540.87,129.529,4.52039,.101062,.771805,.0622764,2019-04-23 14:08:06,feinstein,,3349,"Feinstein, A.~D., Montet, B.~T., Foreman-Mackey, D., et al.\ 2019, arXiv e-prints , arXiv:1903.09152."
139825840,139825840.01,,,,,,,,,PC,,5.64,0.006,324.998709,-52.358977,-17.624,0.288,5.887,0.273,2458328.538,,7.668056,,3230.198976,,948958.854825671,,11.7666666666667,,,,,,,,,,247.800035173012,,,,,,,,,,,,,,,,,,,,193.947,5.67,5986,122,,,9.70276,,2019-05-25 09:17:28,lipponen,,3787,"sector1"
139825840,139825840.02,,,,,,,,,PC,,5.64,0.006,324.998709,-52.358977,-17.624,0.288,5.887,0.273,2458332.363,,7.701389,,3539.417436,,961608.681686904,,12.5,,,,,,,,,,214.910518304246,,,,,,,,,,,,,,,,,,,,193.947,5.67,5986,122,,,9.70276,,2019-05-25 09:17:28,lipponen,,3787,"sector1"
139877968,139877968.01,4652.01,,,,,,,,PC,,12.1679,0.006,326.341174,-48.133805,50.245,0.051,-15.682,0.044,2458314.8204,.0015,18.61544,,11.606449,,10633,,0.16,0.009,87.67,.19,.93,.07,.121,.044,22.96,1.55,13.14,5.49,,,,,,,.66,.2,,,,,,,,,,,356.061,4.274,5654.49,119.513,4.44287,.0811286,.994488,.0520703,2020-08-10 07:20:18,montalto,,29485,"new CTOI, Montalto et al. (2020)"
140215502,140215502.01,,,,,,,,,PC,,11.2322,0.006,85.150784,-34.766303,14.007,0.034,17.74,0.038,2459194.45,.19,,,4.188152,0.412658,3850,380,6.936,1.008,,,,,,,,,6.294,.303,,,,,,,,,,,,,,,,,,,210.545,.95,5528,128.329,4.4897,.0802153,.928047,.0470452,2021-02-04 07:05:33,steuer,,93812,"Found with our in-house single transit finder; Sector 32"
140284423,140284423.01,,,,,,,,,PC,,12.3964,0.006,85.363652,-34.650094,1.65,0.039,-5.557,0.046,2458429.2252,.0013,9.43935,0.00033,2.503334,,2303,,0.135,0.016,86.31,.83,.87,.02,.065,.019,13.55,3.98,18.5,6.39,,,,,,,.53,.77,,,,,,,,,,,1196.81,35.025,6117,133.337,3.66652,.0850459,2.6069,.140699,2020-08-10 07:20:18,montalto,,29451,"new CTOI, Montalto et al. (2020)"
140298355,140298355.01,,,,,,,,,PC,,8.3176,0.006,126.936506,-49.604707,2.064,0.078,-6.064,0.066,2459260.7852,.0104,,,0.536139,0.002193,493.68,2.02,11,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.268,3.8055,12050,155,,,,,2021-05-04 04:30:30,steuer,,96871,"Found with our in-house single transit finder"
140381887,140381887.01,,,,,,,,,PC,,9.61292,0.006,90.082599,10.230003,34.667,0.327,-22.914,0.273,2458475.94,.2,13.59,0.2,14.846252,,13580.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.727,2.864,5817,136.249,4.33717,.0808009,1.14927,.0598945,2021-07-10 14:03:23,chiarello,,98278,"Camera 1, CCD 4, Column 427, Sector 6, Row 1260"
140659980,140659980.01,,,,,,,,,PC,,8.984901,0.006,72.473479,-72.4627,8.85,0.249,-18.881,0.299,2458328.2744,,9.441667,,3343.066778,,953998.362753968,,3.73333333333333,,,,,,,,,,48.9076011158784,,,,,,,,,,,,,,,,,,,,148.437,3.4825,5642.4,120.574,3.84857,.0827912,1.97128,.112251,2019-06-06 03:40:31,lipponen,,3787,"sector1"
140659980,140659980.02,,,,,,,,,PC,,8.984901,0.006,72.473479,-72.4627,8.85,0.249,-18.881,0.299,2458332.7438,,9.4375,,3863.672753,,971520.595854139,,4.5,,,,,,,,,,38.4817812344671,,,,,,,,,,,,,,,,,,,,148.437,3.4825,5642.4,120.574,3.84857,.0827912,1.97128,.112251,2019-06-06 03:40:31,lipponen,,3787,"sector1"
140736015,140736015.01,,,,,,,,,PC,,10.2518,0.015,73.979992,76.018453,-0.798,0.038,-2.628,0.043,2459008.74,.01,7.3135,,25.041354,0.543004,22800,500,3.34,,,,,,.151,.0017,,,39.15,.43,,,,,,,,,.0829,.005,,,,,,,,,426.35,4.106,6701,154.416,3.83925,.0947222,2.37438,.105588,2020-07-27 18:31:50,deen,,28734,"V-shaped grazing transit, no secondary"
140804830,140804830.01,,,,,,,,,PC,,11.4993,0.007,75.164445,73.702173,45.173,0.043,-1.992,0.045,2458814.5563,.011,2.77838,0.00019,0.789617,,727,,0.171,0.02,63.53,4.107,.946,.008,.031,0,2.122,.37,7.611,.65,,,,,,,.023,.02,,,,,,,,,,,490.228,7.2385,5168,122,,,2.24225,,2022-10-20 09:04:55,montalto,,421348,"new CTOI, Montalto (2022)"
140830390,140830390.01,1072.01,,,,,,,,PC,,11.7106,0.006,75.627307,-72.913998,1.679,0.043,32.797,0.04,2458595.51,,12.826965,,10.708156,,9814.1,,8.4,,,,,,.09744210445,26.51941007,,,26.51941007,,,,,,,,,,,,,,,,,,,,703.878,10.696,5815,128.529,3.68114,.0740656,2.4494,.11699,2019-06-21 22:58:50,galgano,,4210,"vetted with DAVE (https://arxiv.org/abs/1901.07459)"
140864472,140864472.01,,,,,,,,,PC,,11.5348,0.008,76.724965,77.519306,3.046,0.028,-4.542,0.032,2458815.1944,.0073,1.19625,0.00005,0.42352,,390,,0.172,0.009,75.512,2.58,.494,.15,.019,.001,1.973,.119,4.034,.488,,,,,,,.102,.041,,,,,,,,,,,608.496,7.6905,6829,130.188,4.06092,.085401,1.87169,.0801585,2022-10-20 09:04:55,montalto,,421384,"new CTOI, Montalto (2022)"
140935850,140935850.01,,,,,,,,,PC,,7.97786,0.006,78.784815,75.728128,7.969,0.04,-73.315,0.055,2458815.9481,.007,2.0824,0.00009,0.085777,,79,,0.153,0.012,63.524,3.378,.896,.027,.008,.001,2.009,.475,1.919,.359,,,,,,,.035,.144,,,,,,,,,,,133.287,.5615,6310,132.693,3.88364,.0836399,2.10912,.0901206,2022-10-20 09:04:55,montalto,,421373,"new CTOI, Montalto (2022)"
140978827,140978827.01,,,,,,,,,PC,,13.5826,0.007,128.743278,-43.26983,-8.666,0.032,8.753,0.032,2458549.49441447,.00122618,8.2994967,0.00097262,54.605793,4.057368,49050,3730,2.174,0.298,88.8,.7,.629,.368,.22148,.0119,30.54,5.08,23.01,6.9,,,,,,,,,,,,,,,,,,,717.829,10.099,7672,122,4.73565,,.952456,,2020-01-03 11:21:12,bouma,tfopwg,8521,"Cand WJ, BH 34 (70Myr; KC19). Quite deep. (Maybe EB)."
141129527,141129527.01,,,,,,,,,PC,,10.8634,0.007,165.640972,57.92962,-25.95,0.037,-58.032,0.034,2458709.4834,.0053,5.5405,0.00025,0.657069,,605,,0.122,0.012,84.138,1.15,.846,.033,.022,.003,8.284,1.917,7.892,1.689,,,,,,,.35,.796,,,,,,,,,,,539.539,7.386,4967.7,38.71,,,3.53603,,2022-10-20 09:04:15,montalto,,421208,"new CTOI, Montalto (2022)"
141186075,141186075.01,4307.01,,,,,,,,PC,,6.6418,0.006,81.327498,-75.693734,-103.892,0.033,-309.406,0.038,2458349.7165,,32.699192,,0.119709,0.006243,110.25,5.75,5.176,0.174,,,.596,.062,,,,,1.213,.087,,,35.64,,622,,,,.20392,,,,,,,,,,36.0469,.02375,6079.16,106.755,4.41343,.0755797,1.09843,.0429949,2021-01-31 09:01:06,spencer,,93750,"Corrected transit depth of 98.53 (+/-10.8) ppm; s2n=11.4"
141186075,141186075.02,4307.02,,,,,,,,PC,,6.6418,0.006,81.327498,-75.693734,-103.892,0.033,-309.406,0.038,2458417.0833,,118.712517,,0.253549,0.008903,233.5,8.2,7.411,1.147,,,.668,.188,,,,,1.83,.23,,,6.39,,405,,,,.48169,,,,,,,,,,36.0469,.02375,6079.16,106.755,4.41343,.0755797,1.09843,.0429949,2021-01-31 09:03:23,spencer,,93750,"Corrected transit depth of 225.3 (+/-48.7) ppm; only two transits so far"
